word,part_of_speech,meaning,example,example_meaning,definition
indoctrination,noun,sự truyền thụ,You're not indoctrinated for this material.,Cô chưa có kinh nghiệm cho việc thế này.,Instruction in the rudiments and principles of any science or belief system; information.
decorum,noun,sự lịch thiệp,18 The Witnesses’ standard of manners and decorum at their national and international conventions has been a subject of much favorable comment.,18 Tiêu chuẩn của Nhân-chứng Giê-hô-va về cách cư xử và sự lịch thiệp tại các hội nghị trong nước hay quốc tế đã là đề tài cho nhiều lời bình luận thuận lợi.,(uncountable) Appropriate social behavior; propriety
susceptible,adjective,dễ mắc,In some way we are all susceptible to such strange thinking.,"Trong một cách nào đó, chúng ta đều dễ mắc phải cách suy nghĩ lạ lùng như vậy.",likely to be affected by something
fortuitous,adjective,bất ngờ,"Many think that a funeral, is a fortuitous event, without any rules.","Nhiều người cho rằng tang lễ... là 1 sự kiện bất ngờ , không có luật lệ gì cả.",Happening by chance; coincidental or accidental.
ordnance,noun,pháo,"This gun armed the following Japanese warships: Kongō-class battlecruisers, launched 1912 - 1913: Kongō Hiei Kirishima Haruna Fusō-class battleships, launched 1915: Fusō Yamashiro Ise-class battleships, launched 1916 - 1917: Ise Hyūga List of naval guns EOC 14 inch /45 naval gun Elswick Ordnance (Britain) equivalent 14""/45 caliber gun US equivalent NavWeaps","Khẩu súng này được trang bị cho những tàu chiến sau đây của Nhật: Thiết giáp-tuần dương lớp Kongō, hạ thủy năm 1912-1913: Kongō Hiei Kirishima Haruna Thiết giáp hạm lớp Fusō, hạ thủy năm 1915: Fusō Yamashiro Thiết giáp hạm lớp Ise, hạ thủy năm 1916-1917: Ise Hyūga Danh sách hải pháo Hải pháo EOC 14 inch /45 Phiên bản của Elswick Ordnance (Anh) Phao 14""/45 li Phiên bản tương đương của Mỹ ^ a ă â NavWeaps","military equipment, especially weapons and ammunition."
ensign,verb,cờ hiệu,The word ensign refers to a “standard” to which people gather.,Từ cờ hiệu ám chỉ một “tiêu chuẩn” để mọi người quy tụ lại theo tiêu chuẩn đó.,"The lowest grade of commissioned officer in the United States Navy, junior to a lieutenant junior grade."
procurement,noun,mua sắm,‘The Woman Who Procures Praise’,‘Người nữ được khen-ngợi’,(uncountable) The purchasing department of a company.
apocryphal,adjective,không chính xác,"this is apocryphal by the way, but I don't care —","có thể cách đó không chính xác , nhưng tôi không quan tâm —","Of, or pertaining to, the Apocrypha."
fledgling,adjective,chim con,"Hovers over its fledglings ,","Bay lượn trên các chim con ,",untried or inexperienced
viscous,adjective,nhớt,"There were technical problems with oil-firing, connected with the different distribution of the weight of oil fuel compared to coal, and the problems of pumping viscous oil.","Cũng có những vấn đề kỹ thuật liên quan đến việc đốt dầu, do sự phân bố khác nhau trọng lượng của dầu đốt so với than, và vấn đề bơm dầu có độ nhớt cao.","Having a thick, sticky consistency between solid and liquid"
contrail,noun,vết hơi nước ngưng tụ,"Contrails change the climate by creating clouds where there were none before, and of course greenhouse gases change the system.",Phi cơ bay ở độ cao thường cũng thay đổi khí hậu bằng cách tạo ra khói trắng mà trước đây chẳng hề có và dĩ nhiên khí nhà kính thay đổi hệ thống.,"An artificial cloud made by the exhaust of jet aircraft or wingtip vortices that precipitate a stream of tiny ice crystals in moist, frigid upper air."
effervescent,adjective,sủi,They're starting to effervesce .,Chúng bắt đầu sủi bọt.,(of a liquid) Giving off bubbles; fizzy.
steadfast,adjective,kiên định,But let us be steadfast and constant disciples.,Nhưng chúng ta cần phải là các môn đồ bền bỉ và kiên định .,Fixed or unchanging; steady.
per se,adverb,thực chất,"TP: Yeah, I think inequality is not a problem per se .",TP: Tôi nghĩ sự chênh lệch thực chất không phải là vấn đề.,By itself; without consideration of extraneous factors.
centripetal,adjective,hướng tâm,The centripetal acceleration causes denser substances to separate out along the radial direction.,Gia tốc hướng tâm gây ra chất dày đặc hơn để tách chất lỏng theo tỉ trọng của nó.,"(neuroanatomy, of a nerve impulse) directed towards the central nervous system; afferent"
fuselage,noun,thân máy bay,That fuselage we slept in is probably one of Juan's lost shipments.,Cái thân máy bay mà mình ngủ hôm qua chắc chắn là hàng thất lạc của Juan.,"(aeronautical) The main body of a winged aerospace vehicle; the long central structure of an aircraft to which the wings (or rotors), tail, and engines are attached, and which accommodates crew and cargo"
venerable,adjective,đáng tôn kính,Venereal disease is spreading rapidly.,Bệnh hoa liễu đang lan tràn một cách nhanh chóng.,Used as a form of address for an archdeacon in the Anglican Church
detractor,noun,người gièm pha,Each had their own host of detractors .,Mỗi phát minh đều vấp phải phản đối .,A person that belittles the worth of another person or cause.
partisan,noun,người ủng hộ,And the partisan climate divide is far more acute here in the United States.,Và sự bất đồng giữa những người ủng hộ khí hậu rất kịch liệt ngay tại Hoa Kỳ.,An adherent to a party or faction.
rarefied,adjective,đã loâng đi,She belongs to that rarefied atmosphere of Park Avenue:,"Cổ thuộc về thế giới kiêu sa của Đại lộ Park, bà biết đó.",Esoteric.
confluence,noun,hợp lưu,It is situated at the confluence of the Volga and Tvertsa Rivers.,Nó nằm ở hợp lưu của sông Volga và sông Tvertsa.,"The place where two rivers, streams, or other continuously flowing bodies of water meet and become one, especially where a tributary joins a river."
reticent,adjective,trầm lặng,But you know there was another reason for my reticence .,Nhưng anh biết còn một lí do khác em trầm lặng .,Keeping one's thoughts and opinions to oneself; reserved or restrained.
primer,adjective,sách vỡ lòng,Your beloved volumes of poetry were my primers .,Những tập thơ yêu mến của ngươi là bộ sách vỡ lòng của ta.,"An elementary textbook introducing a topic, or teaching basic concepts."
contingency,noun,chừng,"This included 500 Frankish and Norman mercenaries under Roussel de Bailleul, some Turkic (Uz and Pecheneg) and Bulgarian mercenaries, infantry under the duke of Antioch, a contingent of Georgian and Armenian troops and some (but not all) of the Varangian Guard to total around 40,000 men.",Quân đội bao gồm khoảng 5.000 binh lính Đông La Mã chuyên nghiệp từ các tỉnh phía tây và có thể là cũng là chừng đó người các tỉnh phía đông; 500 lính đánh thuê Frank và Norman dưới quyền chỉ huy của Roussel de Bailleul; ngoài ra còn một số lính đánh thuê người Đột Quyết (bao gồm người Ô Cổ Tư và người Pecheneg) và Bulgari; bộ binh dưới quyền chỉ huy của công tước xứ Antiochia; một đội quân từ Gruzia và Armenia; và một số (nhưng không phải tất cả) binh lính của đội cận vệ Varangoi.,a conditional response plan made in preparation for various future circumstances including the unanticipated.
rudimentary,adjective,bước đầu,And our system was rudimentary . It was very basic.,Hệ thống của chúng tôi mới chỉ là bước đầu . Nó rất cơ bản.,of or relating to one or more rudiments
vertigo,noun,sự chóng mặt,Vertigo in its purest form.,"Vertigo , trong dạng tinh khiết nhất.","A sensation of whirling and loss of balance, caused by looking down from a great height or by disease affecting the inner ear."
stringent,adjective,ngặt,"the Goldilocks conditions get more stringent ,","Những điều kiện Goldilocks trở nên nghiêm ngặt hơn,",Strict; binding strongly; making strict requirements; restrictive; rigid; severe
dissertation,noun,bài luận văn,She's copying her dissertation .,Cô ấy đang sao bài luận văn .,"A formal exposition of a subject, especially a research paper that students write in order to complete the requirements for a doctoral degree; a thesis."
motif,noun,chủ đề quán xuyến,In a dome of heaven motifs .,"Khi bạn đến thăm đền vào thời đại này, thì lớp sơn đã bị mất hoàn toàn",A recurring or dominant element; a theme.
loquacious,adjective,ba hoa,The loquacious cast of the Tales first meet at the Tabard Inn in Southwark.,Những nhân vật ba hoa của truyện gặp nhau lần đầu tại quán trọ Tabard ở Southwark.,"Talkative or chatty, especially of persons given to excess conversation."
complacent,adjective,tự mãn,But complacency does have a tendency to breed contempt.,Nhưng sự tự mãn thường sinh ra xem thường.,Uncritically satisfied with oneself or one's achievements; smug.
vernacular,adjective,mẹ đẻ,are going to become a part of everyday vernacular .,sẽ trở nên một phần tiếng mẹ đẻ hằng ngày.,Of or pertaining to everyday language.
truss,verb,bó,Guards trussed him in a straitjacket until his limbs became numb.,Các lính gác trói chặt anh bằng một áo bó cho đến khi tay chân anh tê liệt.,A bandage and belt used to hold a hernia in place.
modulate,verb,,Show Modules,Hiện khung lề,"(transitive) To regulate, adjust or adapt"
substantive,noun,danh từ,Some nouns or substantives in Leco are won 'house' and phose 'daughter'.,Một vài danh từ trong Leco là won 'nhà' và phose 'con gái'.,"Of the essence or essential element of a thing; as, ""substantive information""."
vexatious,adjective,hay làm bực mình,"When they reached Painesville, Ohio, they were “detained all day by malicious and vexatious lawsuits.”","Khi họ đi đến Painesville, Ohio, thì họ bị “giam giữ suốt ngày bởi các vụ kiện đầy ác tâm và không chứng cớ.”","Causing vexation, annoyance, trouble, or the like; teasing; annoying; troublesome."
bolster,verb,lót,23 Mordecai replied firmly to bolster Esther’s faith.,23 Mạc-đô-chê trả lời một cách cương quyết để làm vững mạnh đức tin Ê-xơ-tê.,A large cushion or pillow.
adulation,noun,sự bợ đỡ,I know you have never desired the adulation of heroes.,Tôi biết các bạn không bao giờ muốn được tung hô là anh hùng.,Flattery; fulsome praise.
