word,part_of_speech,meaning,example,example_meaning,definition
itinerant,adjective,lưu động,Tatian came to Rome as an itinerant rhetorician.,Tatian đến Rô-ma với tư cách nhà hùng biện lưu động .,Habitually travelling from place to place.
succinctly,adverb,ngắn gọn,Torrey succinctly summarizes the result of this reasoning process.,"Torrey , tóm lược kết quả của tiến trình lý luận này.","In a succinct manner, concisely."
commodious,adjective,rộng rãi,Much more commodious than the old place and I dare say much less blood splatter.,Rộng rãi hơn chỗ cũ nhiều... và tôi dám nói là máu me cũng ít hơn nữa.,Spacious and convenient; roomy and comfortable.
predisposition,noun,khuynh hướng thiên về,"Susceptibility to temptation, emotion, fatigue, physical or mental illness, ignorance, predispositions , trauma, death","Dễ bị cám dỗ, cảm xúc, mệt mỏi, bệnh tật về thể chất hoặc tâm thần, thiếu hiểu biết, có khuynh hướng thiên về , chấn thương, chết","the state of being predisposed or susceptible to something, especially to a disease or other health problem"
blasphemous,adjective,báng bổ,But this one is certainly blasphemous .,Nhưng cái này rõ ràng là báng bổ .,Lacking piety or respect for the sacred. Resembling blasphemy.
clandestine,adjective,giấu giếm,"Today, God’s people are not under some secretive, clandestine administration.","Ngày nay, dân tộc Đức Chúa Trời không được quản trị bởi một tổ chức kín, bí mật nào đó.","Done or kept in secret, sometimes to conceal an illicit or improper purpose."
steppe,noun,thảo nguyên,The fur of steppe wolves in Middle Asia and Kazakhstan tends to have more reddish tones.,Loài sói thảo nguyên ở Trung Á và Kazakhstan có xu hướng có nhiều tông màu đỏ hơn.,The grasslands of Eastern Europe and Asia. Similar to (US) prairie and (African) savannah.
vicarious,adjective,chịu thay cho,Jesus Christ gave His life as a vicarious atonement.,Chúa Giê Su Ky Tô đã phó mạng sống của Ngài với tính cách là một sự chuộc tội thay cho chúng ta.,"Experienced or gained by the loss or to the consequence of another, such as through watching or reading."
epochal,noun,lịch sử,Let us consider the events of that epoch -making day.,Chúng ta hãy xem xét những biến cố xảy ra trong ngày đánh dấu lịch sử ấy.,of or pertaining to an epoch
prudent,adjective,khôn,Would it not be prudent to review his record of experience?,Chẳng phải điều khôn ngoan là tìm hiểu danh tiếng của bác sĩ ấy sao?,"Sagacious in adapting means to ends; circumspect in action, or in determining any line of conduct; careful, discreet, sensible; -- opposed to rash; directed by prudence or wise forethought; evincing prudence;"
corona,noun,quầng sáng,so we can see that dim corona around it.,tạo ra quầng sáng mờ xung quanh.,A crown or garland bestowed among the Romans as a reward for distinguished services.
credence,verb,lòng tin,"You're a Squib, Credence .","Cậu là á phù thủy, Credence .","Acceptance of a belief or claim as true, especially on the basis of evidence."
precipitous,adjective,dốc đứng,The precipitous mountains of the Cordilleras are so steep that they could normally not be used for farming.,"Núi của miền Cordilleras có dốc đứng , dốc đến độ bình thường không thể canh tác được.","Steep, like a precipice; as, a precipitous cliff or mountain."
subsume,verb,gộp vào,"The Idaho Territory subsumed this land as well, in 1863.",Lãnh thổ Idaho cũng nhập vùng đất này vào năm 1863.,"To take up into or under, as individual under species, species under genus, or particular under universal; to place (any one cognition) under another as belonging to it; to include or contain under something else."
preeminent,adjective,xuất sắc,"who also happens to be the preeminent organizer of rare wine tastings,","cũng là một nhà tổ chức xuất sắc trong lĩnh vực thử rượu hiếm,",Alternative spelling of preeminent.
propriety,noun,khuôn phép,"In here, you have the propriety of The New Yorker and the vulgarity of the language.",Ở đây ta có khuôn phép của tờ tạp chí Người New York và sự lỗ mãng của ngôn ngữ.,The particular character or essence of someone or something; individuality. [14th-19th c.]
credibility,noun,sự đáng tin,but she'd have to form a group that could help vouch for her credibility .,nhưng phải lập một nhóm giúp thuyết phục về sự đáng tin vay tiền.,(law) Whether or not a witness is being truthful.
endowment,noun,món tiền gửi,The Endowment,Lễ Thiên Ân,Something with which a person or thing is endowed.
politic,adjective,láu,"I don't like your style, your politics or your sense of humour.",Tôi không thích phong cách và trò láu cũng như trò hóm của cậu.,"Shrewd, prudent and expedient."
baguette,noun,bánh mì Pháp,Most of the time the bread would be a baguette which is very common in France and is made almost every day.,"Hầu như bánh mì là bánh mì Pháp , nó rất phổ biến ở Pháp và được làm gần như mỗi ngày.",a gem cut in such a shape
baker,noun,nào,How important was it to you to help Hannah Baker ?,Việc giúp Hannah Baker quan trọng như thế nào với cô ạ?,"A person who bakes and sells bread, cakes and similar items."
challah,noun,,,,A traditional braided bread eaten by Ashkenazi Jews on the Sabbath
croissant,noun,bánh sừng bò,♪ Our last summer ♪ ♪ Morning croissants ♪,Mùa hè cuối cùng của chúng ta Bánh sừng bò vào buổi sáng,A flaky roll or pastry in a form of a crescent.
crust,noun,vỏ,"Three slashes on the crust , one for steam and two because your momma did it that way.","Rạch vỏ bánh ba nhát, một để thoát hơi và hai là vì bắt chước mẹ tôi.","A more solid, dense or hard layer on a surface or boundary."
glaze,verb,lắp kính,We then went on to optimize the glazing of the facades,Rồi chúng tôi tiếp tục tối ưu hóa lắp kính ở các bề mặt,(ceramics) The vitreous coating of pottery or porcelain; anything used as a coating or color in glazing. See glaze (transitive verb).
gluten,noun,Gluten,There's no gluten in flour. There's only the potential for gluten .,"Trong bột thì không có gluten , mà chỉ có gluten tiềm ẩn.","(obsolete) Fibrin (formerly considered as one of the ""animal humours""). [16th-19th c.]"
laminate,adjective,dát mỏng,"What it is, it's a lamination of two different metals together.","Nó là gì, nó là sự dát mỏng cùng nhau của hai kim loạt khác nhau.",To assemble from thin sheets glued together.
leaven,noun,men,Note that leaven is a substance that causes bread dough to rise.,Hãy lưu ý rằng men là một chất khiến cho dây bôt bánh mì lên.,Any agent used to make dough rise or to have a similar effect on baked goods.
pastry,noun,bột nhão,""" Whether it went into mayonnaise , pastries , I do n't know .",""" Nó có được chế biến thành sốt ma-i-on-ne hoặc bột nhão hay không thì tôi không biết .","A baked food group which contains items made from flour and fat pastes such as pie crust; also tarts, bear claws, Napoleons, puff pastries, etc."
proof,adjective,bản in thử,Why don't you and the dog have a look at the programme proofs in the office?,Sao bà với con chó không vô văn phòng xem qua bản in thử chương trình?,"Any effort, process, or operation designed to establish or discover a fact or truth; an act of testing; a test; a trial."
