word,part_of_speech,meaning,example,example_meaning,definition
espresso,noun,espresso,It's like being in love in Paris for the first time after you've had three double- espressos .,Giống như lần đầu say đắm Paris sau khi uống hết ba cốc double- espresso .,A concentrated coffee beverage brewed by forcing hot water under high pressure through finely ground coffee.
guacamole,noun,đậu phộng,Holy guacamole !,Khỉ thật !,"An avocado-based greenish dip with onions, tomato, and spices. Common to Mexican cuisine, it is often served with tortilla chips."
gumbo,noun,gumbo,Daddy's gumbo pot.,Nối nấu súp của bố.,(countable) The okra plant or its pods.
hors d'oeuvre,noun,món khai vị,"Some hors d'oeuvres are served cold, others hot.","Một số món khai vị là lạnh, một số món khác lại nóng.","A small, light, and usually savory first course in a meal."
junket,verb,sữa đông,The DVD release junket .,Buổi ra mắt DVD .,(obsolete) A basket.
kebab,verb,Kebab,"International varieties such as pizza, sushi, Chinese food, Greek food, Indian cuisine and doner kebab are also popular.","Các loại đồ ăn quốc tế như pizza, sushi, đồ ăn Trung Hoa, đồ ăn Hy Lạp, đồ ăn Ấn Độ và doner kebab cũng phổ biến và hiện diện, nhờ các cộng đồng dân tộc đa dạng.","(UK) A dish of pieces of meat, fish, or vegetables roasted on a skew or spit."
ketchup,verb,ketchup,Enter The Ketchup Song (Asereje) in the field Titel.,Nhập The Ketchup Song vào ô Titel (Tựa đề).,(uncountable) A tomato-vinegar based sauce.
mole,noun,chuột chũi,What do they call a mole in Scotland?,Ở Scotland người ta gọi chuột chũi là gì?,"A pigmented spot on the skin, a naevus, slightly raised, and sometimes hairy."
samosa,noun,,"We got veggie korma, lamb curry, samosas .","Chúng tôi có món xà lách Korma Ấn độ, cà-ri cừu, thịt cuốn bánh tráng chiên.","a snack, of Indian origin, consisting of a deep-fried triangular turnover filled with vegetables (especially potatoes) or meat"
smorgasbord,noun,,This just happens to be the best smorgasbord in the pride lands,Đây hứa hẹn là bữa ăn ngon nhất trên vùng đất danh vọng,A buffet.
sushi,noun,sushi,She just ate sushi and drank beer.,Cô ta mới chỉ ăn Sushi và uống bia thôi.,"An adopted quasi-Japanese delicacy of raw fish as sashimi (just thinly sliced raw fish without rice), sushi rolls (raw fish and/or vegetables, wrapped in sticky white rice, in turn wrapped in seaweed, then cut into several 1” pieces), or nigiri sushi (a oblong brick of white rice 2” x 1/2” x 1/2” with wasabi and a gourmet slice of raw fish on top)."
acidulous,adjective,chua cay,"A cold purée of chickpeas with vinegar and pickled lemons with herbs, spices, and oil, but no tahini or garlic, appears in the Kanz al-Fawa'id fi Tanwi' al-Mawa'id; and a purée of chickpeas and tahini called hummus kasa appears in the Kitab Wasf al-Atima al-Mutada: it is based on puréed chickpeas and tahini, and acidulated with vinegar (though not lemon), but it also contains many spices, herbs, and nuts, and no garlic.","Đậu gà nấu và nghiền nhỏ với dấm và chanh ngâm với các loại thảo mộc, gia vị và dầu, nhưng không có tahini hoặc tỏi, xuất hiện trong Kanni al-Fawa'id fi Tanwi 'al-Mawa'id; Đậu gà nấu nghiền và tahini gọi là hummus kasa xuất hiện trong Kitab Wasf al-Atima al-Mutada: được pha với dấm (mặc dù không phải chanh), nhưng nó cũng chứa nhiều gia vị, thảo mộc, và các loại hạt, và không tỏi.",Slightly sour; sub-acid; sourish; as an acidulous tincture - Edmund Burke
aerate,verb,cho hơi vào,"After the water has cooled, it may be aerated to restore oxygen.","Sau khi để nguội, nước có thể được thông khí để tái tạo lại oxy.",To supply oxygen or air.
curdle,verb,đông lại,I can scream and claw And curdle your blood,"Em có thể la hét, cào cấu, và làm máu anh đông lại",(ambitransitive) To form curds so that it no longer flows smoothly; to cause to form such curds. (usually said of milk)
dice,noun,súc sắc,"And then we had a snakes and ladders game, where you throw dice .",Và chúng tôi có trò chơi tung súc sắc với con rắn và cái thang.,one of the two plurals of die
dredge,verb,nạo vét,"Yet every day we dredge , pollute and overfish our oceans.","Vậy mà ngày nào chúng ta cũng nạo vét , gây ô nhiễm và đánh bắt quá mức.",Any instrument used to gather or take by dragging; as:
fermentation,noun,sự lên men,The fermentation which started at stage three is continuing,Sự lên men đã bắt đầu ở công đoạn 3 sẽ tiếp tục,(biochemistry) Any of many anaerobic biochemical reactions in which an enzyme (or several enzymes produced by a microorganism) catalyses the conversion of one substance into another; especially the conversion (using yeast) of sugars to alcohol or acetic acid with the evolution of carbon dioxide
fondue,verb,Fondue,This is the only cheese fondue that does not use wine.,Đây là loại fondue pho mát duy nhất không có rượu vang.,"A dish made of melted cheese, chocolate etc., or of a boiling liquid into which food can be dipped."
garnish,verb,garnishing,"* Let virtue garnish thy thoughts unceasingly, D&C 121:45.","* Hãy để cho đức hạnh làm đẹp tư tưởng của ngươi luôn luôn, GLGƯ 121:45.","To decorate with ornamental appendages; to set off; to adorn; to embellish; as, all within with flowers was garnished."
homogenize,verb,làm cho tương đồng,We're not trying to homogenize it.,Chúng tôi không cố làm mọi việc giống nhau.,"Specifically, to treat milk so that the cream no longer separates."
infusion,noun,chất để pha,The best stories infuse wonder.,Những câu truyện hay nhất có trong đó sự ngạc nhiên.,That which is infused.
julienne,verb,,"Listen, Julienne .","Nghe nè , Julienne .","(cooking) a garnish of vegetables cut into long, thin strips."
macerate,verb,ngâm,"I put my food waste into this dehydrating, desiccating macerator —","Tôi cho các chất thải thực phẩm vào máy ngâm , khử nước, sấy khô",A macerated substance.
marinate,verb,ướp muối,You're a good Marine .,Lính thủy đánh bộ giỏi.,To allow a sauce or flavoring mixture to absorb into something; to steep or soak something in a marinade to flavor or prepare it for cooking.
osmosis,noun,sự thẩm thấu,will migrate through the wall of the bag by osmosis,sẽ dịch chuyển qua thành chiếc túi bằng sự thẩm thấu,The net movement of solvent molecules from a region of high solvent potential to a region of lower solvent potential through a partially permeable membrane
pasteurize,verb,tiệt trùng,That stuff's pasteurized !,Nó được tiệt trùng rồi!,"(transitive) To heat food for the purpose of killing harmful organisms such as bacteria, viruses, protozoa, molds, and yeasts."
reduction,noun,bản thu nhỏ,FL is often used to define logspace reductions .,FL thường được dùng để định nghĩa phép quy về trong không gian lôgarit.,"The act, process, or result of reducing."
slake,verb,tôi,"Some water then, to slake your current thirst.","Có 1 số loại nước được dùng để thỏa mãn "" ham muốn "" của cô.","(intransitive, obsolete) Of a person: to become less energetic, to slacken in one's efforts. [11th-17th c.]"
temper,verb,tôi luyện,"Thus, when tempered glass is under stress, it will not easily break into jagged shards that can injure.","Do đó, khi thủy tinh đã được tôi luyện thì sẽ không dễ vỡ thành nhiều mảnh để có thể gây thương tích.",A tendency to anger or lose patience easily.
brazier,noun,lò than,Braziers were used for heating.,"Ngoài ra, còn có lò than để sưởi ấm.",An upright standing or hanging metal bowl used for holding burning coal for a source of light or heat.
cutlery,noun,dao kéo,"that most of the cutlery in the house had been hidden,","đến nỗi hầu hết dao kéo trong nhà đều được giấu đi,","A collective ensemble of eating and serving utensils such as knives, forks and spoons."
funnel,noun,phễu,The wind and precipitation readings in the trailing cell look better for a funnel .,Chỉ số gió và lượng mưa của trong ống nhìn như thể hứng bằng phễu .,"A utensil of the shape of an inverted hollow cone, terminating below in a pipe, and used for conveying liquids etc. into a close vessel; a tunnel."
kettle,verb,Ấm nước,The kettle is boiling.,Ấm nước đang sôi.,"(cooking) A vessel for boiling a liquid or cooking food, usually metal and equipped with a lid."
ladle,verb,cái môi,A ladle ?,Một cái muôi ?,"A deep-bowled spoon with a long, usually curved, handle."
mold,verb,mốc,"Severe mold allergy could cause liver failure, respiratory arrest, and encephalopathy.",Nhiều loại nấm mốc dị ứng có thể gây suy gan suy hô hấp và bệnh não.,(transitive) To shape in or on a mold.
mortar,noun,cối,"If there's a cessation of mortar attacks, and if the Russians leave.",Nếu các cuộc tấn công bằng súng cối chấm dứt và người Nga rút quân.,"(uncountable) A mixture of lime or cement, sand and water used for bonding bricks and stones."
pestle,verb,cái chày,"But as she pounded, the woman carelessly lifted the pestle too high, and she poked a hole in the sky!","Nhưng trong lúc giã gạo, bà đã bất cẩn giơ cái chày quá cao làm thủng bầu trời!","A club-shaped, round-headed stick used in a mortar to pound, crush, rub or grind things."
baste,verb,lược,I'm tied up and basted like a Thanksgiving turkey.,Mình bị trói và bị tưới mỡ lên như một con gà tây trong lễ Tạ Ơn đây này.,"To sprinkle flour and salt and drip butter or fat on, as on meat in roasting."
