word,part_of_speech,meaning,example,example_meaning,definition
ado,noun,công sức,"So please, without further ado .","Vì vậy, không vẽ vời nữa.","To do; in doing; as, there is nothing ado."
heath,noun,bãi hoang,"""'Twas first light when I saw her face upon the heath ,",""" Là ánh sáng lần đầu khi tôi nhìn thấy nàng ở bãi hoang , """,Any small evergreen shrub of the genus Erica.
quarry,verb,mỏ đá,"Yeah, but did you everjump off Suicide 35 at the quarry ?","Ừ, nhưng có phải cậu từng nhảy xuống Suicide 35 tại mỏ đá phải không?","A site for mining stone, limestone or slate."
sinew,noun,gân,"+ 32 That is why to this day the sons of Israel are not accustomed to eat the thigh sinew ,* which is on the socket of the hip joint, because he touched the socket of Jacob’s hip joint by the thigh sinew .","+ 32 Thế nên đến nay, con cháu Y-sơ-ra-ên có lệ không ăn gân đùi ở khớp hông vì vị ấy đã đụng đến khớp hông của Gia-cốp, chỗ gân đùi.",(anatomy) A tendon.
hew,verb,chặt,"Closely hewing to the familiar visual style of Warcraft II: Tides of Darkness, the build received much criticism from industry press, prompting a redesign of the game engine and an overhaul of the races' respective visual designs.","Gắn liền chặt chẽ với phong cách hình ảnh quen thuộc của Warcraft II, bản xây dựng nhận được nhiều chỉ trích từ ngành công nghiệp báo chí, khiến cho việc thiết kế lại của các công cụ trò chơi, sửa chữa lớn các thiết kế hình ảnh tương ứng của các chủng tộc .",(transitive) To chop away at; to whittle down; to mow down.
duly,adverb,đủ,"This tied to the ""rust hail tenure"", under which the tenants, instead of paying rent, were obliged to equip and maintain a cavalry soldier and horse; while the knekthållare supplied duly equipped foot soldiers.","Điều này gắn liền với ""nhiệm kỳ mưa đá"", theo đó người thuê, thay vì trả tiền thuê nhà, có nghĩa vụ phải trang bị và duy trì một người lính kỵ binh và ngựa; trong khi knekthållare cung cấp binh lính chân được trang bị đầy đủ .","In a due, fit, or becoming manner; as it ought to be; properly."
aver,Verb,chứng minh,Chanel's fashion house avers there is no evidence that any affair between Chanel and Stravinsky ever occurred.,Ngôi nhà thời trang của Chanel không có dấu hiệu cho thấy có mối quan hệ tình cảm giữa Chanel và Stravinsky từng xảy ra.,"(obsolete) Possessions, property, belongings, wealth."
babel,noun,kế hoạch ảo tưởng,Why do people reject the Babel account?,Tại sao người ta bác bỏ lời tường thuật về tháp Ba-bên ?,A place or scene of noise and confusion.
ordained,adjective,được phong chức,Marriage and family are ordained of God.,Hôn nhân và gia đình là do Thượng Đế quy định .,Established by authority.
garb,noun,quần áo,What did the purple triangle on their prison garb signify?,Tam giác tím thêu trên quần áo tù nhân có nghĩa gì?,(transitive) To dress in garb.
buxom,adjective,đẫy đà,Mostly the ones of the buxom ladies that hang above saloon bars.,Phần lớn là những quý nàng đẫy đà được treo trên quầy rượu hạng sang.,"(of a woman) Having a full, voluptuous figure, especially possessing large breasts."
swathe,verb,quần băng,Perhaps a swath of your good fortune will rub off upon me.,Biết đâu lại được thơm lây,A bandage; a band;
befall,verb,xảy đến,"Well, accidents tend to befall people who are too curious.",Tai nạn có khuynh hướng xảy đến với những ai quá tò mò.,(intransitive) To happen.
squire,verb,chăm nom,Get my squire !,Gọi lính hầu của ta!,A shield-bearer or armor-bearer who attended a knight.
churl,noun,người bủn xỉn,,,a boorish person; a peasant
knave,noun,quân J,Pig and a knave .,Con heo và kẻ ở đợ .,"A tricky, deceitful fellow; a dishonest person; a rogue; a villain."
border,verb,biên,"In the middle of that, the border crossing.","Ngay giữa đó, là đường băng qua biên giới.",The outer edge of something.
boarder,noun,học sinh nội trú,I'm not a boarder .,Tớ không phải học sinh nội trú .,Someone who pays for meals and lodging in a house rather than a hotel.
cereal,noun,ngũ cốc,It looks like a tiny little person drowning in your cereal .,Nhìn như có người đang chết đuối trong bát ngũ cốc của cậu vậy.,(uncountable) The grains of such a grass.
serial,adjective,ra từng kỳ,I'm not a serial ...,Tôi không phải là kẻ ...,Having to do with or arranged in a series.
continual,adjective,liên tục,You continue to be paranoid and make us all paranoid.,Cậu liên tục hoang tưởng khiến bọn này cũng phải hoang tưởng theo cậu.,Seemingly continuous; appearing to have no end or interruption.
continuous,adjective,liên tục,And this is continuing and continuing and continuing .,Và biến đổi cứ liên tục xảy ra.,"Without break, cessation, or interruption; without intervening time."
dual,adjective,kép,We humans control the world because we live in a dual reality.,Con người chúng ta kiểm soát thế giới vì chúng ta đang sống trong một thực tế kép .,Characterized by having two (usually equivalent) components.
duel,verb,quyết đấu,Nobody who was wielding the blade was ever defeated in a duel or battle.,Người dùng kiếm này quyết đấu chưa bao giờ bị đánh bại.,"Combat between two persons, often over a matter of honor."
formerly,adverb,trước đây,"My wife, Liz ( formerly Liz Semock), and I were classmates in high school.","Vợ tôi, Liz ( trước đây là Liz Semock), và tôi là bạn cùng lớp thời trung học.",at some time in the past
formally,adverb,về mặt hình thức,"They were formally recognised as an independent state, the Zaporozhian Host, by a treaty with Poland in 1649.","Họ về mặt hình thức đã tổ chức lại thành quốc gia, là voisko Zaporozhia, bằng một hiệp ước với Ba Lan năm 1649.",In a formal manner.
