word,part_of_speech,meaning,example,example_meaning,definition
plain,adjective,giản dị,"The women sew and knit and weave their clothing, which is modest and plain .","Các phụ nữ may vá, đan thêu và dệt quần áo giản dị và đơn sơ của họ.",Not unusually beautiful; unattractive. [from 17th c.]
plane,verb,bào,"Justine was asleep on a plane and unable to explain herself,","Justine đang ngủ trên máy bay và không thể tự bào chữa được,",(geometry) A flat surface extending infinitely in all directions (e.g. horizontal or vertical plane).
inflection,noun,biến tố,The present inflectional system represents a radical simplification of the grammar of Old Irish.,Hệ thống biến tố hiện nay thể hiện sự đơn giản hóa căn bản ngữ pháp tiếng Ireland cổ.,(grammar) a change in the form of a word that reflects a change in grammatical function.
phalanx,noun,đốt,"And the first place we've done that is in Southern Siberia in the Altai Mountains at a place called Denisova, a cave site in this mountain here, where archeologists in 2008 found a tiny little piece of bone -- this is a copy of it -- that they realized came from the last phalanx of a little finger of a pinky of a human.","Và nơi đầu tiên là miền Nam Siberia ở dãy núi Alta ở một điạ phương có tên gọi là Denisova, một hang động ở đây, nơi mà những nhà khảo cổ học vào năm 2008 đã tìm thấy một mảnh xưong bé tí -- đây là một bản sao của nó -- mà họ phát hiện ra đó là của một đốt ngón tay cuối cùng của ngón tay út của một con người.","(pluralphalanxes) a large group of people, animals or things, compact or closely massed, or tightly knit and united in common purpose."
presumptuous,adjective,quá tự tin,He is not wilful or presumptuous .,Một người Cơ Đốc không duy ý chí và quá tự tin .,Going beyond what is right or proper because of an excess of self-confidence or arrogance
chaotic,adjective,hỗn loạn,"So, it's kind of chaotic , the way things work for most people.","Đây là một kiểu hỗn loạn , cái cách mọi thứ vận hành cho hầu hết mọi người.",Filled with chaos.
elicit,adjective,gợi ra,"It enables and encourages user feedback, so as to elicit the system's real requirements.","Nó cho phép và khuyến khích người dùng phản hồi, để gợi ra những yêu cầu thực tế của hệ thống.","To evoke, educe (emotions, feelings, responses, etc.); to generate, obtain, or provoke as a response or answer."
mollify,verb,xoa dịu,"However, Gollancz feared the second half would offend Left Book Club readers and inserted a mollifying preface to the book while Orwell was in Spain.","Gollancz e ngại rằng nửa sau cuốn sách sẽ xúc phạm đến các độc giả của Left Book Club, nên để phần nào xoa dịu bớt đi, đã thêm vào lời nói đầu cho cuốn sách khi Orwell đang còn ở Tây Ban Nha.",To ease a burden; make less painful; to comfort
arable,adjective,trồng trọt được,The 15% of Niger's land that is arable is found mainly along its southern border with Nigeria.,Chỉ có 15% diện tích của Niger là có thể trồng trọt được nằm chủ yếu dọc theo biên giới phía nam của nước này với Nigeria.,"(agriculture, of land) suitable for cultivation, such as by ploughing"
idiosyncrasy,noun,cách diễn đạt riêng,"Many scholars have questioned a link between ""Nazareth"" and the terms ""Nazarene"" and ""Nazoraean"" on linguistic grounds, while some affirm the possibility of etymological relation ""given the idiosyncrasies of Galilean Aramaic.""","Nhiều học giả đã đặt thành vấn đề có sự liên kết giữa ""Nazareth"" và các từ ""Nazarene"", ""Nazoraean"" trên nền tảng ngôn ngữ học, trong khi một số học giả khác khẳng định khả năng quan hệ ngữ nguyên ""cho các cách diễn đạt riêng của ngôn ngữ Aram xứ Galilea.""",A behavior or way of thinking that is characteristic of a person.
patois,noun,thổ ngữ,And I'm not going to give you the patois translation; I'm going to make it standard English.,Tôi không định đưa bạn bản dịch thổ ngữ ; tôi sẽ dịch sang tiếng Anh chuẩn.,Any of various French or Occitan dialects spoken in France.
inquisition,verb,sự điều tra,Always so inquisitive .,Luôn quá tò mò .,an investigation or inquiry into the truth of some matter
epiphany,noun,sự giác ngộ,"Hence, my epiphany .",Rồi tôi chợt nhận ra .,A manifestation or appearance of a divine or superhuman being.
inchoate,verb,bắt đầu,and then there's that inchoate yearning,vào thời khắc bắt đầu của những mong ước,"(rare) A beginning, an immature start."
marginal,adjective,ngoài lề,The marginalized and forgotten.,Những người bị đẩy ra ngoài lề và lãng quên.,"(chiefly UK, Australian) of an electoral district (such as a parliamentary constituency) where the winning margin was a small proportion of the total number of votes, so that only a small change in voting behaviour is necessary to alter the outcome of an election."
burnish,verb,đánh bóng,"Some pots, the clay has been burnished by tea made over 400 years ago.","Có vài ấm, mà nước trà đã đun nóng đất sét, được làm hơn 400 năm về trước.",To make smooth or shiny by rubbing; to polish; to shine.
turbulent,adjective,hỗn loạn,"Well, we could just call it turbulence , or we could try and learn.","Vâng, ta có thể an phận nó là hỗn loạn , hoặc có thể gắng tìm hiểu.","violently disturbed or agitated; tempestuous, tumultuous"
barrage,verb,đập nước,"However, opening one can launch a barrage of immoral images that is difficult to stop.","Tuy nhiên, khi mở một thư ra, thì hình ảnh vô luân như đập nước đổ ào ra khó chặn lại được.","an artificial obstruction, such as a dam, in a river designed to increase its depth or to divert its flow"
cliche,verb,rập khuôn,Cliche .,Sáo rỗng .,Alternative spelling of cliché.
pathology,noun,bệnh học,"In this pathology case,","Trong lĩnh vực bệnh học ,","(medicine) The branch of medicine concerned with the study of the nature of disease and its causes, processes, development, and consequences."
pragmatic,adjective,thực dụng,We linguists call things like that pragmatic particles.,Các nhà ngôn ngữ học chúng ta gọi những cái này là lối nói thực dụng .,"Practical, concerned with making decisions and actions that are useful in practice, not just theory"
bedevil,verb,hành hạ,"Citizens, don't let him bedevil you.",Các vị đừng để hắn nói nữa.,To harass or cause trouble for; to plague.
overt,adjective,công khai,Disobedience — Overt and Covert,Sự không vâng lời— Công khai và ẩn kín,Open and not secret nor concealed.
module,noun,buồng,We'll send the containment module down to the South exit.,Chúng tôi sẽ cho một buồng ngăn chặn xuống cửa ra phía Nam.,"A self-contained component of a system, often interchangeable, which has a well-defined interface to the other components."
palpable,adjective,rõ ràng,in their face is palpable .,hiện rõ ràng trên gương mặt họ.,"Capable of being touched, felt or handled; touchable, tangible."
irreverent,adjective,bất kính,"I figured if I was a bit irreverent , you wouldn't find it serious.","Tôi nhận ra rằng nếu tôi có chút bất kính , bạn cũng chẳng lấy gì làm nghiêm trọng",Lacking proper respect or seriousness; sarcastic.
