word,part_of_speech,meaning,example,example_meaning,definition
bare,adjective,trần,"I mean, bare knuckles, nobody throws a lot.","Tôi ý là, đánh tay trần , không ai vật ngã nhiều.",An extinct language of Venezuela.
bear,verb,chịu,"Don't look at me, don't stare at me, demon, don't stare, I can't bear it!","Đừng nhìn tao, đừng nhìn chòng chọc vào tao, đồ quỷ sứ, đừng có nhìn, tao không thể chịu được!","A large omnivorous mammal, related to the dog and raccoon, having shaggy hair, a very small tail, and flat feet; a member of family Ursidae, particularly of subfamily Ursinae."
lay,adjective,đẻ trứng,You guys don't lay eggs?,Các anh không đẻ trứng .,"A ballad or sung poem; a short poem or narrative, usually intended to be sung."
lie,verb,nằm,"He was determined that if he could just hear his dad’s voice over the intercom, he could lie still without the sedative.","Nó quyết định rằng nếu nó chỉ có thể nghe tiếng của cha nó ở trong ống loa của máy intercom, thì nó có thể nằm yên mà không cần thuốc gây mê.",(intransitive) To be in a horizontal position.
lone,adjective,bị bỏ,“I feel neglected and lonely all the time.”,"Lúc nào tôi cũng cảm thấy cô đơn và bị bỏ rơi”, một người vợ ta thán.",Solitary; having no companion.
loan,verb,cho mượn,"And so we're starting up a program to do out- of- print works, but loaning them.","Chúng tôi đang thực hiện chương trình làm sách không còn xuất bản, nhưng cho mượn chúng.","(banking, finance) A sum of money or other valuables or consideration that an individual, group or other legal entity borrows from another individual, group or legal entity (the latter often being a financial institution) with the condition that it be returned or repaid at a later date (sometimes with interest)."
lose,verb,mất,Adversities and suffering can cause an individual to lose his mental balance.,Nghịch cảnh và đau khổ có thể khiến một người mất đi sự thăng bằng tâm trí.,"(transitive) To cause (something) to cease to be in one's possession or capability due to unfortunate or unknown circumstances, events or reasons."
loose,adjective,rộng,"Maybe a tad loose in certain areas, but otherwise...",Có vẻ khá rộng ở 1 số chỗ nhất định...,"(transitive) To let loose, to free from restraints."
accept,verb,chấp nhận,I can't accept that.,Tôi không chấp nhận .,"(transitive) To receive, especially with a consent, with favour or with approval."
except,verb,trừ,"As with previous editions, no group had more than one team from any continental confederation with the exception of UEFA, which had at least one, but no more than two in a group.","Như với các lần trước đó, không có bảng có nhiều hơn một đội từ bất kỳ liên đoàn lục địa nào ngoại trừ của UEFA, mà phải có ít nhất một đội, nhưng không có nhiều hơn hai đội trong một bảng.",(archaic) Unless; used to introduce a hypothetical case in which an exception may exist.
effect,noun,hiệu quả,"In management, effectiveness relates to getting the right things done.","Trong quản lý, hiệu quả liên quan đến nhận được đúng những điều đã thực hiện.",The result or outcome of a cause. See usage notes below.
desert,noun,sa mạc,Israel turned the desert into arable land.,Israel biến sa mạc thành đất canh tác.,(usually in plural) That which is considered to be deserved or merited; a just punishment or reward
chord,verb,dây cung,And it’s been split up in successive bits and a chord .,Hương thơm được chia thành các đoạn liên tục và một dây cung .,"(music) In music, a combination of any three or more notes sounded simultaneously."
cord,verb,dây thừng nhỏ,"22 “You are to make wreathed chains on the breastpiece, like cords of pure gold.",22 Con hãy làm những dây xoắn trên bảng đeo ngực giống như những sợi dây thừng nhỏ bằng vàng ròng.,"A long, thin, flexible length of twisted yarns (strands) of fibre/fiber (rope, for example); (uncountable) such a length of twisted strands considered as a commodity."
jealousy,noun,ghen,This goes far beyond business rivalries or jealousy over Victoria.,Cái này vượt quá cạnh tranh kinh doanh hay ghen tuông vì Victoria rồi.,"A state of suspicious guarding towards a spouse, lover etc., from fears of infidelity."
flare,Verb,loé sáng,Hold up a flare .,Cầm pháo sáng !,"A brightly burning light used to attract attention in an emergency, or to illuminate an area."
manner,noun,cách,"It presents the truth in a positive, concise manner .","Sách trình bày lẽ thật một cách tích cực, rõ ràng.",Mode of action; way of performing or effecting anything; method; style; form; fashion.
manor,noun,biệt thự,"At Wayne Manor , in the Batcave Butler Alfred is our love slave","Tại Biệt thự Wayne, trong Hang Dơi bắt quản gia Alfred làm nô lệ tình dục",A landed estate.
mantle,verb,áo choàng không tay,Who has wrapped up the waters in a mantle ?,Ai đã bọc nước trong áo mình ?,(transitive) To cover or conceal (something).
mantel,verb,mặt lò sưởi,"Except for your portraits everywhere - on the mantel , over the kitchen range, facing the tub.","Ngoại trừ chân dung của con ở khắp nơi... trên mặt lò sưởi , trên bếp lò, đối diện bồn tắm.",the shelf above a fireplace which may be also a structural support for the masonry of the chimney
pore,noun,lỗ chân lông,"Our back skins are thicker, with small pores .","Phần da ở lưng dày hơn, với các lỗ chân lông nhỏ.","by extension any small opening or interstice, especially one of many or allowing passage of a fluid."
pour,verb,đổ,"If we overshoot, we can pour a little bit back.","Nếu ta quá tay, ta có thể đổ màu ngược lại.","(transitive) To cause to flow in a stream, as a liquid or anything flowing like a liquid, either out of a vessel or into it"
principle,verb,nguyên tắc,“The principle of knowledge is the principle of salvation.,“ Nguyên tắc của sự hiểu biết là nguyên tắc cứu rỗi.,A fundamental assumption.
stationary,adjective,dừng,"That is, light in vacuum propagates with the speed c (a fixed constant, independent of direction) in at least one system of inertial coordinates (the "" stationary system""), regardless of the state of motion of the light source.","Có nghĩa là ánh sáng trong chân không chuyển động với tốc độ c (một hằng số cố định, độc lập với hướng chuyển động) trong ít nhất mọi hệ quy chiếu quán tính (còn gọi là ""hệ quy chiếu dừng ""), bất kể trạng thái chuyển động của nguồn sáng là như thế nào.",Not moving.
stationery,noun,văn phòng phẩm,Stationery was donated.,Dụng cụ học tập được quyên góp.,"writing materials, envelopes, office materials"
troop,verb,lính,Then the troops press a crown of thorns onto his head.,Rồi bọn lính ấn một cái mão bện bằng gai nhọn lên đầu ngài.,A collection of people; a company; a number; a multitude.
allowed,verb,cho phép,My father doesn't allow me to go to the movies alone.,Bố tôi không cho phép tôi đi xem phim một mình.,Simple past tense and past participle of allow.
aloud,adjective,to,Repeat the activity by reading aloud other scenarios.,Lặp lại sinh hoạt này bằng cách đọc to các tình huống còn lại.,"With a loud voice, or great noise; loudly; audibly."
deer,noun,nai,34 He makes my feet like those of a deer ;,34 Ngài khiến chân con vững tựa chân nai ;,The meat of such an animal
dear,adjective,thân,"For you, and for any dear to you, I would do anything.","Tôi sẽ làm mọi việc cho cô, và những người thân của cô.",Loved; lovable.
peak,noun,đỉnh,"It suggests that we care about reaching the end, a peak .","Nó gợi ý rằng chúng ta quan tâm tới việc đạt đến đích, đển đỉnh cao.","A point; the sharp end or top of anything that terminates in a point; as, the peak, or front, of a cap."
pique,verb,sự hờn giận,Mens Pique Polo Shirt,Áo thun có cổ nam,"A feeling of enmity between two entities; ill-feeling, animosity."
