word,part_of_speech,meaning,example,example_meaning,definition
inconclusive,adjective,bỏ lửng,"After three inconclusive wars for the elusive Holy Grail, the Fourth War commences.","Sau ba cuộc chiến bỏ lửng bởi Chén Thánh khó nắm bắt, cuộc chiến lần IV bắt đầu.","Not conclusive, not leading to a conclusion"
projectile,adjective,bắn ra,Those things fire off electromagnetic projectiles .,Những thứ đó bắn ra đạn điện từ.,an object intended to be or having been fired from a weapon.
luminosity,noun,độ sáng,"That strange luminosity , yet no moon.","Độ sáng thật kì lạ, ấy vậy mà không có trăng.","(uncountable) the state of being luminous, or a luminous object; brilliance or radiance"
prawn,noun,tôm,"F. indicus is known by many common names around the world, including Indian white prawn , Tugela prawn , white prawn , banana prawn , Indian banana prawn and red leg banana prawn , some of which may also apply to the related species Fenneropenaeus merguiensis.","Trong tiếng Việt, F. indicus được gọi là tôm he Ấn Độ, trong khi bằng tiếng Anh nó được gọi bằng nhiều tên gọi như Indian white prawn, Tugela prawn, white prawn, banana prawn, Indian banana prawn và red leg banana prawn, với một số tên gọi tiếng Anh này có thể dùng cho cả loài có họ hàng gần là tôm bạc thẻ (Fenneropenaeus merguiensis).",A large shrimp.
doubloon,noun,đublum,And your best affidavit to thatwould be my 632 doubloons .,Vậy thì ông nên vui vẻ đưa ra 632 đồng vàng .,"A former Spanish gold coin, also used in its American colonies."
cryptographer,noun,người viết mật mã,We have the cryptograph we nabbed from Amanda.,Chúng ta vẫn có các mật mã bắt giữ được từ Amanda.,A person who is an expert on creating codes and cyphers. Someone who studies cryptology.
stagecraft,noun,nghệ thuật dàn cảnh,"Oh, you clearly have no sense for stagecraft .",Anh rõ ràng không có cảm quan nghệ thuật .,(countable) A specific skill of the theater.
sensual,adjective,nhục dục,"And men began from that time forth to be dcarnal, sensual , and devilish.","Và từ lúc đó, loài người bắt đầu sống theo dxác thịt, nhục dục và quỷ quái.",Inducing pleasurable and/or erotic sensations.
intimacy,noun,sự mật thiết,Has pain and disappointment overshadowed the intimacy and joy that once characterized your relationship?,Sự đau khổ và thất vọng có làm giảm đi sự mật thiết và niềm vui trước đây trong mối quan hệ của bạn không?,"feeling or atmosphere of closeness and openness towards someone else, not necessarily involving sexuality"
echolocation,noun,,Echolocation .,Định vị bằng tiếng vang .,The use of echoes to detect objects as observed in bats and other natural creatures. Also known as biosonar.
frankincense,noun,hương trầm,"It is made of aromatic resins and gums, such as frankincense and balsam.","Hương đến từ nhựa và chất gôm có mùi thơm, như hương trầm và nhựa thơm.",a type of incense obtained from the Boswellia thurifera tree
snobbish,adjective,đua đòi,"Sniveling, snobbish , stupid runts.","Danh dự, quá để ý đến tiền tài, nhưng lại ngu ngốc.","Having the property of being a snob, arrogant and pretentious, smugly superior or dismissive as inferior."
seduce,verb,quyến rũ,You can focus on seducing with girls as you are so handsome.,"Cậu rất đẹp trai, cậu hãy tập trung để quyến rũ các cô gái đẹp đi.","To beguile or lure someone away from duty, accepted principles, or proper conduct. To lead astray."
psychosomatic,adjective,tinh thần cơ thể,"So, psychosomatic ?",Thế là bệnh tâm thể à?,(now rare) Pertaining to both the mind and the body.
blindly,adverb,mù quáng,It is not that we blindly do whatever we are told.,Chúng ta không mù quáng làm theo bất cứ điều gì người khác bảo mình.,In a blind manner; without sight; sightlessly.
mutism,noun,sự im lặng,,,A psychological disorder in which the sufferer cannot speak in certain situations.
fixture,verb,cuộc thi,"""News - Euro 2012 - Group G Fixtures Meeting"". faw.org.uk.",Truy cập ngày 26 tháng 3 năm 2010. ^ “News - Euro 2012 - Group G Fixtures Meeting”. faw.org.uk (Football Association of Wales).,"(law) Something that is fixed in place, especially a permanent appliance or other item of personal property that is considered part of a house and is sold with it."
salutatorian,noun,,And I got to be salutatorian and a place at a teacher training college.,"Và tôi chỉ được hạng nhì , và một chỗ ở trường cao đẳng sư phạm.",(US) The person who graduates high school with the second highest GPA and is thus gives a salutatorian’s address during the graduation ceremony.
density,noun,mật độ,"Ah, negative energy density with positive surface pressure.",Vô hiệu hóa mật độ năng lượng với áp lực bề mặt.,(physics) A measure of the amount of matter contained by a given volume.
guidance,noun,hướng dẫn,Being in the right places allows us to receive guidance .,Việc ở đúng chỗ cho phép chúng ta nhận được sự hướng dẫn .,the act or process of guiding
brutality,noun,tính tàn bạo,Nowhere is the brutality of civil war more evident than in its effect on children.,Không ở đâu chúng ta thấy rõ tính tàn bạo của nội chiến hơn là qua ảnh hưởng đối với trẻ em.,the state of being brutal
symptom,noun,triệu chứng,A person may have no symptoms at all .,Bệnh nhân có thể không biểu hiện triệu chứng gì .,"(medicine) A perceived change in some function, sensation or appearance of a person that indicates a disease or disorder, such as fever, headache or rash."
demerit,verb,khuyết điểm,No demerits .,Không trách phạt .,A quality of being inadequate; a fault; a disadvantage
intolerant,adjective,cố chấp,"Some of them appeared intolerant , fanatic, and cruelly oppressive.","Một số có vẻ cố chấp , cuồng tín và đàn áp tàn nhẫn.","Unable or indisposed to tolerate, endure or bear."
bigoted,adjective,tin mù quáng,Those who disagree are not only blind but bigoted .,Ý Tông không những không tra xét mà còn đánh chết Ân Dụ .,Being a bigot; biased; strongly prejudiced; forming opinions without just cause.
genetics,noun,di truyền học,Trying to start an artificial genetic system running in the computer.,Cố gắng bắt đầu một hệ thống di truyền học nhân tạo chạy trong máy tính.,"(biology, genetics) The branch of biology that deals with the transmission and variation of inherited characteristics, in particular chromosomes and DNA."
quesadilla,noun,,That's my quesadilla !,Món quesadilla của tôi đó .,"A Mexican dish made by filling a tortilla (corn or flour) with cheese, folding in half and toasting until the cheese is melted. Additional ingredients, such as meats (chicken or beef, commonly), or vegetables can be added. Often served with salsa, guacamole and/or sour cream."
scraggly,adjective,,"It's so... scraggly , so vile.","Nó quá... bờm xờm , quá kinh khủng.","rough, scruffy or unkempt"
gust,verb,cơn gió mạnh,Because she 's so dependent on tree so I have to be a gust wind .,Vì cô lúc nào cũng bám vào cây nên tôi phải trở thành một cơn gió mạnh .,"A strong, abrupt rush of wind."
hypodermic,adjective,dưới da,A hypodermic needle also has a hole which a liquid is forced while giving the injection .,Kim tiêm dưới da còn có lỗ để chất lỏng hay dịch truyền có thể đi qua được khi tiêm .,"Of, or relating to the hypodermis, the layer beneath the dermis"
adumbrate,verb,báo trước bằng điềm,,,To foreshadow vaguely.
mawkish,adjective,buồn nôn,"Forgive my mawkishness , Harry.","Tha lỗi cho tính ủy mị của ta, Harry.","(archaic or dialectal) Feeling sick, queasy."
negligible,adjective,không đáng kể,The other two shells failed to explode and caused negligible damage.,Hai quả đạn pháo khác không kích nổ và chỉ gây những hư hại không đáng kể .,Able to be ignored or excluded from consideration; too small or unimportant to be of concern.
stele,noun,bia,A funerary stele topped with a triad of deities,Một bia mộ có hình thần bộ ba,"(archaeology) A tall, slender stone monument, often with writing carved into its surface"
bottleneck,verb,nút cổ chai,"Bottleneck like this, one of us might hold them off.","Với cái nút cổ chai như vầy, một người trong chúng ta có thể cầm chân họ.",The narrow portion that forms the pouring spout of a bottle; the neck of a bottle.
constricting,adjective,,Slight pupil constriction .,Đồng tử co nhẹ .,Present participle of constrict.
mewl,verb,khóc oa oa,"This is my bargain, you mewling quim.","Đó chính là thoả thuận của ta, bé con ạ!",to whimper or cry weakly
monastic,adjective,phong thái thầy tu,□ Why do we know that Paul was not recommending a monastic life-style?,□ Tại sao chúng ta biết là Phao-lô không khuyên tín đồ đấng Christ sống theo lối tu khổ hạnh ?,Of or relating to monasteries or monks.
