word,part_of_speech,meaning,example,example_meaning,definition
immanent,adjective,nội tại,"""Subtraction and Contraction: Deleuze, Immanence and Matter and Memory,"" in Collapse, vol.","II: Speculative Realism. - Loại trừ và Rút gọn: Deleuze, sự nội tại và Vật chất và ký ức (Subtraction and Contraction: Deleuze, Immanence and Matter and Memory), trong Collapse, vol.",Naturally part of something; existing throughout and within something; inherent; integral; intrinsic; indwelling.
philatelist,noun,người chơi tem,"‘I understand your father is something of a philatelist ,’ he said suddenly, looking unconcernedly off towards the farm.","“Ta biết bố cháu là một nhà sưu tầm tem ,” ông ta đột nhiên nói và hờ hững nhìn về phía nông trang.",A person who studies stamps.
oenophile,noun,oenophile,,,A person who has a fondness for wine. A person who has learned to appreciate wine.
desire,Verb,mong muốn,I want you to bear in mind my desire to avoid all questions.,Tôi muốn anh lưu ý đến mong muốn của tôi là không phải nghe hỏi thêm điều gì.,More formal or stronger word for want.
affection,noun,tình cảm,"Blatant display of hostility, inconsequential display of affection or feigned ignorance.",Biểu hiện về mặt thì địch không biểu hiện tình cảm hoặc giả vờ không biết.,The act of affecting or acting upon; the state of being affected.
fondness,noun,sự cả tin,"John would become a ""connoisseur of jewels"", building up a large collection, and became famous for his opulent clothes and also, according to French chroniclers, for his fondness for bad wine.","John là một người ""sành đồn trang sức"", đã có một bộ sưu tập lớn, và trở nên nổi tiếng với những bộ quần áo lộng lẫy vã cũng có thể, theo biên niên sử của Pháp, là sự cả tin vào những loại rượu dỏm.",the quality of being fond
bathetic,adjective,tầm thường,,,Characterized by or pertaining to bathos.
corny,adjective,cũ rích,You talking about the corny brother with the Cosby sweater and the Dumbo ears?,Cậu đang nói đến cái gã cũ rích với chiếc áo len và đôi khuyên tai à?,Insipid or trite.
syrupy,adjective,như xi rô,"Sticky stacks of golden, syrupy deliciousness!",Một cái bánh quế màu vàng thật là ngon !,Having the taste or consistency of syrup.
treacly,adjective,ngọt ngào,,,(of a liquid) thick and sticky
drippy,adjective,,I was all naked and all drippy .,Tôi trần truồng và ướt át .,dripping or tending to drip.
dump,verb,vứt bỏ,"That "" s no reason to just dump the kid!",vứt bỏ con mình là điều không thể chấp nhận được!,"A place where waste or garbage is left; a ground or place for dumping ashes, refuse, etc."
reject,verb,bác bỏ,He rejected all the objections.,Anh ấy bác bỏ mọi ý kiến phản đối.,(transitive) to refuse to accept
concord,verb,Concord,"So, you're Mr. Concord now?",Vậy giờ anh là anh chàng Concord à?,A state of agreement; harmony; union.
cardiovascular,adjective,tim mạch,"So , he tested the effects of music on the cardiovascular system .",Vì vậy ông đã kiểm tra các tác động của âm nhạc trên hệ tim mạch .,"Relating to the circulatory system, that is the heart and blood vessels."
cardiopulmonary,adjective,thuộc tim phổi,"""Nitric oxide and cardiopulmonary hemodynamics in Tibetan highlanders"".",Truy cập 8 tháng 3 năm 2015. ^ “Nitric oxide and cardiopulmonary hemodynamics in Tibetan highlanders”.,Of or pertaining to both the heart and the lungs.
cardiorespiratory,adjective,,VO2 max is widely used as an indicator of cardiorespiratory fitness.,VO2 max được sử dụng rộng rãi như một chỉ số về sức khỏe.,pertaining to the heart and breathing
electrocardiography,noun,Điện tâm đồ,* Electrocardiography ( EKG ) .,* Điện tâm đồ ghi điện tim ( EKG ) .,The science of the preparation and diagnostic interpretation of electrocardiograms
