word,part_of_speech,meaning,example,example_meaning,definition
cream,adjective,màu kem,4-color ice- cream .,4 màu kem .,The butterfat/milkfat part of milk which rises to the top; this part when separated from the remainder.
eggshell,adjective,vỏ trứng,It is hard for a baby chick to hatch out of that tough eggshell .,Là điều khó khăn cho một con gà con để chui ra khỏi cái vỏ trứng cứng.,The shell around an egg.
frost,noun,sương giá,"Then by a curious coincidence, the camera died, due to the frost .","Rồi bằng một sự trùng hợp lạ lùng, camera bị tắt, vì sương giá .","A cover of minute ice crystals on objects that are exposed to the air. Some of these are tree branches, plant stems, leaves, wires, poles, vehicles, rooftops, or aircraft skin. Frost is the same process by which dew is formed except that the temperature of the frosted object is below freezing. Frost can be light or heavy."
ghost,verb,Ma,"The Ghosts , they're about to knocking over the armored cars.","Bọn Bóng Ma , chúng chuẩn bị cướp chiếc xe bọc thép.",(obsolete) The spirit; the soul of man.
hoary,adjective,cổ kính,"Tickseed Fabaceae ""Species Achalarus lyciades - Hoary Edge"".",Ấu trùng ăn Tickseed và Fabaceae “Species Achalarus lyciades - Hoary Edge”.,(zoology) of a pale silvery gray.
ivory,noun,ngà,It was as though I were leading the search for the hidden treasure of precious ivory .,Thể như tôi đang dẫn đầu cuộc đi tìm kho tàng ngà voi đã được giấu kín.,"(uncountable) The hard white form of dentine which forms the tusks of elephants, walruses and other animals."
magnolia,adjective,mộc lan,Aren't you just as pretty as a magnolia in May?,Không phải cậu xinh đẹp như một cây mộc lan trong tháng 5 sao?,"Of a creamy white colour, like that of some magnolia flowers."
merino,noun,cừu mêrinô,Merino sheep were introduced to Vermont in 1802.,Cừu Merino đã được du nhập tới Vermont trong năm 1802.,"(countable) A breed of Spanish sheep that has long, fine hair"
arsenic,adjective,Asen,"Other emissions from fossil fuel power station include sulfur dioxide, carbon monoxide (CO), hydrocarbons, volatile organic compounds (VOC), mercury, arsenic , lead, cadmium, and other heavy metals including traces of uranium.","Các phát thải khác từ nhà máy điện nhiên liệu hoá thạch bao gồm sulfur dioxide, carbon monoxide (CO), hydrocacbon, hợp chất hữu cơ dễ bay hơi (VOC), mercury, asen , chì, cadmium và kim loại nặng khác bao gồm dấu vết uranium.",A nonmetallic chemical element (symbol As) with an atomic number of 33.
ash,verb,cây tần bì,We're on our way to see the great ash tree.,Chúng tôi đang trên đường tới cây tần bì lớn.,The solid remains of a fire.
asphalt,noun,nhựa đường,The solution for that is to make roads out of porous asphalt .,Giải pháp cho vấn đề là làm những con đường từ nhựa đường xốp.,"A sticky, black and highly viscous liquid or semi-solid, composed almost entirely of bitumen, that is present in most crude petroleums and in some natural deposits."
basalt,noun,đá bazan,The one-story houses in Capernaum were constructed from uncut local basalt (volcanic rock).,Nhà một tầng ở thành phố Ca-bê-na-um được làm bằng đá bazan nguyên ( đá núi lửa) có sẵn ở địa phương.,"(mineralogy) A hard rock of varied mineral content; volcanic in origin, it makes up much of the Earth's crust."
black,adjective,đen,She has two cats. One is white and the other one is black .,Cô ấy có hai con mèo. Một con thì trắng và con kia thì đen .,(of an object) absorbing all light and reflecting none; dark and colourless.
black bean,noun,,Black bean noodles.,Ăn mỳ nhé!,A bean plant with black seeds.
cafe noir,noun,,,,small cup of strong black coffee without milk or cream
carbon,noun,cacbon,"So, fungi and mycelium sequester carbon dioxide in the form of calcium oxalates.",Vì thế nấm và thể sợi tách riêng cacbon dioxit ra dưới dạng canxi oxalat.,(uncountable) The chemical element (symbolC) with an atomic number of 6.
cement,noun,xi măng,Decided to use recycled content from cement and steel manufacturing.,Quyết định sử dụng thành phần tái chế từ ngành sản xuất xi măng và thép.,To affix with cement.
charcoal,adjective,than gỗ,Set here the charcoal pencil size used to simulate the drawing,Ở đây hãy đặt kích cỡ của bút chì than gỗ được dùng để mô phỏng bản vẽ,Of a dark gray colour.
chrome,verb,crôm,I thought for sure you'd be showing up with some chrome spinners or something.,Tôi tưởng anh sẽ xuất hiện với vành bánh xe mạ crôm chứ.,Another name for chromium when used to plate other metals.
cloud,verb,đám,They don't have any ontic cloud of their own.,Chúng không có những đám mây thực tế của riêng mình.,A visible mass of water droplets suspended in the air.
coal,verb,lấy than,19 The linen-clad man went between the wheels of the celestial chariot to obtain fiery coals .,19 Người mặc vải gai đi giữa những bánh xe để lấy than lửa đỏ.,"(uncountable) A black rock formed from prehistoric plant remains, composed largely of carbon and burned as a fuel."
coal black,adjective,,They're as black as coal .,Chúng đen như than ấy.,"Of a black colour, like that of coal."
dapple-gray,noun,,,,grey with a mottled pattern of darker grey markings
davy's gray,noun,,C Warwick Davis played Filius Flitwick in the first two films as an old dwarf-like man with gray hair.,C Warwick Davis đóng Filius Flitwick ở hai phần phim đầu trong vai một người đàn ông lùn già với bộ tóc xám .,slightly purplish or bluish dark grey
dolphin,noun,cá heo,Some of them were dolphin liver. Some of them were dolphin blubber.,Một số là gan cá heo . Một vài mẫu là mỡ cá heo .,"A carnivorous aquatic mammal inhabiting mostly in the shallower seas of the continental shelves, famed for its intelligence and occasional willingness to approach humans."
acorn,noun,quả đầu,They're the best beet and acorn cookies I've ever eaten.,Đây là bánh quy củ cải quả đầu ngon nhất tôi từng ăn.,"The fruit of the oak, being an oval nut growing in a woody cup or cupule."
almond,adjective,quả hạnh,Each ovary is about the size and shape of an almond .,Mỗi buồng trứng đều có kích cỡ và hình dáng giống như quả hạnh .,(countable) A type of tree nut.
baked potato,noun,,Baked potato ...,Khoai luộc ...,A potato that has been baked so as to be edible.
bark,verb,vỏ cây,"Instead, the land grew trees that have bark and stems and flowers.","Thay vào đó, đất đai dần tạo ra vỏ cây , chồi non và hoa.","(countable, uncountable) The exterior covering of the trunk and branches of a tree; the rind."
beaver,noun,con hải ly,"I mean, she chose her beaver , over her children.",Là con vịt đã ở với con hải ly thay vì với con của nó.,"An aquatic mammal of the genus Castor, having a wide, flat tail and webbed feet."
brick red,adjective,,"The red brick building on your right is Ward A, the male ward.","Tòa nhà bằng gạch đỏ phía tay phải của tôi là khu A, khu của nam",warm brownish-red colour similar to that of red clay bricks.
brown,noun,nâu,"He's got four white socks, he's brown all over and he has a white mark here like so","Nó có bốn đốm trắng, toàn thân màu nâu , và có một vết trắng ở đây.","A red-orange colour, including the colour of chocolate or coffee."
brownie,noun,bánh sôcôla hạnh nhân,Who wants one of my special home-baked brownies ?,Còn ai muốn bánh sôcôla hạnh nhân do tớ tự làm không nè?,"a small rich cake, usually made with chocolate, usually brown and square."
attache,noun,tùy viên,"To Colonel Collins, the military attache of the embassy.","Với Đại tá Collins, tùy viên quân sự của Tòa Đại sứ.",An official associated with an embassy.
skimpy,adjective,không đủ,"Trisha Biggar notes that Lucas wanted her to appear ""sexy, gorgeous, and young in skimpy clothes.""","Trisha Biggar nói Lucas muốn Padmé xuất hiện ""gợi cảm, lộng lẫy, và trẻ trung trong những bộ trang phục khêu gợi .""","Small or inadequate; not generous, or of a garment, very small, light, or revealing."
mire,noun,bùn,And its waters keep tossing up seaweed and mire .,Nước cứ cuộn lên rong rêu bùn lầy.,"Deep mud; moist, spongy earth."
debriefing,noun,,I have a debrief to attend.,Tôi có cuộc họp phải dự,"The act of debriefing, or the state of being debriefed."
martinet,noun,,"(Luke 6:41, 42) No, Jesus was not a tight-lipped martinet .","(Lu-ca 6:41, 42) Không, Chúa Giê-su không phải là người nghiêm khắc .",(military) A strict disciplinarian
