word,part_of_speech,meaning,example,example_meaning,definition
peccadillo,noun,lỗi nhỏ,And the whole mission of the project is to find holes in the language of emotion and try to fill them so that we have a way of talking about all those human peccadilloes and quirks of the human condition that we all feel but may not think to talk about because we don't have the words to do it.,Và sứ mệnh của toàn bộ dự án này là tìm ra những lỗ hổng trong ngôn ngữ của cảm xúc và cố gắng lấp đầy chúng từ đó chúng ta có cách nói về những lỗi nhỏ nhặt ấy của con người và những trạng thái mơ hồ của con người mà chúng ta đều cảm thấy nhưng có thể không nghĩ đến việc nói đến chúng vì chúng ta không có từ vựng để diễn đạt.,a small flaw or sin
rodeo,verb,Rodeo,"Later that year he joined the Byrds for Sweetheart of the Rodeo (1968), generally considered one of the most influential recordings in the genre.","Chỉ 1 năm sau, ông hợp tác với The Byrds trong Sweetheart of the Rodeo (1968), được coi là một trong những album quan trọng nhất của thể loại này.","(sports) A North American sport involving skills with horses, cows and other livestock."
tortilla,noun,bánh mì ngô,It's not a tortilla .,Không hẳn là bánh mì ngô .,"(Mexico) A flat round bread made out of cornmeal or flour. In Mexican cuisine they are often served with a filling or topping such asfrijoles""beans"",carne""meat"",salsa""sauce"", sour cream and cheese, in which case they are called quesadillas."
vamoose,verb,chuồn,"But when he was standing there with a gun in his hand your burning passion for me vamoosed , and you can't wait to vamoose after it.",Nhưng khi ảnh đứng đó với một khẩu súng trên tay thì niềm đam mê cháy bỏng của anh đối với tôi cuốn gói và anh cũng không chần chừ cuốn gói theo luôn.,"(slang) To run away, to flee."
vex,verb,khêu gan,"Do not vex me, mortal.","Đừng trọc giận ta, người trần.",(transitive) To annoy.
soothe,verb,dỗ dành,"I was listening to the soothing sound of her voice,",tôi lắng nghe giọng nói dỗ dành của bà.,(transitive) To ease or relieve pain or suffering.
worry,verb,lo,You spend too much time worrying about things that don't matter.,Tôi dành quá nhiều thời gian để lo lắng về những thứ không quan trọng.,"(transitive) To seize or shake by the throat, especially of a dog or wolf."
encourage,verb,khuyến khích,My father encouraged me to learn how to play the piano.,Cha tôi khuyến khích tôi học đàn piano.,"To mentally support; to motivate, give courage, hope or spirit."
doctrine,noun,học thuyết,"I believe it is of great doctrinal import, sir.",Em tin nó là một trong những học thuyết quan trọng anh à.,"A belief or tenet, especially about philosophical or theological matters."
regulation,noun,chế độ,"Under the communist regime, the state regulated the size of the herds to prevent overgrazing.","Dưới chế độ cộng sản, nhà nước quy định kích thước của đàn để ngăn chặn việc chăn thả quá mức.",(uncountable) The act of regulating or the condition of being regulated.
garner,verb,vựa thóc,Be here for Dr. Garner's assessment.,Chờ đánh giá của bác sĩ Garner .,A granary; a store of grain.
collect,verb,sưu tầm,"I'll trade him to you, to add to your collection .",Tôi sẽ đổi hắn cho anh để sưu tầm .,To gather together; amass items.
squirrel away,verb,,He's been squirreling away the parts.,Hắn đã làm tung tóe hết các phần của con tàu.,"(idiomatic) To stash or hide; to hoard, collect, save, or accumulate; to create a reserve, stash, or hoard of some supply, so as to recall a squirrel's burying of nuts."
respect,verb,tôn trọng,14 Do I respect and love the Bible’s moral standards?,14 Tôi có tôn trọng và yêu thích những tiêu chuẩn đạo đức trong Kinh Thánh không?,(uncountable) an attitude of consideration or high regard
observe,verb,quan sát,The patients were observed over a period of several months.,,"(transitive) To notice or view, especially carefully or with attention to detail."
picnic,verb,du ngoạn,Like for a church picnic ?,Như là cho buổi dã ngoại của nhà thờ?,A meal eaten outdoors or in another informal setting.
barbecue,verb,vỉ để nướng,Fried or barbecued .,Chiên hay nướng cũng được.,"A fireplace or pit for grilling food, typically used outdoors and traditionally employing hot charcoal as the heating medium."
holiday,verb,nghỉ hè,The students are on holiday .,Sinh viên đang nghỉ hè .,"A day on which a festival, religious event, or national celebration is traditionally observed."
parade,verb,phô trương,I was not the one parading around with a phony-baloney tiara.,"Tôi không phải là kẻ phô trương với sự giả mạo, Tiara.","An organized procession consisting of a series of consecutive displays, performances, exhibits, etc. displayed by moving down a street past a crowd."
old glory,,quốc kỳ Mỹ,"To get a sense of the old glory of Ephesus, one can visit its ruins.","Để biết về một thời huy hoàng đã qua của Ê-phê-sô, người ta có thể đến thăm tàn tích của thành ấy.",
stars and stripes,,cờ nước Mỹ,One carried the Stars and Stripes .,Một người vác cờ Sao và Sọc Ngang .,
flag,noun,cờ,A red and white flag was flying in the wind.,Lá cờ đỏ trắng đang bay trong gió.,"A piece of cloth, often decorated with an emblem, used as a visual signal or symbol."
wreath,noun,vòng hoa,"From today, their standard will carry its first wreath .","Từ hôm nay, họ sẽ được danh dự mang vòng hoa đó.","Something twisted, intertwined, or curled."
aqua,adjective,Aqua,"photographed by the Aqua satellite, but through the Uniview software.","do vệ tinh Aqua chụp được, thông qua phần mềm Uniview.",(inorganic chemistry) The compound water.
aquamarine,adjective,ngọc berin,aquamarine,ngọc xanh biểncolor,The bluish-green colour of the sea.
blue,adjective,xanh lam,but some of us have blue eyes and some of us have brown eyes.,nhưng một vài người thì có mắt xanh lam và một vài thì có nâu.,Having a bluish colour shade.
blueberry,adjective,cây việt quất,The shorter days and colder nights trigger a dramatic change in the willows and blueberry bushes.,Ngày ngắn dần và đêm lạnh lẽo gây ra một sự thay đổi đáng kể trên những bụi cây việt quất và cây liễu.,"An edible round berry belonging to the cowberry family. (A botanically false berry.) It has flared ""crowns"" at the end that turn blue on ripening."
blue green,adjective,,"All except the cyanobacteria, or blue - green algae.","Ngoại trừ những cyanobacteria, tức tảo lục lam.",A bluish green colour.
bright blue,adjective,,"Instead, they found a bright blue line.",Đầu chúng có một đường kẻ màu xanh sáng .,"The colour of the clear sky or the deep sea, between green and violet in the visible spectrum, and one of the primary additive colours for transmitted light; the colour obtained by subtracting red and green from white light using magenta and cyan filters."
cobalt blue,adjective,Cô ban,"Cobalt blue , ultramarine...","Màu xanh cobalt , màu xanh biển...",a deep blue pigment derived from cobalt; zaffre
cobalt ultramarine,noun,,"Cobalt blue, ultramarine ...","Màu xanh cobalt , màu xanh biển ...",greenish-blue pigment consisting essentially of cobalt oxide and alumina
cornflower,adjective,,Can I get the icon in cornflower blue?,Tôi có thể chọn biểu tượng hình hoa ngô màu xanh được không?,"A small annual species of aster, Centaurea cyanus, usually with bushy blue flowers which grows natively in European cornfields (i.e. wheatfields)."
cyan,noun,màu lục lam,"High fade, chartreuse with cyan highlights, layered on top.","Thằng màu Chartreuse, mờ nhạt với màu lục lam nổi bật, phía trên đầu.",a colour between blue and green in the visible spectrum; the complementary colour of red; the colour obtained by subtracting red from white light.
dark blue,noun,màu xanh đậm,"Yes, I always wanted dark blue eye shadow.","Đúng, tôi luôn muốn đánh mắt màu xanh đậm .",A dark shade of blue.
denim,noun,vải bông chéo,"In terms of dress, denim is perhaps the perfect example of something","Xét về đồ may mặc, vải bông chéo có lẽ là 1 ví dụ hoàn hảo về thứ",A textile often made of cotton with a distinct diagonal pattern.
electric,adjective,có điện,Can you imagine what our life would be like without electricity ?,Bạn có thể hình dung được cuộc sống sẽ như thế nào nếu không có điện không?,"Of, relating to, produced by, operated with, or utilising electricity; electrical."
french blue,noun,,"""Pirolle à bec rouge - (Urocissa erythrorhyncha) Red-billed Blue Magpie"" (in French ).",Liên minh Bảo tồn Thiên nhiên Quốc tế. ^ “Pirolle à bec rouge - ( Urocissa erythrorhyncha) Red-billed Blue Magpie ”.,ultramarine pigment prepared artificially
amaranth,noun,giền,"The duo released their debut studio album, Amaranth , on February 4, 2008.",Bộ đôi Davichi đã phát hành album phòng thu đầu tay của mình Amaranth vào 4 tháng 2 năm 2008.,"Any of various herbs, of the genus Amaranthus."
