word,part_of_speech,meaning,example,example_meaning,definition
shrill,adjective,the thé,"Suddenly you hear in the distance a shrill , startling sound.","Thình lình, bạn nghe một tiếng the thé từ đằng xa làm bạn giật mình.",High-pitched and piercing.
frigid,adjective,băng giá,"He breathed his last on the frigid steppe of eastern Siberia, vilified and disgraced.","Thân bại, danh liệt, ông trút hơi thở cuối cùng tại vùng thảo nguyên băng giá ở miền đông Siberia.",Very cold; lacking warmth; icy.
reproachful,adjective,nhục nhã,19 You know my reproach and my disgrace and my humiliation.,"19 Ngài biết nỗi sỉ nhục con, cùng nỗi nhuốc nhơ và sự nhục nhã .",Expressing or containing reproach; upbraiding; opprobrious; abusive.
vandalism,noun,phá hoại,It's just vandalism .,Chúng chỉ phá hoại thôi.,Willful damage or destruction of any property with no other purpose than damage or destruction of said property.
musket,noun,súng hỏa mai,I've seen'em fire muskets before.,"Trước đây, tôi đã thấy chúng bắn súng hỏa mai .","A species of firearm formerly carried by the infantry of an army. It was originally fired by means of a match, or matchlock, for which several mechanical appliances (including the flintlock, and finally the percussion lock) were successively substituted. This arm has been superseded by the rifle."
militia,noun,dân quân,It's not uncommon for militia members to have military experience.,Nó khá phổ biến cho thành viên lực lượng dân quân có kinh nghiệm quân sự.,"An army of trained civilians, which may be an official reserve army, called upon in time of need; the national police force of a country (e.g. Russia, Ukraine, etc.); the entire able-bodied population of a state; or a private force, not under government control."
heir,noun,thừa kế,I must remind you that the princess is the direct heir to the throne.,Tôi phải nhắc anh rằng Công chúa là người trực tiếp thừa kế ngai vàng.,"Someone who inherits, or is designated to inherit, the property of another."
impassable,adjective,không thể qua được,Diotimus told of the bridge being impassable this late in season.,Diotimus từng nói cầu này không thể qua được trong mùa này.,"(of a route, terrain, etc.) Incapable of being passed over, crossed, or negotiated."
intelligence,noun,trí thông minh,"As artificial intelligence evolves, so does his intelligence .","Và trí thông minh nhân tạo phát triển, trí thông minh của nó cũng vậy.","(uncountable) Capacity of mind, especially to understand principles, truths, facts or meanings, acquire knowledge, and apply it to practice; the ability to learn and comprehend."
plentiful,adjective,dồi dào,"Although these particles may be difficult to study, they are plentiful .","Mặc dù nghiên cứu các hạt này rất khó, chúng tồn tại với số lượng dồi dào .",Existing in large number or ample amount.
banish,verb,trục xuất,A similar edict banished the Muslims ten years later.,"Mười năm sau, một sắc lệnh tương tự cũng được ban ra để trục xuất người Hồi giáo.",To send someone away and forbid that person from returning.
restraint,noun,sự kiềm chế,"Even within these boundaries, restraint and respect are expected.","Ngay cả trong những khuôn khổ này, cần phải có sự kiềm chế và kính trọng.","(countable) something that restrains, ties, fastens or secures"
tote,verb,khuân,“ Tote the Load.”,“Hãy mang lấy gánh nặng”.,"A bag, specifically a tote bag."
fleet,noun,hạm đội,"Further troops and ships joined the fleet from Cam Ranh Bay, Indochina.","Thêm nhiều binh lính và tàu thuyền tham gia hạm đội từ vịnh Cam Ranh, Đông Dương.",A group of vessels or vehicles.
convey,verb,truyền,I wouldn't have been able to convey so little information.,Tôi sẽ không chỉ truyền tải một chút thông tin như vậy được.,To transport; to carry; to take from one place to another.
siege,verb,bao vây,"We will lay siege to the capital, surrounding the city on all sides.","Chúng ta sẽ bao vây kinh đô, bao vây mọi mặt.",seat
espionage,noun,gián điệp,"Apparently, they're very paranoid about industrial espionage here.",Rõ ràng là họ rất hoang tưởng về gián điệp công nghiệp ở đây.,The act or process of learning secret information through clandestine means.
forgery,noun,chữ ký giả mạo,Forgery is your superpower.,Siêu năng lực của cậu kia mà.,The act of forging metal into shape.
amateur,adjective,không chuyên,"You see, gentlemen... greed is for amateurs",Quý ngài thấy đấy... sự tham lam chỉ dành cho kẻ không chuyên,(now rare) A lover of something.
treason,noun,sự,Only a madman hears the truth as treason !,Chỉ có một thằng điên mới nghe sự thật ra thành phản nghịch!,The crime of betraying one’s government.
martial,adjective,hùng dũng,This means a court- martial .,Vậy có nghĩa là tòa án binh .,"Of, relating to, or suggestive of war; warlike."
liberate,verb,giải phóng,"And in so many ways, I think this is a terrific liberation .","Và trong rất nhiều cách, tôi nghĩ đây là một sự giải phóng tuyệt vời.",(transitive) to free; to release from restraint or bondage; to set at liberty; to manumit; to disengage
promptly,adverb,nhanh chóng,"Then, make sure to repay what you have borrowed, and do so promptly .","Vậy, hãy hoàn trả những gì đã vay cách nhanh chóng .",In prompt manner; both soon and quickly.
counterfeit,adjective,giả mạo,Or maybe it's that it feels like all our heroes are counterfeit .,Hoặc có thể đó là cảm giác tất cả anh hùng của chúng ta đều là giả mạo .,"False, especially of money; intended to deceive or carry appearance of being genuine."
treachery,noun,sự phản bội,And then you will die for your treachery .,Và rồi bà sẽ chết vì sự phản bội của mình.,"Deliberate, often calculated, disregard for trust or faith."
assign,verb,định,He and his wife did wonderfully well in that assignment .,Vợ chồng anh đã phục vụ rất tuyệt vời trong chỉ định đó.,(transitive) To designate or set apart something for some purpose.
cipher,noun,mật mã,"Next day, I came to work and the cipher was waiting.","Ngày hôm sau, tôi đến làm việc và mật mã đang đợi tôi.",A method of transforming a text in order to conceal its meaning.
detection,noun,phát hiện,"Once it 's under control , it 's usually impossible to detect .",Khi đã kiểm soát được gàu thì thường người ta không dễ phát hiện ra nó .,The act of detecting or sensing something; discovering something that was hidden or disguised.
denture,noun,hàm răng,"You can't understand me without the dentures , can you?",Anh không hiểu tôi nếu không có hàm răng giả à?,"a set of teeth, the teeth viewed as a unit"
whereabouts,noun,chỗ ở,The focus of your investigation isn't going to be about Younger's whereabouts .,Trọng tâm điều tra của các bạn không phải là chỗ ở của hắn.,"In, at or near what location"
merely,adverb,đơn thuần,You're not guilty of anything merely by working at Auschwitz.,Các bạn không hề có tội gì vì chỉ đơn thuần làm việc ở trại Auschwitz.,"(focus) only, just, and nothing more"
dabble,verb,học đòi,Curiosity and peer pressure are selfish reasons to dabble with addictive substances.,Sự tò mò và áp lực của bạn bè là những lý do ích kỷ để học đòi các chất gây nghiện ngập.,(transitive) To partially wet (something) by splashing or dipping; connotes playfulness.
almanac,noun,niên giám,We need your navigational maps and celestial almanacs .,Chúng tôi cần bản đồ hàng hải và niên giám của ông.,"(astronomy, navigation) A book or table listing nautical, astronomical, astrological or other events for the year; sometimes, but not essentially, containing historical and statistical information."
quill,noun,lông cánh,The wren with little quill,♪ Chim hồng tước với những chiếc lông cánh nhỏ ♪,"The lower shaft of a feather, specifically the region lacking barbs."
emetic,adjective,gây nôn,"Realistically, it may just mean that we've got the anti- emetics tuned right.","Thực tế mà nói, có thể nó chỉ chứng tỏ rằng ta dùng đúng loại thuốc chống nôn .",causing nausea and vomiting
doom,verb,diệt vong,"Each race is bound to this fate, this one doom .","Mọi tộc đều chung số phận này, sự diệt vong này.","(countable, historical) A law."
morale,noun,chí khí,Whose morale are you worried about?,Chí khí của ai mà mày phải lo?,"The capacity of people to maintain belief in an institution or a goal, or even in oneself and others."
privileged,adjective,có đặc quyền,Percy's got him under a privileged noc file.,Percy có một file về đặc vụ chìm có đặc quyền .,Simple past tense and past participle ofprivilege.
