word,part_of_speech,meaning,example,example_meaning,definition
decision,verb,sự giải quyết,"It's their decision , not yours.",đó là sự giải quyết của họ không phải của các anh.,A choice or judgement.
document,noun,tài liệu,We have to get that document back before Tom shows it to anyone.,Chúng ta phải lấy lại tài liệu đó trước khi Tom đưa nó cho bất cứ ai.,"An original or official paper relied upon as the basis, proof, or support of anything else, including any writing, book, or other instrument conveying information pertinent to such proof or support. Any material substance on which the thoughts of men are represented by any species of conventional mark or symbol."
preamble,noun,lời mở đầu,"but before that, a little preamble .","nhưng trước hết, 1 vài lời mở đầu .","A short preliminary statement or remark, especially an explanatory introduction to a formal document or statute."
union,noun,liên bang,"The state of the union is bright, and getting brighter.","Thông điệp Liên bang thật sự sáng sủa, và ngày càng sáng sủa hơn.","The act of uniting or joining two or more things into one, or the state of being united or joined; junction; coalition; combination."
tranquility,noun,,They immediately ride to Tranquility Teahouse.,Lúc này họ chạy về Giang Lăng với Tiêu Dịch.,Alternative spelling of tranquillity.
liberty,noun,tự do,The words liberty and jail do not fit together very well.,Những từ tự do và ngục thất thì không tương xứng với nhau lắm.,The condition of being free from control or restrictions.
posterity,noun,con cháu,You are the pioneers for both your progenitors and your posterity .,Các em là những người tiền phong cho cả tổ tiên và con cháu của mình.,"All the future generations, especially the descendants of a specific person."
ordain,verb,ban hành,"And they've thought, "" Oh, what a horrible religion that is which ordains something like that. ""","Họ đã nghĩ rằng đó thật là một tôn giáo tồi tệ đã ban hành , quy định những điều như vậy.",to decree
framer,noun,,He's a framer for one of my latest commissions.,Cậu ấy là nông dân cho một trong những ủy ban của ta.,A person who makes frames for paintings
centralized,adjective,,"Well, I know that you've been rebuilding Central City at night.",Chú biết là cháu đang xây dựng lại Central City vào ban đêm.,Having things physically towards the center; consolidated or concentrated
nominate,verb,đề cử,Tell me how you knew she'd be nominated before she did?,Cho tôi biết tại sao cô biết cô ấy sẽ được đề cử trước cả cô ấy?,"To name someone as a candidate for a particular role or position, including that of an office."
