word,part_of_speech,meaning,example,example_meaning,definition
precocious,adjective,sớm,"No, I was precocious .","Không, tôi tò mò thôi .",Characterized by exceptionally early development or maturity.
ploy,verb,khoé,An Old Ploy to Capture New Prey,Dùng chước cũ để bắt mồi mới,"A tactic, strategy, or gimmick."
chrysalis,noun,con nhộng,"Caterpillar into chrysalis , or pupa, and from thence into beauty.",Sâu trong kén hay con nhộng ... Rồi từ đó hóa đẹp đẽ.,"the pupa of a butterfly or moth, enclosed inside a cocoon, in which metamorphosis takes place"
juncture,noun,tình hình,At this juncture the door bell rang.,"Tại thời điểm này, chuông cửa reo.","a place where things join, a junction"
mottled,adjective,lốm đốm,"Javas appear in three color variations today: Black, Mottled , and White.","Gà Java có bề ngoài trong ba biến thể màu sắc ngày nay: đen, đốm và trắng.",Colored in patches; spotted
recumbent,adjective,nằm nghiêng,"Night, recumbent body position, changes in B.P.","Ban đêm, ngủ nằm nghiêng , huyết áp thay đổi....",Lying down.
morosely,adverb,,This view is not cynical or somber or morose or morbid.,Quan điểm này không yếm thế hoặc u sầu hoặc ủ rũ hoặc đen tối.,In a morose or sulky manner; gloomily
scowl,verb,cau,She comes out in the hallway to scowl at me every time I take the stairs.,Bà ấy ra ngoài hành lang và cau có mỗi lần anh lên cầu thang.,"The wrinkling of the brows or face in frowning; the expression of displeasure, sullenness, or discontent in the countenance; an angry frown."
periscope,verb,kính ngắm,Lifeboat? Periscope ?,"Thuyền cứu sinh, kính tiềm vọng , bất kỳ thứ gì?",A form of viewing device that allows the viewer to see things at a different height level and usually with minimal visibility.
brusquely,adverb,,"“Fine,” he brusquely answers.","“Bình thường”, con trả lời cộc lốc .",In a brusque manner; abruptly; rudely.
pantomime,noun,kịch câm,Invite the children to pantomime the correct way to pray.,Mời các em diễn kịch câm cách cầu nguyện đúng.,"(now rare) A Classical comic actor, especially one who works mainly through gesture and mime. [from 17th c.]"
contemplate,verb,ngắm,"There is no way anchoring south of here could even be contemplated , and Dr. Scott knows it.","Không cách nào neo ở phía Nam dù ngắm cảnh, và Tiến sĩ Scott biết điều đó.",To think about something in a concentrated manner or for an extended period of time. To think deeply about something; to ponder or consider.
imperiously,adverb,,Establishment of the empire and imperial guard.,Thành lập đế quốc và vệ quân .,In an imperious manner.
carp,noun,cá chép,"In a few generations, there'll be no females left, no more carp .","Sau một vài thế hệ sẽ không còn giống cái, không còn cá chép nữa.","Any of various freshwater fish of the family Cyprinidae, especially the common carp, Cyprinus carpio."
mimic,adjective,bắt chước,And then it would mimic everything I was doing.,Và nó sẽ bắt chước mọi việc em làm.,"To imitate, especially in order to ridicule."
irrigation,noun,thủy lợi,Frost has been begging to show off this irrigation system for weeks.,Frost đã xin đề xuất hệ thống thủy lợi này cả tuần nay rồi.,"The act or process of irrigating, or the state of being irrigated; especially, the operation of causing water to flow over lands, for nourishing plants."
scourge,verb,cái roi,Scourging 129,Đánh đập 129,"(uncountable) A persistent pest, illness, or source of trouble, (figurative) cause of suffering to people."
laden,adjective,khẳm,Who killed bin Ladenism ?,Ai đã giết chết chủ nghĩa bin Laden?,Past participle of lade
derision,noun,trò cười,"He immediately became an object of derision , as did my mother and I.",Cả cha mẹ và tôi đều bị đưa ra làm trò cười .,Act of treating with disdain.
receptive,adjective,dễ tiếp thu,(2 Kings 22:19) Josiah’s heart was humble and receptive .,(2 Các Vua 22:19) Lòng của Giô-si-a khiêm nhường và dễ tiếp thu .,capable of receiving something
nuisance,noun,mối gây khó chịu,Am I a nuisance ?,Tôi có phải rất đáng ghét không.,A minor annoyance or inconvenience.
hunch,verb,linh cảm,I have a hunch that you have a hunch that I am telling the truth.,Tôi có một linh cảm là ông có linh cảm thấy tôi đang nói sự thật.,A stooped or curled posture; a slouch.
rheumatism,noun,bệnh thấp khớp,"Later, she also developed rheumatism .","Sau đó, Elsa cũng bị bệnh thấp khớp .","(pathology) Any disorder of the muscles, tendons, joints, bones, nerves, characterized by pain, discomfort and disability."
subdue,verb,chinh phục,"Cyrus subdues kings, and these are scattered like dust before him.","Si-ru chinh phục các vua, và họ bị tan tác như bụi trước mặt ông.","To overcome, quieten, or bring under control."
