word,part_of_speech,meaning,example,example_meaning,definition
nauseated,adjective,buồn nôn,Or nauseated .,Hoặc là kinh tởm .,Having a feeling of nausea.
smother,verb,bóp chết,Medical report suggests He was smothered .,Báo cáo pháp y ghi là nó bị bóp chết .,"(transitive) To extinguish or deaden, as fire, by covering, overlaying, or otherwise excluding the air: as, to smother a fire with ashes."
tentatively,adverb,tạm thời,"In the tent , dumbo.","Trong lều này, tên thộn.","Of, or having to do with being tentative."
residual,adjective,dư,She must have inhaled some residue with her dying gasps.,Bà ấy phải hít vào dư lượng khi thở hổn hển sắp chết.,"Of, relating to, or remaining as a residue; left over."
hallucination,noun,ảo giác,Now the hallucinator is going to tell the hallucinatee what happened.,Người ảo giác lại đòi kể cho người trong ảo giác chuyện gì đã xảy ra.,"A sensory perception of something that does not exist, arising from disorder of the nervous system, as in delirium tremens; a delusion."
brackish,adjective,lợ,Bit brackish but good pressure.,Nước hơi lợ nhưng áp lực tốt.,"(of water) salty or slightly salty, as a mixture of fresh and sea water, such as that found in estuaries"
limbo,noun,ngục,"Concerning Limbo , the New Catholic Encyclopedia says: “Today the term is used by theologians to designate the state and place either of those souls who did not merit hell and its eternal punishments but could not enter heaven before the Redemption (the fathers’ Limbo ) or of those souls who are eternally excluded from the beatific vision because of original sin alone (the children’s Limbo ).”","Về danh từ u linh giới bộ Tân Bách khoa Tự điển Công giáo (New Catholic Encyclopedia) nói: “Ngày nay các nhà thần học dùng danh từ này để chỉ tình trạng và nơi chốn, hoặc của các linh hồn không đáng tội phải xuống địa ngục để chịu hình phạt đời đời nhưng vẫn không được lên thiên đàng trước thời Cứu thế (u linh giới của người lớn) hoặc của các linh hồn không bao giờ được thấy quang cảnh rực rỡ trên thượng giới chỉ vì tội tổ tông (u linh giới của trẻ con)”.","(Roman Catholic theology, since circa 1300) The place where innocent souls exist temporarily until they can enter heaven, notably those of the saints who died before the advent of Christ (limbus patruum) and those of unbaptized but innocent children (limbus infantum)."
vulnerable,adjective,dễ bị tổn thương,I'm very vulnerable .,Tôi rất dễ tổn thương đấy.,"More or most likely to be exposed to the chance of being attacked or harmed, either physically or emotionally."
abbreviate,verb,viết tắt,All she could do was parrot a garbled abbreviation,Tất cả những gì cô ấy có thể làm là nhại lại một từ viết tắt rời rạc,"(transitive) To make shorter; to shorten; to abridge; to reduce by means of contraction or omission, especially of words written or spoken."
trance,verb,trạng thái hôn mê,The students go into a kind of trance .,Những sinh viên đó bước vào một trạng thái hôn mê .,A dazed or unconscious condition.
leer,adjective,liếc mắt dâm dật,Stop leering !,Đừng liếc ngang liếc dọc nữa!,(intransitive) to look sideways or obliquely; now especially with sexual desire or malicious intent
surly,adjective,gắt gỏng,"Still his surly , insufferable self, I'm sure.","Chắc vẫn gắt gỏng , khó chịu như ngày nào.","(obsolete) Lordly, arrogant, supercilious."
sidle,verb,khúm núm đi xiên,He so sidled and twittered and tilted as he hopped on his bush.,Ông sidled và twittered và nghiêng như ông nhảy vào bụi cây của mình.,A sideways movement.
clerical,adjective,mục sư,"Usually, it's done by a chaplain or a priest or a Moslem cleric .",Thường thì người lo chuyện này là Cha tuyên úy của nhà tù một mục sư hay một giáo sĩ Hồi giáo,A member of the clergy.
exasperation,noun,sự bực tức,He came back tired and exasperated .,Bố trở về mệt mỏi và chán nản.,The act of exasperating or the state of being exasperated; irritation; keen or bitter anger.
kindred,adjective,bà con anh em,A kindred spirit.,Một tinh thần rất tương tự .,"Distant and close relatives, collectively."
candor,noun,candour,Candor and Honesty,Thẳng thắn và trung thực,(obsolete) whiteness; brilliance
vulgar,adjective,thô tục,"The word rude means to be harsh, vulgar , or coarse.","Từ thô lỗ có nghĩa là thô tục , khiếm nhã hoặc lỗ mãng.","(classical sense) Having to do with ordinary, common people."
sheer,adjective,hoàn toàn,Their sheer hopelessness made a profound impression on me.,Nỗi tuyệt vọng hoàn toàn của họ khiến tôi rất xúc động.,(textiles) Very thin or transparent.
commemorate,verb,kỷ niệm,And why has its commemoration caused such controversy?,Và tại sao lễ kỷ niệm biến cố này lại gây tranh cãi đến thế?,(transitive) To honour the memory of someone or something with a ceremony.
depraved,adjective,suy đồi,Sometimes we may think that mankind’s depravity has reached rock bottom.,Đôi khi chúng ta có thể nghĩ rằng loài người đã suy đồi tột cùng.,Simple past tense and past participle of deprave.
scythe,verb,liềm,"Drop the scythe , boys!",Thả lưỡi liềm ra!,"An instrument for mowing grass, grain, or the like, by hand, composed of a long, curving blade, with the concave edge sharped, made fast to a long handle, called a snath, which is bent into a form convenient for use."
perennial,adjective,lâu năm,The secret of the palm tree’s perennial beauty lies in an unfailing source of fresh water.,Bí mật của vẻ đẹp lâu năm của cây họ cọ là nhờ vào nguồn nước ngọt dồi dào.,"Lasting or remaining active throughout the year, or all the time."
hostility,noun,sự thù địch,I didn't realize hostile takeovers were filled with so much hostility .,Tôi đã không nhận ra việc thâu tóm công ty lại tràn ngập sự thù địch đến vậy.,(uncountable) The state of being hostile;
reactionary,adjective,phản động,All great writers were reactionaries :,Tất cả các nhà văn lớn đều là những kẻ phản động :,Opposed to change; urging a return to a previous state.
bigotry,noun,sự kỳ thị,"So bigotry isn't just immoral, it can even be lethal.","Cho nên tin đồn độc địa không chỉ xấu xa, nó còn gây chết người.","Intolerance or prejudice, especially religious or racial; discrimination (against); the characteristic qualities of a bigot."
matted,adjective,,"Sophie, sit next to Mats .","Sophie, ngồi cạnh Mats .",Simple past tense and past participle of mat.
grimace,verb,nhăn mặt,John grimaced and quickly informed his two friends that it was time to leave.,John nhăn mặt và nhanh chóng nói với hai người bạn của mình rằng đã đến lúc phải ra về.,"A contorted facial expression, often expressing contempt or pain."
sheath,noun,vỏ,Do you know... why a knife must have a sheath ?,Con có biết vì sao đao phải có vỏ bao không?,A scabbard; a holster for a sword.
incongruous,adjective,không thích hợp,There's an incongruity and a contrast.,""" Không, thứ Năm kẹt rồi.",Not similar or congruent; not matching or fitting in.
laceration,noun,vết rách,We've got deep lacerations on the vic's face.,Chúng ta có những vết rách sâu trên khuôn mặt nạn nhân.,An irregular open wound caused by a blunt impact to soft tissue.
brine,verb,nước biển,separated by cardboard soaked in brine .,bị cách ly bởi giấy bồi có tẩm nước biển,salt water; water saturated or strongly impregnated with salt; a salt and water solution for pickling
disoriented,adjective,,They're very disoriented .,Bọn họ đã mất phương hướng .,Simple past tense and past participle of disorient.
wiry,adjective,cứng,"I'm thin, but I'm wiry .","Tôi ốm, nhưng tôi rắn chắc lắm.","Thin, muscular and flexible."
vindictive,adjective,báo thù,"A 19th-century commentary on the Bible by Adam Clarke states: “It seems that the Jews had made this law [eye for eye, tooth for tooth] a ground for authorising private resentments, and all the excesses committed by a vindictive spirit.","Sách bình luận Kinh Thánh do ông Adam Clarke viết vào thế kỷ 19 nói: “Dường như người Do Thái dựa vào luật này [mắt đền mắt, răng đền răng] để bào chữa cho việc nuôi lòng oán hận và báo thù một cách tàn nhẫn.",Having or showing a strong or unreasoning desire for revenge.
desperation,noun,tuyệt vọng,Made him desperate for others to think of him as some kind of hero.,Làm anh ta muốn mọi người nghĩ anh ta là anh hùng một cách tuyệt vọng .,The act of despairing or becoming desperate; a giving up of hope.
extravagant,adjective,hoang phí,And we must pay for this extravagance !,Và chúng ta phải trả cho sự hoang phí này!,extreme
plantation,noun,đồn điền,But there are rubber plantations all over Amazonia.,Nhưng có những đồn điền cao su trên khắp Amazonia.,Large farm; estate or area of land designated for agricultural growth. Often includes housing for the owner and workers.
