word,part_of_speech,meaning,example,example_meaning,definition
confide,verb,giao phó,I already confided in Gloria.,Tôi đã giao phó cho Gloria.,"(intransitive, now rare) To trust, have faith (in)."
earnestly,adverb,một cách nghiêm túc,We must seek earnestly to obey every covenant that we make in the temple.,Chúng ta phải cố gắng tuân theo một cách nghiêm túc mọi giao ước mà chúng ta lập trong đền thờ.,In an earnest manner; being very sincere; putting forth genuine effort.
coarse,adjective,thô,"The fleece is composed of an inner coat (80% of fleece), and outer coat that is hair fibers (10-20% of fleece) and kemp (a coarse , opaque fiber, less than 5% of fleece).","Các lông cừu bao gồm một khoác bên trong (80% lông cừu), và chiếc áo khoác bên ngoài đó là sợi tóc (10-20% lông cừu) và kemp (một loại thô , sợi mờ đục, ít hơn 5% lông cừu).",Composed of large parts or particles; of inferior quality or appearance; not fine in material or close in texture.
batter,verb,đập liên hồi,Telling myself my flesh hadn’t suddenly shrunk against my bones and my heart wasn’t battering .,Tự nhủ thịt da tôi đã không bất ngờ co rúm sát vào xương và tim tôi không đập liên hồi .,To hit or strike violently and repeatedly.
writhe,verb,uất ức,"Writhe , little man.","Quằn quại đi, anh bạn.",(knot theory) The number of negative crossings subtracted from the number of positive crossings in a knot
muffled,adjective,mù mờ,"Everything was muffled , deprived of any real depth; the constraint of the rails assured our peace.","Mọi thứ mù mờ , bao bọc và không nơi bấu víu; chỉ có đường ray thô cứng đảm bảo cho sự bình an của chúng ta.",Simple past tense and past participle ofmuffle.
hoarse,adjective,khản,""" What are you going to do ? "" he whispered hoarsely .",""" Bà tính làm gì ? "" ông thì thầm bằng giọng khản đục .","Afflicted by a dry, quite harsh voice."
bewildered,adjective,bối rối,The two disciples are clearly bewildered as to the meaning of what has occurred.,"Rõ ràng hai môn đồ này rất bối rối , không hiểu ý nghĩa của chuyện đã xảy ra.","Baffled, confused, mystified, at a loss, or uncertain."
whimper,verb,rên,"Listened to his ragged little breaths, his coughing, his whimpering .","Lắng nghe hơi thở nhỏ, không liền mạch của nó, tiếng ho, tiếng rên rỉ của nó.",A low intermittent sob.
discontent,adjective,bất mãn,There is widespread public discontent with the struggling economy .,Lại có sự bất mãn công khai lan rộng giữa lúc nền kinh tế đang lâm nguy .,Dissatisfaction.
tolerate,verb,tha thứ,I'll not tolerate a cross word about our captain!,Tôi sẽ không tha thứ cho những lời nói lừa đảo của cô ta!,To allow (something that one dislikes or disagrees with) to exist or occur without interference.
delta,noun,châu thổ,"If there was gold in the delta , I'd go there.","Nếu dưới châu thổ có vàng, ta sẽ tới đó ngay.","The fourth letter of the modern Greek alphabet Δ, δ."
slather,verb,,Why slather themselves in it?,Chứ không phải đẻ khoe mẽ.,(usually pluralized) A generous or abundant quantity.
nook,noun,góc,Her mother sat at the breakfast nook in the kitchen wearing a pink nylon nightgown.,Mẹ cô ngồi ở góc ăn sáng trong bếp và mặc váy ngủ bằng vải nylong màu hồng.,A small corner formed by two walls; an alcove or recess or ancone.
furrow,verb,luống,"If the plowman does not keep looking straight ahead, a furrow will likely become crooked.",Nếu một người đi cày mà không nhìn về phía trước thì luống cày sẽ ngoằn ngoèo.,"A trench cut in the soil, as when plowed in order to plant a crop."
methodical,adjective,có phương pháp,"If you do, is the method you use truly effective?","Nếu có , phương pháp của bạn có thật sự hữu hiệu không?",In an organized manner; proceeding with regard to method; systematic.
suitable,adjective,hợp,Apps may be suitable for this age if they:,Ứng dụng có thể phù hợp với độ tuổi này nếu các ứng dụng đó:,Having sufficient or the required properties for a certain purpose or task; appropriate to a certain occasion.
knead,verb,nhào,"After that, it had to be kneaded . It had to then go in, kind of, a mangle.","Sau đó, đất được nhào . Nó phải đi vào một máy gần như máy cán là.","(transitive) To work and press into a mass, usually with the hands; especially, to work, as by repeated pressure with the knuckles, into a well mixed mass, the materials of bread, cake, etc."
harebrained,adjective,,Learning to be a bunch of harebrained half-wits!,Học để giống tên bại não đó à.,"(of an idea or plan etc) absurd, foolish or stupid"
dilapidated,adjective,long tay gãy ngõng,Some cities are full of dilapidated and deserted buildings.,"Một số thành phố có đầy những tòa nhà đổ nát , hoang tàn.",Past participle of dilapidate
rustle,noun,sột soạt,A rustle at the front door told me Holly had arrived home from school .,Tiếng sột soạt trước cửa cho tôi biết Holly đã đi học về .,to move (something) with a soft crackling sound
insignia,noun,huy chương,"Their Bibles have a little insignia that says ""US Army"" on them.","Quyển kinh thánh có huy chương nhỏ trên đó viết ""Quân đội Mỹ"".","A patch or other object that indicates a person's official or military rank, or membership in a group or organization."
amble,verb,nước kiệu,Many Sable Island Horses have a natural ambling gait.,Nhiều con ngựa hoang đảo Sable có một dáng vẻ dáng đi tự nhiên.,An unhurried leisurely walk or stroll.
stifle,Verb,dập tắt,And that device could stifle any chance of the Lumia 900 winning out in the mobile market .,Và thiết bị đó có thể dập tắt bất kỳ cơ hội chiến thắng nào của Lumia 900 trong thị trường di động .,(veterinary medicine) A bone disease of this region.
trudge,verb,lê bước,Kevin had to cancel the cab and trudge out in the snow.,Kevin phải hủy chuyến xe đó và lê bước trong tuyết để mua thức ăn.,"A tramp, i.e. a long and tiring walk."
skittish,adjective,nhát,"This has changed through selective breeding; however, they are skittish and aloof.","Điều này đã thay đổi thông qua nhân giống chọn lọc, Tuy nhiên, là những con vật nhát và sống khép kín.",Easily scared or startled; timid.
fertile,adjective,màu mỡ,"They make the humus, the fertile layer to which all life on land is linked.",Chúng tạo lớp đất mùn màu mỡ liên kết mọi loài sống trên cạn.,(of land etc) capable of growing abundant crops; productive
glare,adjective,chiếu sáng,The white crust of the soda lake reflects the sun's glare and increases the impact of its ultraviolet rays.,Lớp màng trắng của hồ muối phản ánh sự chiếu sáng của mặt trời và gia tăng tác động của tia cực tím.,"(uncountable) An intense, blinding light."
lapse,verb,mất hiệu lực,"Michael Cobb introduced private member's bills in 1989, 1990, 1991 and 1992 to ban desecration, but on each occasion the bill lapsed .","Michael Cobb đưa các dự luật cá nhân vào năm 1989, 1990, 1991 và 1992 để cấm chỉ mạo phạm, song đều mất hiệu lực .",A temporary failure; a slip.
liable,adjective,chịu trách nhiệm,"No matter you admit it or not, you're liable to this debt",Dù muốn hay không mày cũng phải chịu trách nhiệm thanh toán nợ nần,Bound or obliged in law or equity; responsible; answerable.
