word,part_of_speech,meaning,example,example_meaning,definition
foray,verb,đột nhập,"But will this be only a foray , just a raid by a few soldiers?","Nhưng có phải đó sẽ chỉ là một sự đột nhập , một cuộc đột kích của vài tên lính không?","A sudden or irregular incursion in border warfare; hence, any irregular incursion for war or spoils; a raid."
niche,verb,hốc tường,Its numerous scrolls were kept in niches in a large reading room.,Thật nhiều cuộn sách được đặt tại các hốc tường của phòng đọc sách rộng lớn.,"(architecture) A cavity, hollow, or recess, generally within the thickness of a wall, for a statue, bust, or other erect ornament. Hence, any similar position, literal or figurative."
origami,noun,Origami,And that is what origami used to be.,Origami từng là như thế.,(uncountable) The Japanese art of paper folding.
infuse,verb,truyền,"Whether it comes in a remarkable burst or in a gentle flow, that glorious spiritual power will infuse healing love and comfort into the repentant, wounded soul; dispel darkness with the light of truth; and cast out discouragement with hope in Christ.","Cho dù quyền năng thuộc linh đến một cách bất ngờ hay là nhẹ nhàng, thì quyền năng thuộc linh vinh quang đó sẽ truyền tải tình yêu thương và sự an ủi chữa lành cho tâm hồn bị tổn thương của người hối cải; xua tan bóng tối bằng ánh sáng của lẽ thật; và thay thế lòng chán nản bằng hy vọng nơi Đấng Ky Tô.",(transitive) To cause to become an element of something; to insert or fill.
legitimacy,noun,tính hợp pháp,Corruption is widespread and undermines the system and its moral legitimacy .,Tham nhũng lan rộng và hủy hoại hệ thống và tính hợp pháp về đạo đức của nó.,the quality of being legitimate or valid; validity
materialize,verb,thực hiện,"At this point if not before, arrange your material in logical sequence.","Đến đây, hãy sắp xếp tài liệu theo trình tự hợp lý, nếu chưa thực hiện điều này.","(transitive, US) To cause to take physical form, or to cause an object to appear."
sporadically,adverb,,Your signal has been coming in sporadically since the storm hit.,Tín hiệu của các cậu đã trở nên rời rạc kể từ khi cơn bão ập tới.,"At an occasional, infrequent, or irregular frequency"
resolutely,adverb,một hai,22 All of us need to appreciate and resolutely hold to God’s view of blood.,22 Tất cả chúng ta cần phải quí trọng và cương quyết giữ vững lập trường của Đức Chúa Trời về máu.,In a resolute manner.
crass,adjective,thô,"Another child refused to succumb to bad, crass , vulgar language in her work environment.","Một đứa con khác của tôi từ chối không chịu nghe lời lẽ khiếm nhã, thô bỉ, tục tĩu tại nơi làm việc của nó.",coarse; crude; unrefined or insensitive; lacking discrimination
sprawling,adjective,ngổn ngang,"So you have the sprawl of LA, the sprawl of Mexico City.","Bạn có một đống ngổn ngang ở LA, một vùng lộn xộn ở Mexico City.",That sprawls
ethereal,adjective,Ête,The book of Ether,Sách Ê The,"Pertaining to the hypothetical upper, purer air, or to the higher regions beyond the earth or beyond the atmosphere; celestial; otherworldly; as, ethereal space; ethereal regions."
intersperse,verb,chen,"Geoffrey Smith says: “Gardening consists of long periods of routine toil interspersed with moments of such sublime beauty that all the digging, weeding, and downright anxiety are forgotten.”","Geoffrey Smith nói: “Công việc làm vườn gồm có những công việc cực nhọc thường ngày trong một thời gian dài, chen lẫn với những giây phút đẹp tuyệt vời khiến người ta quên đi tất cả những sự đào đất, nhổ cỏ dại và ngay cả những mối lo nghĩ nữa”.",To mix irregularly something with something else.
futile,adjective,vô ích,How is the absolute futility of idol worship described?,Việc thờ hình tượng là hoàn toàn vô ích như thế nào?,Incapable of producing results; useless; not successful; not worth attempting.
nonchalantly,adverb,,"Richard Serra says that so nonchalantly , you might have missed it.","Richard Serra nói điều đó một cách thật uể oải, có lẽ bạn đã bỏ qua nó.",In a nonchalant manner
allude,verb,ám chỉ,This ancient idiom alludes to the practice of cheating others when using dice.,Thành ngữ cổ xưa này ám chỉ việc dùng súc sắc để lừa bịp người khác.,(intransitive) To refer to something indirectly or by suggestion
benevolence,noun,lòng nhân từ,Since you're so benevolent I'll let you go this time.,Nể ngươi có lòng nhân từ Ta sẽ tha cho ngươi lần này,(uncountable) disposition to do good
ream,verb,ram giấy,"We also know that a pair is two, a baker's dozen is 13, a gross is 144, and a ream of paper is - anybody?","Chúng ta cũng biết rằng một cặp là hai cái, một tá của thợ làm bánh là 13, mười hai tá là 144, và một ram giấy là - ai biết không?","(UK dialectal, Northern England, Scottish) To cream; mantle; foam; froth."
at large,adverb,nói chung,"And, of course, societies at large are strengthened as families grow stronger.","Và dĩ nhiên, các xã hội nói chung được củng cố khi gia đình phát triển mạnh hơn.",(idiomatic) On the loose; roaming freely; not confined.
lapel,noun,ve áo,Or are you just going to pin a bloody tampon to his lapel ?,Hay em sẽ gắn một miếng băng vệ sinh dính đầy máu lên ve áo cậu ta?,"Each of the two triangular pieces of cloth on a suit which are folded back below the throat, leaving a triangular opening between."
sentiment,noun,tình cảm,"If you find her, forget all grandfatherly sentimentality .","Nếu ông tìm thấy cổ, hãy quên hết mọi tình cảm ủy mị ông cháu.","A general thought, feeling, or sense."
translucent,adjective,trong mờ,It doesn't get underneath the translucent,Nó không đi xuống các lớp da trong mờ,Allowing light to pass through but diffusing it.
relegate,adjective,bỏ riêng ra,"One year later, the club was again relegated .","Một năm sau đó, câu lạc bộ quay trở lại giải Ngoại hạng.","(obsolete except archaic, past participial) Relegated; exiled."
sanctuary,noun,nơi tôn nghiêm,Temples were built as a sanctuary for such ordinances as this.,Đền thờ được xây cất với tính cách là nơi tôn nghiêm dành cho những giáo lễ như vậy.,"A place of safety, refuge, or protection."
involuntary,adjective,không chủ tâm,My leaving was... involuntary .,Tôi không chủ tâm rời đi.,Without intention; unintentional.
thrive,verb,thịnh vượng,From its thriving textile industry came goat-hair cloth from which tents were made.,Kỹ nghệ dệt thịnh vượng ở đó sản xuất vải lông dê dùng làm lều.,"To grow or increase in bulk or stature; to grow vigorously or luxuriantly, to flourish."
necessitate,verb,cần phải có,Babies necessitate a lot of financial planning .,Trẻ nhỏ cần phải có nhiều kế hoạch về tài chính .,To require something to be brought about.
invoke,verb,cầu khẩn,"There the ancestors are invoked , and a drink offering is poured out to them.","Tại đó họ cầu khẩn tổ tiên, và dâng rượu cho ông bà.","(transitive) To call upon (a person, especially a god) for help, assistance or guidance."
clobber,verb,đánh bại hoàn toàn,It's clobbering time!,Tới giờ bay rồi!,"(Australian, UK, slang) An item of clothing or equipment."
philanthropist,noun,kẻ thương người,Spoken like a true philanthropist .,Nói chuyện cứ như một nhà hoạt động từ thiện thật sự vậy.,A person who loves mankind (the human race) in general.
dignitary,noun,chức sắc,It looks like we have some academic dignitaries in the audience.,Có vẻ như chúng ta có một số vị có chức sắc trong khán giả.,"an important or influential person, or one of high rank or position"
