word,part_of_speech,meaning,example,example_meaning,definition
drone,verb,nói giọng đều đều,Merely a drone .,Chỉ đơn thuần là những con ong .,"A male bee or wasp, which does not work but can fertilise the queen."
barge,noun,sà lan,We're gonna bring the barge right under you.,Chúng tôi sẽ mang sà lan đến cứu ngay.,A large flat-bottomed towed or self-propelled boat used mainly for river and canal transport of heavy goods or bulk cargo
mischief,noun,điều ác,He pinches his lips together as he carries out mischief .,Bặm môi lại thực hiện điều ác .,Harm or evil caused by an agent or brought about by a particular cause.
oblivious,adjective,quên,"We know that they are subject to temptation, but they seem oblivious to it.","Chúng ta biết rằng họ hay bị cám dỗ, nhưng dường như họ lãng quên điều đó.",(usually with to or of) Lacking awareness; unmindful.
catcall,verb,tiếng huýt sáo,The chairman there answering the catcalls of the Derby crowd.,Ngài chủ tịch đang đáp lại những tiếng huýt sáo từ đám đông CĐV.,"A shout or whistle expressing dislike, especially from a crowd or audience; a jeer, a boo."
sappy,adjective,bụ,Some sappy love story.,Một chuyện tình ngớ ngẩn nào đó.,"(US) Excessively sweet, emotional, nostalgic; cheesy; mushy. (British equivalent: soppy)"
ricochet,verb,bắn thia lia,Maybe it was ricochet .,Chắc là đạn nẩy đấy.,(military) A method of firing a projectile so that it skips along a surface.
slog,verb,đi ì ạch,He slogged it on foot.,Anh ta đã đến được đây.,"(chiefly UK and Canada) A long, tedious walk, or session of work."
uppity,adjective,trịch thượng,That's what you get for acting uppity .,Đó là điều bà nhận được vì hành động trịch thượng .,"Presumptuous, above oneself, self-important."
subpoena,verb,đòi,"Hey, I got the subpoenas .","Hey, tôi mang tới những cái trát đòi hầu tòa.",(law) A writ requiring someone to appear in court to give testimony.
agitator,noun,máy khuấy,He was agitated .,Anh ấy bị kích động .,"One who agitates; one who stirs up or excites others; as, political reformers and agitators."
gall,noun,mật,He pours out my gall on the earth.,Đổ mật tôi ra trên đất.,"(anatomy, obsolete, uncountable) Bile, especially that of an animal; the greenish, profoundly bitter-tasting fluid found in bile ducts and gall bladders, structures associated with the liver."
indict,verb,buộc tội,Probably some major federal indictment of somebody who majorly does not wanna get indicted .,Hầu như những bảng cáo trạng của cảnh sát liên bang của một ai đó bị buộc tội .,To accuse of wrongdoing; charge.
plead,verb,biện hộ,"All right, I say Chama goes to jail, pleads his case.","Được rồi, tôi nói Chama vô tù, biện hộ cho vụ án của hắn.","To beg, beseech, or implore."
obliged,adjective,bắt buộc,I could have obliged the Signoria and had you thrown out.,Ta có thể bắt buộc các lãnh địa và em đã ném ra ngoài.,Under an obligation to do something for someone.
conscience,noun,lương tâm,Guilt has compelled you to sacrifice your heart to your conscience .,Tội lỗi đã buộc anh hy sinh con tim mình cho lương tâm anh.,"The moral sense of right and wrong, chiefly as it affects one's own behaviour; inwit."
credentials,noun,giấy uỷ nhiệm,These are my credentials .,Giấy chứng nhận đây.,"Plural form of credential.: Documentary evidence of someone's right to credit or authority, especially such a document given to an ambassador by a country."
hostile,adjective,thù địch,I didn't realize hostile takeovers were filled with so much hostility .,Tôi đã không nhận ra việc thâu tóm công ty lại tràn ngập sự thù địch đến vậy.,"An enemy; esp., an American Indian in arms against the whites; -- commonly in the plural."
attorney,noun,luật sư,"He says if you don't represent him, he doesn't want any attorney .",Nó nói nếu con không đại diện nó thì nó cũng chẳng muốn luật sư nào khác nữa.,"(law) In the United States, a lawyer; one who advises or represents others in legal matters as a profession."
impartial,adjective,vô tư,"Others have written about them, though not always impartially .","Người khác đã viết về họ, thường không được vô tư .","Treating all parties, rivals, or disputants equally; not partial; not biased; fair."
bailiff,noun,quan khâm sai,You were a bailiff in Bing County,Ngươi là quan khâm sai ở Bình Châu,"(law) A legal officer to whom some degree of authority, care or jurisdiction is committed."
prospective,noun,tương lai,This race could determine which chick has the better prospects .,Cuộc đua này có thể xác định con chim nào sẽ có tương lai tốt hơn.,Likely or expected to happen or become.
recess,verb,ngách,"In the recesses of the cliff,","Trong ngóc ngách của vách đá,","(countable or uncountable) A break, pause or vacation."
foyer,noun,phòng chờ,Master Drumm is in the foyer .,Drumm Đại sư ở phòng chờ .,"A lobby, corridor, or waiting room, used in a hotel, theater, etc."
