Word,Lesson ID
plot,310
subplot,310
exposition,310
setting,310
context,310
scenery,310
prop,310
prologue,310
introduction,310
action,310
rising action,310
conflict,310
climax,310
falling action,310
resolution,310
denouement,310
conclusion,310
epilogue,310
character,310
protagonist,310
antagonist,310
foil,310
dialogue,310
monologue,310
soliloquy,310
rhetorical device,311
figure of speech,311
trope,311
literal,311
figurative,311
rhetorical,311
allegorical,311
sensory,311
imagery,311
alliteration,311
simile,311
metaphor,311
symbolism,311
repetition,311
rhetorical question,311
onomatopoeia,311
personification,311
irony,311
dramatic irony,311
situational irony,311
analogy,311
idiom,311
hyperbole,311
antithesis,311
understatement,311
sprawl,312
companionable,312
encyclopedia,312
grim,312
indignation,312
interject,312
somber,312
stoop,312
muse,312
buffer,312
rotund,312
facade,312
curlicue,312
regal,312
disposition,312
frivolous,312
turret,312
humble,312
brainstorm,312
eclectic,312
nimble,312
apt,312
gale,312
rummage,312
static,312
notorious,312
paisley,312
amble,312
bleak,312
sanction,312
foyer,312
stout,312
etude,312
disheveled,312
flourish,312
rendition,312
torrent,312
devoid,312
bustle,312
melancholy,312
clamber,313
meringue,313
forefront,313
synchronicity,313
tread,313
unrestrained,313
gospel,313
scoff,313
communal,313
crafty,313
obnoxious,313
doom,313
finesse,313
fend,313
periodical,313
plait,313
woeful,313
wrangle,313
croissant,313
borough,313
renowned,313
furrow,313
centrifuge,313
surreptitiously,313
cherub,313
artful,313
expletive,313
slink,313
beckon,313
depiction,313
gouge,313
constrict,313
poise,313
barrage,313
suppressed,313
gingerly,313
coherent,313
prospect,313
immaculate,313
sprig,313
reverent,314
abominable,314
appalled,314
impeccable,314
reverie,314
conscience,314
woe,314
heed,314
stealthily,314
smug,314
plume,314
belligerently,314
entreat,314
corsage,314
boutonniere,314
unabashed,314
prospective,314
monotone,314
flit,314
dejected,314
splay,314
coerce,314
indifferent,314
arbor,314
relent,314
dearth,314
bough,314
ethereal,314
menorah,314
rapturous,314
bedraggled,314
engrossed,314
pry,314
obstinate,314
canvass,314
indefinitely,314
plight,314
fictitious,314
confidential,314
convene,314
reluctantly,315
wheedle,315
gloat,315
wispy,315
telltale,315
dumbfounded,315
strut,315
delegate,315
jaunty,315
sustenance,315
sheepish,315
diversify,315
duress,315
prim,315
noble,315
imposing,315
wring,315
frazzle,315
swathe,315
stationery,315
haiku,315
prong,315
translucent,315
conductor,315
