Word,Lesson ID
austere,619
acerbic,619
attenuate,619
condone,619
contrite,619
dilatory,619
desultory,619
eclectic,619
extemporaneous,619
fortuitous,619
frugality,619
guile,619
inimitable,619
magnanimous,619
mercurial,619
obviate,619
prevaricate,619
placate,619
prudence,619
propitiate,619
scrupulous,619
succinct,619
sanguine,619
torpor,619
voluble,619
adulterate,620
amalgamate,620
ameliorate,620
convoluted,620
circumspect,620
dissonance,620
discern,620
deride,620
equivocate,620
exacerbate,620
gregarious,620
inundate,620
impugn,620
lethargic,620
loquacious,620
lucid,620
perspicacious,620
philanthropic,620
perfidious,620
pedantic,620
pellucid,620
reticent,620
rhetoric,620
untenable,620
urbane,620
marrow,621
bureau,621
pry,621
bound,621
streak,621
haunch,621
lope,621
heedless,621
pelt,621
prone,621
intently,621
surreptitiously,621
fringe,621
yearn,621
bay,621
splay,621
unfurl,621
rake,621
phoenix,621
recede,621
brittle,621
painstaking,621
rustle,621
carrion,621
instinctive,621
loom,621
cache,621
culvert,621
remnant,621
emblazon,621
vixen,622
submission,622
crude,622
bristle,622
gangly,622
wean,622
foliage,622
punctuate,622
poised,622
meek,622
subdued,622
morsel,622
sparse,622
protrude,622
venture,622
lob,622
piteous,622
sapling,622
gnarled,622
shingle,622
graze,622
fawn,622
clamber,622
undergrowth,622
caravan,622
gait,622
deliberate,622
taut,622
colony,622
comportment,622
larder,622
feign,622
indifference,622
skittish,622
dominant,622
strew,623
clutch,623
scythe,623
probe,623
draft,623
chide,623
hypothermia,623
gable,623
convulsion,623
poultice,623
warily,623
tawny,623
defiant,623
slink,623
conjure,623
tender,623
grim,623
convey,623
bough,623
consequential,623
sear,623
exertion,623
scrawl,623
skillet,623
curt,623
flank,623
mantel,623
apparently,623
scour,623
rancid,623
gristly,623
reel,623
tentatively,623
muster,623
fleck,623
torturous,624
lurch,624
calico,624
gritty,624
sprawl,624
loathe,624
underlying,624
divine,624
seam,624
staccato,624
headlong,624
superficial,624
ail,624
discord,624
attune,624
falter,624
knead,624
reedy,624
cant,624
redolent,624
chafe,624
marionette,624
salve,624
dowel,624
niche,624
apparatus,624
gorge,624
teeming,624
toil,624
