word,part_of_speech,meaning,example,example_meaning,definition
compulsory,adjective,bắt buộc,It's compulsory .,Bắt buộc đó.,Required; obligatory; mandatory
divisive,adjective,gây chia rẽ,15 Satan uses personal differences as a trap to cause divisions among Jehovah’s people.,15 Sa-tan dùng những mối bất đồng làm cạm bẫy để gây chia rẽ dân Đức Chúa Trời.,Having a quality that divides or separates
unprovoked,adjective,không bị khiêu khích,President Lyndon Johnson responded with a reprisal to what he felt at the time to be two unprovoked attacks on American seapower and ordered retaliatory air strikes on selected North Vietnamese motor torpedo boat bases.,"Tổng thống Lyndon Johnson đã phản ứng lại cái mà vào lúc đó ông cho là hai cuộc tấn công không bị khiêu khích trước vào lực lượng hải quân Mỹ, và đã ra lệnh tiến hành các cuộc không kích trả đũa vào các căn cứ tàu phóng lôi Bắc Việt Nam.",happening without provocation or motivation
sortie,noun,chuyến bay,"Marine pilots accumulated 1,054 flight hours and flew 682 sorties throughout Operation Frequent Wind.",Các phi công đã bay tổng cộng 1.054 giờ và 682 chuyến bay trong suốt chiến dịch.,"(military) An offensive military mission. Used originally to mean an attack from a fortress, but most commonly used today to describe a single mission by a military aircraft."
toll,verb,rung,"Whether it is the scandalous affairs that have rocked royalty, politicians, film stars, and religious leaders or the betrayal and tears in our own families, marital unfaithfulness continues to take a tragic toll .","Dù đó là những vụ ngoại tình nhơ nhuốc làm rung chuyển các giới hoàng gia, chính trị gia, minh tinh màn ảnh và lãnh đạo tôn giáo, hoặc đó là sự bội bạc và nước mắt tuôn rơi trong chính gia đình chúng ta, thì sự không chung thủy trong hôn nhân vẫn tiếp tục gây nên đau đớn thảm thương.",(transitive) To impose a fee for the use of.
backpedal,verb,backpedal,"So, no amount of backpedaling or intentional behavior or political behavior is going to keep these technology changes from connecting us together, because the basic motive that people have -- to be creative and entrepreneurial -- is going to drive energy into these virtual worlds in the same way that it has with the Web.","Không có hành động quay lại cố ý hoặc hành vi chính trị nào khiến công nghệ này thay đổi từ việc kết nối chúng ta, vì mục đích cơ bản là con người -- phải sáng tạo và có tính kinh doanh -- sẽ mang năng lượng tới thế giới ảo theo cách xảy ra với web.",To pedal backwards on a bicycle.
stockade,verb,trại giam,Take him to the stockades .,Đứa hắn tới trại giam .,an enclosure protected by a wall of wooden posts
unremitting,adjective,liên tục,"Right now, America is in an unremitting state of trauma.","Ngay bây giờ, nước Mỹ đang ở trong tình trạng chấn thương liên tục .",incessant; never slackening
paddy,adjective,ruộng lúa,"Areas that were once home to rice paddies , roads, trees, and villages are now swamped.","Ruộng lúa , đường sá, cây cối và làng mạc đều bị ngập.","Rice, before it is milled"
downplay,verb,downplay,"Don't downplay this, House.","Đừng xem nhẹ việc này, House.",(transitive) To de-emphasize; to present or portray as less important or consequential.
wreak,verb,trút,In my dreams I fantasize of wreaking vengeance on you guys.,Trong những giấc mơ mà tôi tưởng tượng về việc trút những cuộc báo thù thật dữ dội lên đầu các người.,"(transitive) To cause, inflict or let out, especially if causing harm or injury."
debilitating,adjective,làm suy nhược,Rosa suffers from debilitating diabetes and other ailments.,"Rosa mắc bệnh tiểu đường làm suy nhược , và các căn bệnh khác.",Causing a loss of energy or strength.
visceral,adjective,phủ tạng,It's all about the visceral experience.,Đó cũng chỉ là về những trải nghiệm bản năng,(anatomy) Of or relating to the viscera—internal organs of the body; splanchnic.
marksman,noun,thiện xạ,"He's armed, and he's an excellent marksman .","Cậu ta có vũ khí, và cậu ta là một tay thiện xạ xuất chúng.",A man skilled in shooting (a gun) at a target.
disillusioned,adjective,vỡ mộng,They are disillusioned by “the broken campaign promises of a thousand politicians.”,Họ vỡ mộng về “những sự thất hứa của rất nhiều nhà chính trị”.,The state of having lost one's illusions.
conceive,verb,thụ thai,The godly man Joseph was engaged to Mary at the time she conceived .,Người tin kính là Giô-sép đã đính hôn với Ma-ri rồi khi nàng thụ thai .,(transitive) To develop an idea.
galvanize,verb,mạ điện,"The galvanic cell and the process of galvanization were both named for Luigi Galvani, and his discoveries paved the way for electrical batteries, galvanization , and cathodic protection.","Tế bào mạ và quá trình mạ đều được đặt tên theo Luigi Galvani và những phát hiện này đã mở đường cho pin điện , mạ điện và chống ăn mòn điện.","(transitive, chiefly North America, chemistry) To coat with a thin layer of metal by electrochemical means; to electroplate."
tawdry,adjective,lòe loẹt,"I don't think you'd want anything that tawdry , do you?","Tôi nghĩ là cô không muốn những thứ lòe loẹt quá, phải không?",Cheap and gaudy; showy.
debrief,verb,phỏng vấn,I'll be handling your debriefing .,Tôi sẽ đảm nhận việc phỏng vấn anh.,(transitive) To question someone after a military mission in order to obtain intelligence.
waggish,adjective,nói đùa,,,"witty, jocular, like a wag"
salient,adjective,nổi bật,The salient point is that it was the first thing the unsub wasn't good at.,Điểm nổi bật là nó là điều đầu tiên hung thủ không giỏi.,Worthy of note; pertinent or relevant.
renegade,noun,kẻ phản bội,(Revelation 1:10) The archangel Michael hurls the renegade Satan from heaven down to the earth.,(Khải-huyền 1:10). Thiên sứ trưởng Mi-chen quăng kẻ phản bội Sa-tan từ trên trời xuống đất.,An outlaw or rebel.
fief,noun,thái ấp,"In the Edo period, the fiefs became known as han.","Trong thời kỳ Edo, các thái ấp được gọi là han - phiên.",An estate held of a superior on condition of military service.
platitude,noun,lời nói nhàm,"Spare me the platitudes , Niklaus.","Bớt nói thừa đi, Niklaus.",An often-quoted saying that is supposed to be meaningful but has become unoriginal or hackneyed through overuse; a cliché.
incisive,adjective,nhọn,These incisions have been made with precision.,Những vết rạch này rất chính xác.,(of an action) Quick and direct.
cozen,verb,lừa dối,,,"(archaic) To cheat; to defraud; to beguile; to deceive, usually by small arts, or in a pitiful way."
