word,part_of_speech,meaning,example,example_meaning,definition
derby,noun,derby,"They also entered the EFL Cup, but were eliminated after losing, on penalties, to Derby County in the third round.","Câu lạc bộ cũng đã tham gia Cúp EFL, nhưng đã bị loại sau khi thua trước Derby County ở vòng ba.",Any of several annual horseraces.
force,verb,ép,Sami forced Layla to be a drug mule.,Sami ép Layla làm đồng phạm buôn thuốc cấm.,(countable) Anything that is able to make a big change in a person or thing.
limerick,noun,limerick,only in dirty limericks .,Phim khiêu dâm rẻ tiền à?,"A humorous, often bawdy verse of five anapestic lines, with the rhyme scheme aabba, and typically has a 9-9-6-6-9 cadence."
maternal,adjective,bên ngoại,My personal “chains of the generations” are quite different on my maternal and paternal ancestral lines.,“Các chuỗi mắt xích các thế hệ” của cá nhân tôi thì khá khác biệt giữa dòng họ bên ngoại và bên nội của tôi.,"Of or pertaining to a mother; having the characteristics of a mother, motherly."
memorial,adjective,đài kỷ niệm,They had the honour of being the first to place flowers at the memorial .,Họ là những người đầu tiên đặt một bó hoa trước đài kỷ niệm .,"A structure, such as a monument, intended to celebrate the memory of a person or event"
osteoporosis,noun,chứng loãng xương,Does osteoporosis only affect the elderly ?,Có phải chứng loãng xương chỉ ảnh hưởng đến người già ?,"(pathology) A disease, occurring especially in women following menopause, in which the bones become extremely porous and are subject to fracture."
alphabet,noun,bảng chữ cái,"In the case of binary alphabets , only trivial MDS codes exist.","Trong trường hợp bảng chữ cái nhị phân, chỉ có các mã MDS tầm thường.",The set of letters used when writing in a language.
bribe,verb,hối lộ,I'll tell them about the bribes .,Tôi sẽ cho họ biết chuyện hối lộ .,Something (usually money) given in exchange for influence or as an inducement to dishonesty.
gag order,noun,lệnh cấm nói,This is a gag order .,Đây là lệnh nhận tù .,(law) An order issued by a court prohibiting specified persons from discussing a case outside limitations set by the court.
mollusk,noun,động vật thân mềm,There are about 889 species of birds and 310 species of land mollusks .,Có khoảng 889 loài chim và 310 loài động vật thân mềm sống trên đất.,(US) Alternative spelling of mollusc.
orangutan,noun,con đười ươi,"There was a very sick orangutan baby, my first encounter.","Đó là một con đười ươi con vô cùng ốm yếu, đó là lần đầu tôi gặp nó.","An arboreal anthropoid ape genus Pongo consisting of two species, Pongo pygmaeus of Borneo and Pongo abelii of Sumatra, having a shaggy reddish-brown coat, very long arms, and no tail."
aurora,noun,cực quang,"A hundred miles above the earth, the Aurora lights up the sky.","Một trăm dặm phía trên trái đất, những vầng cực quang tỏa sáng trên bầu trời.","An atmospheric phenomenon created by charged particles from the sun striking the upper atmosphere, creating coloured lights in the sky. It is usually named australis or borealis based on whether it is in the southern or northern hemispheres respectively."
cursive,adjective,viết thảo,"Japanese writing had long depended on Chinese ideograms (kanji), but these were now supplemented by kana, two types of phonetic Japanese script: katakana, a mnemonic device using parts of Chinese ideograms; and hiragana, a cursive form of kanji writing and an art form in itself.","Văn bản tiếng Nhật từ lâu đã phụ thuộc vào chữ tượng hình của Trung Quốc (kanji), nhưng bây giờ chúng được bổ sung bởi kana, hai kiểu chữ thư pháp tiếng Nhật: katakana, một phương thức ghi nhớ sử dụng các phần chữ tượng hình của Trung Quốc; và hiragana, một dạng chữ kanji viết thảo và bản thân là một hình thức nghệ thuật.",Having successive letters joined together.
equine,noun,ngựa,"For example, if you give your creature four equine legs, you can logically expect it to gallop around like a horse.""","Ví dụ nếu sinh có 4 chân bạn có thể hình dung chúng có thể di chuyển chạy lòng vòng như một con ngựa ."".",Of or relating to any member or members of the genus Equus.
fossil fuel,noun,nhiên liệu hóa thạch,People who sell us fossil fuels .,Những người bán nhiên liệu hóa thạch cho chúng ta.,"any fuel derived from hydrocarbon deposits such as coal, petroleum, natural gas and, to some extent, peat; these fuels are irreplaceable, and their burning generates the greenhouse gas carbon dioxide"
gesture,verb,động tác,They make the same gesture over and over.,Họ cứ lập đi lập lại cùng một động tác như vậy không ngơi nghỉ.,"A motion of the limbs or body, especially one made to emphasize speech."
monster,adjective,quái,"But the problem is, sometimes the monster is there.","Nhưng vấn đề là, quái vật đôi khi lại ở đấy.","A terrifying and dangerous, wild or fictional creature."
myopia,noun,cận thị,I think they call it progressive myopia .,Chắc đó là cái mà người ta gọi là bệnh cận thị cấp.,(pathology) A disorder of the vision where distant objects appear blurred because the eye focuses their images in front of the retina instead of on it.
poodle,noun,chó xù,You must've seen her walking down the street with her fat poodle .,Chắc anh chưa từng thấy cổ đi dạo phố với con chó xù mập ú.,"Any of various breeds of dog originating in Europe as hunting dogs, and having heavy, curly fur in a solid color; their shoulder height indicates their classification as standard, miniature, or toy."
separatist,adjective,ly khai,"""Ukrainian Aircraft 'Shot Down By Separatists '"".",Truy cập ngày 14 tháng 6 năm 2014. ^ a ă “Ukrainian Aircraft 'Shot Down By Separatists'”.,Someone who advocates separation from the established Church; a member of any of various sects or schismatics.
smuggle,verb,buôn lậu,Lukis and Van Coon were part of a smuggling operation.,Lukis và Van Coon là phần tử của một tổ chức buôn lậu quốc tế.,"(transitive or intransitive) To import or export, illicitly or by stealth, without paying lawful customs charges or duties"
astronaut,noun,nhà du hành vũ trụ,"1921) July 21 Alan Shepard, American astronaut (b.","1944) 21 tháng 7: Alan Shepard, nhà du hành vũ trụ Mỹ (s.","A member of the crew of a spaceship or other spacecraft that travels beyond Earth's atmosphere, or someone trained to serve that purpose"
bankruptcy,noun,sự phá sản,"After Xamax's bankruptcy in December 2011, Tréand signed for FC Sion.","Sau sự phá sản của Xamax vào tháng 12 năm 2011, Tréand ký hợp đồng cho FC Sion.",A legally declared or recognized condition of insolvency of a person or organization.
comet,noun,sao chổi,We navigated by looking at landmarks on the comet .,Chúng tôi đã bay ngang để thấy những điểm mốc trên sao chổi đó.,"(astronomy) A celestial body consisting mainly of ice, dust and gas in an (usually very eccentric) orbit around the Sun and having a ""tail"" of matter blown back from it by the solar wind as it approaches the Sun."
glacier,noun,sông băng,"Three times in the past 100,000 years, glaciers have scraped New York clean.","Trong 100 ngàn năm qua, các dòng sông băng đã ba lần quét sạch New York.","A large body of ice which flows under its own mass, usually downhill."
mispronounce,verb,phát âm sai,"She sometimes mispronounces words, often leaving out certain consonants.","Đôi khi cô phát âm sai từ, thường bỏ đi những phụ âm nhất định.","(transitive) To pronounce (a word, phrase, etc.) incorrectly."
musical,adjective,du dương,It Sounded Like Beautiful Music,Như một bản nhạc du dương,Of or relating to music.
swarm,noun,đàn,"Only in a flamingo can the tapeworm reproduce, so to get there, it manipulates its shrimp hosts into forming these conspicuous colored swarms that are easier for a flamingo to spot and to devour, and that is the secret of the Artemia swarm .","Sán dây chỉ có thể sinh sản trên hồng hạc, để tới đó, chúng điều khiển những con tôm tập hợp thành những đám màu mà con hồng hạc có thể dễ dàng phát hiện và xơi tái, đó là bí mật của đàn tôm Artemia.","A large number of insects, especially when in motion or (for bees) migrating to a new colony."
unionize,verb,thành công đoàn,1992: Maastricht Treaty creates the European Union .,1992: Hiệp ước Maastricht chính thức thành lập Liên minh châu Âu.,To organize workers into a union.
athlete,noun,lực sĩ,"You got a five, you're clumsy as hell, but a 15 means you're an athlete .","Cô có 5 điểm, cô vụng về như quỷ, nhưng 15 điểm tức là cô là 1 lực sĩ .","A participant in a group of sporting activities which includes track and field, road running, cross country running and racewalking."
boulevard,noun,đại lộ,That was my street address on Steinway Boulevard in Astoria when I was a kid.,Đó là địa chỉ trên đường của tôi tại Đại lộ Steinway ở Astoria khi tôi còn nhỏ.,"A broad, well-paved and landscaped thoroughfare."
landslide,noun,sự lở đất,The National coalition won an overwhelming landslide and the Labour Party was reduced to a rump of around 50 seats in the House of Commons.,Liên minh quốc gia đã giành được sự lở đất tràn ngập và Đảng Lao động đã giảm xuống khoảng 50 ghế trong Hạ viện.,"A natural disaster that involves the breakup and downhill flow of rock, mud, water and anything caught in the path."
libertarian,adjective,tự do chủ nghĩa,Apparently libertarians do not like paying taxes.,"Rõ ràng, người tự do chủ nghĩa không thích đóng thuế.","One who advocates liberty either generally or on a specific issue, e.g. ""civil libertarian"" (in favour of civil liberties)."
luxury,noun,sự xa xỉ,My quest affords me no such luxury .,Nhiệm vụ của tôi không có chỗ cho sự xa xỉ đó.,very wealthy and comfortable surroundings.
mangrove,noun,cây đước,London was full of mangroves .,London mọc đầy cây đước .,Any of various tropical evergreen trees or shrubs that grow in shallow coastal water.
saint,verb,vị thánh,You think he's a saint because of the way he looks.,Cô nghĩ hắn là một vị thánh vì cái vẻ ngoài của hắn.,"A person to whom a church or another religious group has officially attributed the title of ""saint""."
synchronous,adjective,đồng bộ,They are used for recognizing and synchronizing entertainment assets.,Các mã này dùng để nhận dạng và đồng bộ hóa nội dung giải trí.,"At the same time, at the same frequency."
enfranchise,verb,ban quyền,"The 1881 reforms brought significant changes: they eliminated the two-stage electoral system, introduced direct and facultative voting, and allowed the votes of former slaves and enfranchised non-Catholics.","Các cải cách vào năm 1881 dẫn đến thay đổi đáng kể: chúng loại bỏ hệ thống bầu cử hai giai đoạn, thi hành bầu cử trực tiếp và không cưỡng chế, và cho phép các cựu nô lệ bỏ phiếu và ban quyền bầu cử cho những người phi Công giáo.",To grant the franchise to an entity. Generally meaning to grant the privilege of voting to a person.
