word,part_of_speech,meaning,example,example_meaning,definition
emulous,adjective,có ý thức thi đua,Mouse Emulation,Mô phỏng chuột,ambitious or competitive
stoicism,noun,chủ nghĩa khắc kỷ,And it is ... stoicism .,Và đó là ... chủ nghĩa khắc kỷ .,"School of philosophy during the Roman Empire that emphasized reason as a means of understanding the natural state of things, or logos, and as a means of freeing oneself from emotional distress."
corduroy,verb,quần nhung kẻ,"Well, maybe corduroy .",Có lẽ là quần nhung .,"A heavy fabric, usually made of cotton, with vertical ribs."
gab,verb,bẻm mép,No time to gab .,Không còn thời gian nữa .,mouth as gob
inherit,verb,thừa kế,Inheritance of traits for humans are based upon Gregor Mendel's model of inheritance .,Sự thừa kế những đặc điểm cho con người được dựa trên mô hình thừa kế Gregor Mendel.,(transitive) To take possession of as a right(especially in Biblical translations).
geography,noun,địa lý học,"A report from the Institute of Geography in Bern, Switzerland, says: “All the major rivers in the world have their headwaters in mountains.","Một báo cáo của Viện Địa Lý Học tại Bern, Thụy Sĩ, ghi nhận: “Tất cả các sông ngòi lớn trên thế giới có nguồn nước trên núi.",The study of the physical structure and inhabitants of the Earth.
resemblance,noun,sự giống nhau,He was struck by the resemblance between Lahirī and Mahavatar Babaji.,Ông rất ngạc nhiên khi thấy có một sự giống nhau giữa Lahiri Mahasaya và Mahavatar Babaji.,The quality or state of resembling; likeness; similitude; similarity.
slouch,verb,đi vai thõng xuống,""" Don't slouch . """,Đừng rũ xuống !,A hanging down of the head; a drooping posture; a limp appearance
depression,noun,sự chán nản,"Hopelessness, Guilt and Depression","Sự tuyệt-vọng, mặc-cảm tội-lỗi và sự chán - nản tinh-thần",(geography) an area that is lower in topography than its surroundings
inspiring,adjective,gây cảm hứng,Your optimism is inspiring .,Sự lạc quan của anh rất gây cảm hứng .,Providing inspiration; encouraging; stimulating.
congregation,noun,giáo đoàn,Brown was the new Congregational minister who had just come to town.,Giáo sĩ Brown là mục sư thuộc Giáo Đoàn mới chỉ vừa tới thị trấn.,"A gathering of faithful in a Christian church, Jewish synagogue, mosque or other place of worship. It can also refer to the people who are present at a devotional service in the building, particularly in contrast to the pastor, minister, imam, rabbi etc. and/or choir, who may be seated apart from the general congregation or lead the service (notably in responsary form)."
suede,adjective,da lộn,"Over here, we have pink suede , which is nice.","Còn đây là da lộn màu hồng, khá là đẹp.","A type of soft leather, made from calfskin, with a brushed texture to resemble fabric, often used to make boots, clothing and fashion accessories."
crave,verb,khao khát,The warmth I experienced among Jehovah’s Witnesses was exactly what I craved .,Tình cảm nồng ấm của Nhân Chứng Giê-hô-va là điều tôi thật sự khao khát .,"(transitive) To want strongly as to satisfy an appetite. To long for, to yearn."
anxiety,noun,mối lo,One factor is “the anxiety of this system of things.”,Yếu tố thứ nhất là “những mối lo lắng trong đời”.,An unpleasant state of mental uneasiness or concern about some uncertain event.
sensitivity,noun,tính nhạy cảm,I was attracted by her sensitivity and sense of justice.,Tôi bị thu hút bởi tính nhạy cảm và ý thức về sự công chính của chị.,(statistics) The proportion of individuals in a population that will be correctly identified in a binary classification test.
frustration,noun,sự làm hỏng,As a result of affective frustration you developed towards your daughter an exaggerated and obsessive sense of responsibility.,Như là một kết quả của sự làm hỏng tình cảm của ông dành cho con gái một sự lo lắng quá mức về trách nhiệm ám ảnh ông.,"The act of frustrating, or the state, or an instance of being frustrated"
deliberate,adjective,cố ý,"Punishment for deliberate sins (30, 31)","Hình phạt cho tội cố ý phạm (30, 31)",Done on purpose; intentional.
tame,adjective,thuần,(Genesis 1:28) And all kinds of creatures have been tamed .,Và đủ loại thú vật đã được thuần hóa.,Not or no longer wild; domesticated
yarmulke,noun,yarmulke,I crocheted it out of two yarmulkes .,Mình làm ra nó từ 2 cái yarmulkes đấy .,A skullcap worn by religious Jewish males (especially during prayer).
mystical,adjective,thần bí,"I call them "" the mystic "" and "" the warrior. ""","Tôi gọi chúng là "" người thần bí "" và "" chiến binh """,Relating to mystics or mysticism.
collateral,adjective,phụ thêm,"Yes. "" collateral materials On sex crimes. ""","Có. "" Tư liệu phụ thêm trong tội phạm tình dục. ""","parallel, along the same vein, side by side."
antsy,adjective,antsy,I'm antsy and drink like a whore!,Chỉ là một mụ điên nát rượu sao?,"restless, apprehensive and fidgety"
arrogant,adjective,kiêu ngạo,He is arrogant and always looks down upon others.,Anh ta kiêu ngạo và luôn coi thường người khác.,Having excessive pride in oneself.
flashy,adjective,loè loẹt,"""Titanic is not a film that is sucking people in with flashy hype and spitting them out onto the street feeling let down and ripped off,"" he stated.","""Titanic không phải là loại phim nhấn chìm người xem trong sự cường điệu loè loẹt và cuối cùng đuổi họ ra đường trong sự thất vọng và khiến họ có cảm giác như mình vừa bị lừa,"" ông nói.","Showy; visually impressive, attention-getting, or appealing."
illumination,noun,sự chiếu sáng,News of the preliminary peace was greeted in Britain with illuminations and fireworks.,Tin tức về hòa bình sơ bộ đã được chào đón ở Anh với sự chiếu sáng và pháo hoa.,"The act of illuminating, or supplying with light; the state of being illuminated."
dictate,verb,ra lệnh,You are never to dictate what I can and cannot do.,Cậu không bao giờ được phép ra lệnh tôi có thể hay không thể làm gì.,An order or command.
groggy,adjective,chệnh choạng,"Baba was awake then, groggy and tired, but awake.","Baba tỉnh dậy, chệnh choạng và mệt mỏi, nhưng đã tỉnh dậy.","Slowed or weakened, as by drink, sleepiness, etc."
