word,part_of_speech,meaning,example,example_meaning,definition
confirm,verb,xác nhận,Capitol Police are confirming to CNN that the suspected bomber is,Cảnh sát điện Capitol đang xác nhận với CNN rằng kẻ đánh bom bị tình nghi là,To strengthen; to make firm.
stress,verb,nhấn mạnh,"Refer to picture 62, and read John 3:16, stressing the need for obedience.","Nói đến hình số 62, và đọc Giăng 3:16, nhấn mạnh là cần phải tỏ ra vâng lời.","(countable, physics) The internal distribution of force per unit area (pressure) within a body reacting to applied forces which causes strain or deformation and is typically symbolised by σ"
tense,adjective,căng,"You're tense , you're keyed up.","Anh căng thẳng, anh bị kích động",(grammar) Any of the forms of a verb which distinguish when an action or state of being occurs or exists.
flexible,adjective,dẻo,"This method uses a thin , flexible tube called a catheter .","Phương pháp này sử dụng một ống mỏng , mềm dẻo gọi là ống thông .","Capable of being flexed or bent without breaking; able to be turned, bowed, or twisted, without breaking; pliable; not stiff or brittle."
maintain,verb,duy trì,They were the first dredgers in the Netherlands to maintain the harbour at Velsen.,Họ là những người nạo vét đầu tiên ở Hà Lan để duy trì bến cảng ở Velsen.,"(obsolete, transitive) To support (someone), to back up or assist (someone) in an action. [14th-19th c.]"
balmy,adjective,dịu,"At the beginning of the Eocene, the high temperatures and warm oceans created a moist, balmy environment, with forests spreading throughout the Earth from pole to pole.","Vào đầu thế Eocen, nhiệt độ cao và đại dương nóng ấm tạo ra môi trường ẩm và dịu , với các khu rừng trải rộng tới hai cực của Trái Đất.",Producing balm.
dispute,verb,tranh luận,There is no significant scientific dispute about that.,Không có một cuộc tranh luận khoa học đáng kể nào về việc đó.,Contest; struggle; quarrel.
inappropriate,adjective,không thích hợp,Strongly entrenched reasonings and inappropriate personality traits may have to be uprooted.,Những lý luận mọc rễ từ lâu và những cá tính không thích hợp phải bị loại trừ.,"Not appropriate; not suitable for the situation, time, and/or place."
animosity,noun,hận thù,And I think that most alarming of all of it is seeing this rising animosity on both sides.,Và tôi nghĩ rằng điều đáng báo động nhất là sự gia tăng hận thù giữa hai phe.,Violent hatred leading to active opposition; active enmity; energetic dislike.
suppression,noun,sự đàn áp,"Representative Martin Dies, chairman of the committee, demanded the suppression of the American Communist Party.","Người đại diện Martin Dies, chủ tịch uỷ ban, đã yêu cầu sự đàn áp Đảng Cộng sản.",The act or instance of suppressing.
revulsion,noun,sự ghê tởm,"Siwiec planned his self-immolation months in advance, writing out a last will in April, and leaving written and tape-recorded statements explaining his revulsion at both the Warsaw Pact invasion of Czechoslovakia and the People's Republic of Poland's participation in it.","Siwiec đã lên kế hoạch tự thiêu của mình trước, để lại tuyên bố bằng chữ viết và băng ghi âm giải thích sự ghê tởm của mình đối với cả cuộc xâm lược Tiệp Khắc của Khối Hiệp ước Warsaw và đối với sự tham gia của chính quyền cộng sản Ba Lan vào việc này.",A sudden violent feeling of disgust.
misgiving,noun,mối nghi ngại,"Despite her misgivings , Marilyn kissed James and Jimmy good-bye and left for a job overseas.","Bất kể những mối nghi ngại , chị Mai hôn từ biệt anh Dũng và Minh rồi lên đường ra nước ngoài làm việc.","doubt, apprehension, a feeling of dread"
legion,adjective,quân đoàn,You commanded legions ?,Anh từng chỉ huy nhiều quân đoàn ?,Numerous; vast; very great in number; multitudinous.
extradition,noun,dẫn độ,He was extradited to face criminal charges in Peru in September 2007.,Ông bị dẫn độ về tội hình sự ở Peru vào tháng 9 năm 2007.,"a formal process by which a criminal suspect held by one government is handed over to another government for trial or, if the suspect has already been tried and found guilty, to serve his or her sentence"
extort,verb,tống,We've had problems in the past with third parties attempting to extort or bribe employees for similar packages.,Chúng ta đã từng gặp vấn đề này khi các bên thứ ba cố gắng tống tiền hoặc mua chuộc các nhân viên để có các dữ liệu tương tự.,"(transitive) To wrest from an unwilling person by physical force, menace, duress, torture, or any undue or illegal exercise of power or ingenuity; to wrench away (from); to tear away; to wring (from); to exact; as, to extort contributions from the vanquished; to extort confessions of guilt; to extort a promise; to extort payment of a debt."
sedation,noun,an thần,Sedated her.,Làm bất tỉnh thôi.,"The act of sedating, especially by use of sedatives."
edict,noun,sắc lệnh,And not from the power of an edict down.,Và không phải là khi ra đời một sắc lệnh .,a proclamation of law or other authoritative command
marshal,noun,nguyên soái,The district was created during the premiership of Field Marshal Plaek Phibunsongkhram.,Huyện được lập trong thời kỳ cầm quyền của nguyên soái Plaek Phibunsongkhram.,"A high-ranking officer in the household of a medieval prince or lord, who was originally in charge of the cavalry and later the military forces in general."
cacophonous,adjective,không hoà hợp,It is a cacophonous movement.,Phong trào rất náo nhiệt .,"Containing, consisting of or producing harsh, unpleasant or discordant sounds"
circuitous,adjective,vòng quanh,"By 1958 we had over 700 Witnesses, 20 congregations, and three circuits in Guatemala.","Năm 1958 chúng tôi có hơn 700 Nhân Chứng, 20 hội thánh và ba vòng quanh ở Guatemala.",Not direct or to the point.
oversight,noun,sự giám sát,Religious groups in Vietnam can only operate under government oversight .,Các nhóm tôn giáo ở Việt Nam chỉ được hoạt động dưới sự giám sát của chính quyền.,"An omission; something that is left out, missed or forgotten."
resin,noun,nhựa,"As the wood decays, it secretes fragrant oil and resin .",Khi gỗ bị mục thì dầu và nhựa thơm chảy ra.,"A viscous hydrocarbon secretion of many plants, particularly coniferous trees."
denomination,noun,loại,"In addition to these currencies, the Japanese military issued their own bank notes, denominated in yen - this is the Japanese military yen.","Ngoài những loại tiền tệ này, quân đội Nhật Bản đã phát hành tiền giấy của chính họ, bằng đồng yên - đây là đồng yên của quân đội Nhật Bản.",(uncountable) The act of naming or designating.
wharf,noun,bến tàu,"Officer down, nicholls wharf .","Sĩ quan bị hạ, đường bến tàu Nicholls.","A man-made landing place jutting out to sea or by a river; mole, pier, or quay"
loft,adjective,gác xép,Found it at your loft .,Tìm thấy nó trong gác xép của cậu.,"(obsolete, except in derivatives) air, the air; the sky, the heavens."
debase,verb,hạ giá,11 A debasing change was in store for Nebuchadnezzar.,11 Một sự hạ bệ đang chờ đợi Nê-bu-cát-nết-sa.,"(transitive) To lower in character, quality, or value; to degrade."
chasm,noun,kẽ nứt sâu,"Every few minutes, millions of gallons of water cascade into the chasm below.","Mỗi một vài phút, hằng triệu ga lông nước đổ vào kẽ nứt sâu bên dưới.","A deep, steep-sided rift, gap or fissure; a gorge or abyss"
seraph,noun,người nhà trời,These feelings drew me towards the Seraph .,Những cảm nghĩ đó đưa tôi lại gần vị Séraphin .,"(Biblical) A six-winged angel; the highest choir or order of angels in Christian angelology, ranked above cherubim, and below God. A detailed description can be found at the beginning of Isaiah chapter 6"
dreary,adjective,ảm đạm,"“When life gets dark and dreary , don’t forget to pray.”","“Khi cuộc sống trở nên tối tăm và ảm đạm , thì đừng quên cầu nguyện.”","(obsolete) Grievous, dire; appalling."
rollick,verb,nô giỡn,"Allison Stewart of Washington Post called it a "" rollicking , harmony-heavy pop song.""","Allison Stewart từ Washington Post gọi nó là một ""bài hát pop vui nhộn và ngập tràn hòa âm.""",To behave in a playful or carefree manner; to frolic or romp
