word,part_of_speech,meaning,example,example_meaning,definition
scripture,noun,kinh thánh,In what ways can we make clear the application of scriptures we read?,Chúng ta cho thấy rõ cách áp dụng câu Kinh Thánh qua những cách nào?,A sacred writing or book.
chant,noun,bản hát,"Mr. Drover, what is that chanting ?","Anh dắt bò, tiếng gì vậy?","To sing, especially without instruments, and as applied to monophonic and pre-modern music."
tramp,verb,kẻ lang thang,"Can't have my Musketeers or a son of one, looking like tramps .",Đâu thể để lính ngự lâm của ta - hoặc con họ - trông như kẻ lang thang thế.,"(pejorative) A homeless person, a vagabond."
decorous,adjective,đứng đắn,"The bases of the two avant-corps are decorated (from left to right) with four major multi-figure groups sculpted by François Jouffroy (Poetry, also known as Harmony), Jean-Baptiste Claude Eugène Guillaume (Instrumental Music), Jean-Baptiste Carpeaux (The Dance, criticised for indecency), and Jean-Joseph Perraud (Lyrical Drama).","Bệ đỡ của hai gác này cũng được trang trí (từ trái sang phải) với bốn nhóm tượng đa hình lớn được điêu khắc bởi François Jouffroy (bức Thơ ca, còn được gọi là Hòa thanh), Jean-Baptiste Claude Eugène Guillaume (bức Nhạc phối khí), Jean-Baptiste Carpeaux (bức Ca vũ, bị chỉ trích vì không đứng đắn ) và Jean-Joseph Perraud (bức Kịch âm hưởng).",Marked by proper behavior.
rivulet,noun,lạch,Somewhere a stream or a rivulet is running through here.,Đó là nơi mà dòng nước hay con lạch chảy qua.,A small brook or stream; a streamlet.
comely,adjective,dễ thương,"Oh, come on. He's so cute.","Thôi nào, nó thật dễ thương .",(of a person) Pleasing or attractive to the eye.
offal,noun,đồ thừa,"Men fought desperately in the streets over the most loathsome and disgusting food, a handful of straw, a piece of leather, or offal thrown to the dogs. . . .","Người ta đánh nhau ngoài phố vì giành giật những đồ ăn gớm ghiếc, một nắm rơm rạ, một miếng da, hoặc đồ thừa vứt cho chó...",The rejected or waste parts of a butchered animal.
fallow,verb,làm,Schmidt succeeded founding chairman James Fallows in 2008.,Ông đã lập James Fallows lên làm chủ tịch vào năm 2008.,"(agriculture, uncountable) Ground ploughed and harrowed but left unseeded for one year."
vilify,verb,gièm,Why would you be the one to get vilified ?,Sao em lại là người bị gièm pha?,(transitive) To say defamatory things about someone or something.
poignancy,noun,nỗi thương tâm,Poignancy is a word I love as a designer.,"sâu sắc là một từ mà tôi, một nhà thiết kế, cảm thấy thích nhất.",The quality of being poignant
votive,adjective,votive,"According to Marie-Pierre Noël, ""Elishat/Elisha"" is a name repeatedly attested on Punic votives .","Theo Marie-Pierre Noël, ""Elishat/Elisha"" ('Išt) là một tên gọi được thề nguyện lặp đi lặp lại trong lời tạ ơn của người Punic.",dedicated or given in fulfillment of a vow or pledge
colonnade,noun,dãy cột,"Along Lechaeum Road, which was protected by double walls, were sidewalks, state buildings, temples, and colonnades with shops.","Dọc theo con đường Lechaeum là những bức tường đôi, vỉa hè, tòa nhà hành chính, đền thờ, những cửa hàng dưới các dãy cột thường có mái che.",A series of columns at regular intervals.
exude,verb,rỉ,"Already the old Chinese and the Greek, Hippocrates, have actually published, documented, that T. B. can be diagnosed based on the volatiles exuding from patients.","Đã được người Trung Quốc cổ và người Hy Lạp, Hippocrates, công bố, tài liệu, mà có thể được chẩn đoán bệnh lao dựa trên các chất dễ bay hơi rỉ ra từ cơ thể bệnh nhân.","To discharge through pores or incisions, as moisture or other liquid matter; to give out."
furlong,noun,Fulông,"Furlong , you're free to go.","Furlong , anh được tự do.","A unit of length equal to 220 yards or exactly 201.168 meters, now only used in measuring distances in horse-racing."
senile,adjective,lão suy,We thought that becoming senile was a normal and inevitable part of getting old.,Chúng ta nghĩ sự lão suy là bình thường và không tránh được của tuổi già.,exhibiting the deterioration in mind and body often accompanying old age; doddering
