word,part_of_speech,meaning,example,example_meaning,definition
placate,verb,xoa dịu,The only thing that'll placate her is if Victoria welcomes her back into the fold.,Thứ duy nhất xoa dịu cô ta là Victoria chào đón cô ta về lại với nhóm bạn.,(transitive) To calm; to bring peace to; to influence someone who was furious to the point that he or she becomes content or at least no longer irate.
sophist,noun,giáo sự triết học,Except it's much more sophisticated .,"Cho dù là cái quái gì đi nữa, có điều tinh vi hơn nhiều.","One of a class of teachers of rhetoric, philosophy, and politics in ancient Greece, especially one who used fallacious but plausible reasoning."
contrived,adjective,có sắp xếp trước,"Their peace is a gift from God, not something contrived by humans.","Hòa bình của họ là một sự ban cho của Đức Chúa Trời, chứ không phải do con người tạo nên.",Simple past tense and past participle of contrive.
eccentricity,noun,độ lệch tâm,The eccentricity of a hyperbola is greater than 1.,Độ lệch tâm của một đường hyperbol thì lớn hơn 1.,The quality of being eccentric; any eccentric behaviour.
expatriate,adjective,bị đày biệt xứ,The Expatriate Printer,Nhà ấn loát lưu vong,(transitive) To banish; to drive or force (a person) from his own country; to make an exile of.
cloying,adjective,ngọt ngào giả tạo,"McCarthy described the film as ""energetic, humorous and not too cloying , as well as the first Hollywood film in many years to warn of global cooling rather than warming, this tuneful toon upgrades what has been a lackluster year for big studio animated fare and, beginning with its Thanksgiving opening, should live up to box office expectations as one of the studio's hoped-for holiday-spanning blockbusters.""","McCarthy miêu tả bộ phim là ""mạnh mẽ, hài hước, không quá ngọt ngào , và cũng là bộ phim Hollywood đầu tiên trong nhiều năm cảnh báo chúng ta về sự lạnh đi thay vì ấm lên toàn cầu; giai điệu du dương ấy đã giải toả một năm có thể coi là mờ nhạt với một hãng phim hoạt hình lớn và, bắt đầu với doanh thu tuần đầu tiên dịp lễ Tạ ơn như vậy, bộ phim sẽ giành được doanh thu kỳ vọng mà hãng mong đợi sẽ là một bom tấn trong dịp lễ hội này.""",Present participle of cloy.
desiccated,adjective,khô,"I know how desiccation works, Stefan. Ah-ah.","Tôi biết việc cạn kiệt ra làm sao, Stefan.",Simple past tense and past participle of desiccate.
crony,noun,bạn chí thân,It's gonna be him and his cronies versus me.,Đó sẽ là cuộc chiến giữa anh ta và đám bạn chí thân của mình với anh,(informal) Close friend.
sterling,adjective,đồng bảng Anh,Pound Sterling,Đồng bảng Anh,former British gold or silver coinage of a standard fineness: for gold 0.91666 and for silver 0.925.
maraud,verb,cướp bóc,Touch it and I'll set loose the marauding hordes of Photius.,Chạm nó là ta sẽ thả lũ cướp bóc của Photius.,(intransitive) To move about in roving fashion looking for plunder.
uxorious,adjective,bị vợ xỏ mũi,"He was King of England from 1135 to his death, and also the Count of Boulogne jure uxoris .","Ông là quốc vương Anh quốc từ năm 1135 đến khi qua đời, và cũng là Bá tước xứ Boulogne trên danh nghĩa của vợ ông .",Overly devoted or submissive to one's wife.
propitiate,verb,làm dịu,"So, propitious timing.",Nên quả là thời điểm thích hợp .,"(transitive, dated) To conciliate, appease or make peace with someone."
secession,noun,ly khai,The demonstration of 11 September 2012 explicitly called on the Catalan government to begin the process of secession .,Cuộc biểu tình ngày 11 tháng 9 năm 2012 đã nêu rõ chính phủ Catalan bắt đầu quá trình ly khai .,The act of seceding.
renege,verb,không giữ lời hứa,"Furthermore, they believed that Spain reneged on her promise of amnesty.","Hơn nữa, họ tin rằng Tây Ban Nha không giữ lời hứa trên lời hứa của ân xá.",(transitive) (archaic) To deny; to renounce
undue,adjective,không xứng đáng,Undue stress can have bad effects.,Xin ông/bà lưu ý lời khuyên hợp lý sau đây.,Excessive; going beyond that what is natural or sufficient.
abase,verb,làm nhục,You must abase yourself before her.,Ngươi phải tự làm nhục mình trước nó.,"(archaic) To lower physically or depress; to stoop; to throw or cast down; as, toabasethe eye."
catty,noun,cân,360 catties of dried beef.,Thit bò khô 360 cân .,"(informal, of a person or remark) With subtle hostility in an effort to hurt, annoy, or upset."
scrupulously,adverb,chu đáo,Boaz scrupulously followed Jehovah’s arrangement.,Bô-ô đã cẩn thận làm đúng theo sắp đặt của Đức Giê-hô-va.,"In a careful manner, with scruple; done with careful attention to detail."
portend,verb,báo trước,"21, 22. (a) What did the miracles of Jesus portend ?","21, 22. (a) Những phép lạ của Chúa Giê-su báo trước điều gì?",(transitive) to serve as a warning or omen
discomfit,adjective,làm bố rối,It is so discomfiting to hear a perfect stranger use my first name.,Thật bối rối khi được nghe một người xa lạ gọi tên tôi.,(archaic) To defeat completely; to rout.
jaundiced,adjective,vàng da,What is Jaundice ?,Vàng da là gì ?,Affected with jaundice.
prescient,adjective,tiên tri,How breathtakingly prescient of her.,Khả năng tiên tri thật là ngoạn mục làm sao.,Having knowledge of events before they take place; possessing or exhibiting prescience.
effete,adjective,bất lực,"He is generally polite, if a bit effete , and hates bugs.","Cậu nói chung rất lịch sự, một chút vô dụng , và ghét côn trùng.","(obsolete) Of substances, quantities etc: exhausted, spent, worn-out."
chassis,noun,khung gầm,Finish up the chassis ?,Làm khung gầm ?,"A base frame, or movable railway, along which the carriage of a mounted gun moves backward and forward."
cynicism,noun,cynicsm thuyết khuyến nho,Cynical .,Chán đời .,(uncountable) a distrustful attitude
sap,noun,nhựa sống,Usually these new shoots are pruned every year so that they do not sap strength from the main tree.,Thông thường những chồi non này mỗi năm được tỉa bớt để chúng không hút mất nhựa sống của cây chính.,"(uncountable) The sap-wood, or alburnum, of a tree."
luxuriate,verb,hưởng,"During dinner at the Oak Room, Frank glibly states the goals of the trip, which involve enjoying luxurious accommodations in New York before committing suicide.","Trong bữa ăn tối tại một nhà hàng thượng hạng, Slade lém lỉnh nói về mục đích của chuyến đi đến thành phố, tận hưởng phòng nghỉ sang trọng ở New York trước khi tự sát.",Enjoy luxury.
idiom,noun,thành ngữ,In this way he was able to learn the correct use of Gypsy idioms .,"Nhờ đó, ông học cách sử dụng đúng các thành ngữ Gypsy.","A manner of speaking, a way of expressing oneself."
surname,noun,họ,"When her father Yojiro Terada and her mother divorced in 2014, she (Haruhi) changed her surname to her mother's maiden name.","Khi cha cô là Terada Yojiro và mẹ cô ly hôn vào năm 2014, Haruhi cải họ cha sang họ mẹ là Nanao.","A name that indicates to which family a person belongs, normally following that person’s given name(s) in Western culture, and preceding it in Eastern."
accent,verb,dấu trọng âm,You can use two symbols (ampersands (&) and accent marks (á)) in your keywords.,"Bạn có thể sử dụng hai ký hiệu, dấu và (&) và dấu trọng âm (á), trong từ khóa của mình.",A higher-pitched or stronger articulation of a particular syllable of a word or phrase in order to distinguish it from the others or to emphasize it.
icebreaker,noun,tàu phá băng,"So myself and the five members of the team, we hitched a ride on an icebreaker which was going to the North Pole.",Tôi và 5 thành viên khác trong đội đã đi nhờ trên 1 tàu phá băng đang đi tới Bắc Cực.,"(watercraft) A ship designed to break through ice so that it, or other ships coming behind, can navigate on frozen seas."
impress,verb,gây ấn tượng,How am I going to impress Tom?,Tôi sẽ gây ấn tượng với Tom bằng cách nào đây?,(transitive) To affect (someone) strongly and often favourably
willpower,noun,quyết tâm,Controlling TV requires firm resolve —including the willpower to turn it off.,"Điều khiển máy truyền hình đòi hỏi một sự quyết tâm , kể cả ý chí để tắt nó đi.",The unwavering strength of will to carry out one’s wishes.
exception,noun,ngoại lệ,"Besides, I don't want to start making exceptions .","Hơn nữa, tôi không muốn bắt đầu những ngoại lệ .","The act of excepting or excluding; exclusion; restriction by taking out something which would otherwise be included, as in a class, statement, rule."
canvas,verb,vải bạt,Please tell me your staff didn't mention the canvas was about a poisoning.,Hãy cho tôi biết nhân viên của anh không nhắc vải bạt bị dính độc.,"A type of coarse cloth, woven from hemp, useful for making sails and tents or as a surface for paintings."
beady,adjective,tròn nhỏ và sáng,Why don't you ask that beady - eyed little fucker Pryce?,Sao anh không hỏi tên khốn Pryce - mắt ti hí đi?,"(of a person's eyes) small, round, and gleaming"
crick,verb,làm ngay,A wristwatch saved Harold Crick .,Một chiếc đồng hồ đã cứu mạng Harold Crick .,"A painful muscular cramp or spasm of some part of the body, as of the neck or back, making it difficult to move the part affected. (Compare catch.)"
outgoing,adjective,sắp mãn nhiệm,Outgoing Prime Minister Gordon Brown handed his own resignation to the queen earlier in the evening .,Thủ tướng sắp mãn nhiệm Gordon Brown đã nộp thư từ chức cho nữ hoàng vào đầu giờ chiều .,Comfortable in social settings and interactions; confident in dealing with people especially in meeting new people; gregarious.
