word,part_of_speech,meaning,example,example_meaning,definition
unobtrusive,adjective,khiêm tốn,Useful and unobtrusive .,Rất hữu ích và kín đáo .,not noticeable or blatant; inconspicuous
agoraphobia,noun,chứng sợ khoảng rộng,Agoraphobia a symptom?,Sợ khoảng không rộng là một triệu chứng ?,"The fear of wide open spaces, crowds, or uncontrolled social conditions."
vendetta,noun,thù máu,I end this vendetta .,Tôi sẽ kết thúc mối thù truyền kiếp này.,"A bitter, destructive feud, normally between two families, clans or factions, in which each injury or slaying is revenged; a blood feud"
outlet,noun,lối ra,Released to seven outlets .,Được phát đi tại 7 cửa hàng .,a vent or similar passage to allow the escape of something
aft,adjective,ở đuôi tàu,"They're all still aft , sir.","Tất cả bọn họ còn ở đuôi tàu , thưa ngài.","(nautical) At, near, or towards the stern of a vessel (with the frame of reference within the vessel)."
nether,adjective,dưới,"As to the conditions prevailing there, an ancient Assyrian text states that “the nether world was filled with terror.”","Về tình trạng ngự trị tại đó, người A-si-ri cổ cho rằng “thế giới dưới thấp đó đầy sự rùng rợn”.",Lower; under.
diametrically,adverb,hoàn toàn,Is technology diametrically opposed to nature?,Có phải công nghệ đã hoàn toàn thay đổi tự nhiên?,"Separated by a diameter, on exactly the opposite side. Frequently used in the phrase diametrically opposed meaning absolutely in opposition."
profuse,adjective,dồi dào,He apologized profusely .,Anh ta rối rít xin lỗi.,In great quantity or abundance.
mountebank,verb,lăng băm,"S'il vous plaît indeed, you silly mountebank .","S'il vous plaît cái mốc xì, đồ bá láp .",One who sells dubious medicines
sophistry,noun,phép nguỵ biện,"To the sophistry of Satan, Jesus turned His back.",Chúa Giê Su đã không đếm xỉa đến những lời lẽ ngụy biện của Sa Tan.,"(countable) An argument that seems plausible, but is fallacious or misleading, especially one devised deliberately to be so."
virago,noun,tướng nam,"Saumarez, Verulam and Vigilant in one division and Venus and Virago in a second, were diverted to intercept.","Saumarez, Verulam và Vigilant thuộc một đội, và Venus cùng Virago thuộc một đội khác đã chia thành mũi gọng kìm để đánh chặn.",pertaining to a virago
homunculus,noun,hình nhân tí hon,He named it homunculus .,Nó được gọi là người lùn ( homunculus ).,A little man.
maudlin,adjective,sướt mướt,Talking about my wife has a tendency to make me a little bit maudlin .,Nói chuyện về vợ chú khiến chú hơi sướt mướt .,Extravagantly or excessively sentimental; self-pitying.
dinky,adjective,có duyên,The Dinky Link.,""" Dinky Link "" .","Double income, no kids yet. Said of a relationship."
backwater,verb,chỗ nước đọng ở bờ,What kind of backwater are you from?,Ngươi từ đâu đến thế?,"(idiomatic) A remote place; somewhere that remains unaffected by new events, progresses, ideas, etc."
hardy,adjective,dày dạn,"Of course, animals must still be hardy .","Tất nhiên, động vật vẫn phải dày dạn .","Having rugged physical strength; inured to fatigue or hardships. A hardy plant is one that can withstand the extremes of climate, such as frost."
treasonous,adjective,mưu phản,"1894 – The Dreyfus affair begins in France, when Alfred Dreyfus is wrongly convicted of treason .",1894 – Vụ Dreyfus bắt đầu tại Pháp khi Alfred Dreyfus bị kết án sai về tội mưu phản .,Like or in the way of treason.
subvert,verb,lật đổ,"That you plan to subvert the monarchy, perhaps.",Rằng anh định lật đổ nền quân chủ.,(transitive) To overturn from the foundation; to overthrow; to ruin utterly.
anserine,adjective,loài ngỗng,,,(zoology) Being from the subfamilyAnserinaeof the familyAnatidae.
caprine,adjective,giống con dê,"Among them are cattle, sheep, caprines , and antelopes.","Các loại bã bột, bã bia,bã hoa quả ép, rỉ mật.",of or relating to goats
cervine,adjective,hươu nai,,,belonging to or resembling a deer
corvine,adjective,con quạ,I believed it was Michael Corvin the only hybrid I knew existed at that time.,"Và tôi tin là Michael Corvin , người lai duy nhất mà tôi biết đang ở đó.","Of, pertaining to, or characteristic of crows or ravens."
elephantine,adjective,to kềnh,"This "" Elephantine Triad"" included Satis and Anuket.",Bộ ba Elephantine bao gồm cả Satis và Anuket.,"Of, pertaining to, or characteristic of elephants."
hircine,adjective,giống dê,,,"(not comparable) Of, pertaining to, or characteristic of goats."
leonine,adjective,giống sư t,"At each corner of the pedestal, a leonine atlas appears to support the weight of the structure above him.",Ở mỗi góc của bệ thờ có hình sư tử nâng đỡ cả khối kiến trúc nặng bên trên.,"Of, pertaining to, or characteristic of the lion."
limacine,adjective,limacine,,,Characteristic of slugs (of the family Limacidae)
murine,adjective,,A noted example is the garden of the villa Murin -an in Kyoto.,Một ví dụ đáng chú ý là vườn của biệt thự Murin-an ở Kyoto.,"Of, pertaining to, or characteristic of, the mouse, rat or (more generally) any mammal of the family Muridae."
oscine,adjective,,"Another name that is sometimes seen as a scientific or vernacular name is Oscines , from Latin oscen, ""a songbird"".","Nhánh này còn có một cái tên khác mà đôi khi được xem như là một tên khoa học hoặc tiếng địa phương là Oscines , từ tiếng Latin oscen, có nghĩa là ""một loài chim biết hót"".",Pertaining to songbirds
ovine,adjective,như cừu,"""Race ovine Bleu du Maine"" (in French).","""Race ovine Bleu du Maine"" (bằng tiếng Pháp).","Of, pertaining to, resembling, or being a sheep."
flutter,verb,dập dờn,"“The solution to this problem,” said a scientist, “may have been . . . fluttering right in front of our eyes.”",Một khoa học gia nói: “Giải pháp cho vấn đề này dường như... ‘ dập dờn ’ trước mắt chúng ta”.,(intransitive) To flap or wave quickly but irregularly.
gallop,verb,nước đại,"The father now gallops , with terror half wild,","Người cha giờ phi nước đại , với khủng bố nửa hoang dã,",The fastest gait of a horse.
slither,verb,trườn,From the sea come dragons marine iguanas slithering onto the land,"Từ dưới biển, rồng ngoi lên - những con kì đà biển trườn đi lên mặt đất.",(intransitive) To slide
steal,verb,ăn cắp,I would rather starve than steal .,Tôi thà nhịn đói còn hơn ăn cắp .,"(transitive) To illegally, or without the owner's permission, take possession of something by surreptitiously taking or carrying it away."
waddle,verb,lạch bạch,"I tried to convince Shapiro to pick him up last June, but he said he waddled like a duck.","Tôi đã cố thuyết phục Shapiro mua anh ta hồi tháng Sáu, Nhưng ông ấy nói anh ta đi lạch bạch như vịt.",A swaying gait.
aerie,noun,ổ trứng ấp,Aerys saw traitors everywhere.,Aerys thấy đâu cũng có kẻ phản bội.,Alternative form of eyrie.
flock,verb,Flock,I can definitely take Flock of Seagulls.,Tôi có thể đánh bại Flock of Seagulls.,(transitive) To congregate in or head towards a place in large numbers.
incubate,verb,ấp,"We like to think our breakthrough ideas, you know, are like that $40,000, brand new incubator , state-of-the-art technology, but more often than not, they're cobbled together from whatever parts that happen to be around nearby.","Chúng ta hay nghĩ những ý tưởng độc đáo giống như là cái lồng ấp 40.000usd này vậy, đỉnh cao của công nghệ, nhưng chúng thường được chế tạo nhanh chóng từ bất cứ những phụ tùng nào có sẵn.","(transitive) To brood, raise, or maintain eggs, organisms, or living tissue through the provision of ideal environmental conditions."
perch,verb,chết,"On 16 January 2013 and a month before his 76th birthday, Ûsoyan was shot in the head by a sniper perched on the sixth floor of an adjacent apartment building after leaving a restaurant which served as his 'office', and despite efforts of his bodyguards and ambulance workers he died en route to the hospital.","Ngày 16 tháng 1 năm 2013, Ûsoyan bị bắn vào đầu bởi một tay bắn tỉa ngồi trên tầng thứ sáu của một căn hộ trung cư liền kề sau khi rời khỏi một nhà hàng phục vụ, và bất chấp những nỗ lực của các vệ sĩ cùng xe cứu thương, ông ta đã chết trên đường đến bệnh viện.",Any of the three species of spiny-finned freshwater fish in the genus Perca.
