word,part_of_speech,meaning,example,example_meaning,definition
maniacal,adjective,điên,How many murders is it going to take before you start believing that this maniac's out there?,Phải thêm bao nhiêu vụ giết người nữa trước khi anh bắt đầu tin rằng có một lũ điên ở ngoài đó?,In the manner of a maniac; insane; frenzied.
obstacle,noun,sự trở ngại,One Catholic chronicler contends that this question is “a serious obstacle to faith” for many.,Một người chép sử Công Giáo cho rằng đối với nhiều người câu hỏi này là “một sự trở ngại nghiêm trọng cho đức tin”.,"Something that impedes, stands in the way of, or holds up progress"
thither,adverb,tới đó,Kindly convey us thither with the utmost discretion.,Vui lòng đưa chúng ta tới đó một cách vô cùng kín đáo.,(dated) To that place (rare except for literary or legal use).
tremendous,adjective,to lớn,That gave us a tremendous amount of hope.,Điều đó đã đưa chúng tôi một hi vọng to lớn,awe-inspiring; terrific.
conflicting,adjective,mâu thuẫn,"There's no infighting, there's no conflict over territory.","Sẽ không có tranh chấp nội bộ, không có mâu thuẫn tranh giành địa bàn.","Striking, or dashing together; fighting; contending; struggling to resist and overcome."
depleted,adjective,,Then the depleted region is formed.,Thế trận bao vây tiêu diệt đã hình thành.,"Used up, expended; of which nothing is left."
blissful,adjective,sung sướng,"Some think of such trust merely as a feeling, a kind of blissful emotion that should well up naturally in the heart.","Một số người nghĩ lòng tin cậy như thế chỉ là một cảm xúc, một cảm giác sung sướng tự nhiên dâng lên trong lòng.","Extremely happy; full of joy; experiencing, indicating, causing, or characterized by bliss."
philosophy,verb,triết lý,philosophy,Đó là triết lý sống,(countable) A comprehensive system of belief.
strife,noun,sự xung đột,"Clever manipulation might gain you a little freedom, but in the long run, it only prolongs family strife .","Mánh khóe này có thể giúp bạn được toại nguyện lúc đó, nhưng sẽ kéo dài sự xung đột trong gia đình.","Violent conflict, usually brief or limited in nature."
decay,verb,mục nát,That body probably decayed and returned to the ground.,Có lẽ thân thể đó đã bị mục nát và trở về cát bụi rồi.,The process or result of being gradually decomposed.
status,noun,thân thế,They were not distracted by his status or position.,Họ không phải bận tâm nghĩ đến thân thế hay địa vị của ngài.,A person’s position or standing relative to that of others.
