word,part_of_speech,meaning,example,example_meaning,definition
ape,noun,khỉ,"Even if some similar areas are found in animals, the fact is that scientists cannot get apes to produce more than a few crude speech sounds.","Ngay cả khi tìm được những vùng tương tự nơi loài vật, thì sự thật là các nhà khoa học không thể dạy loài khỉ nói nhiều hơn được, ngoài vài tiếng đơn giản mà thôi.",Wild; crazy.
crane,verb,con hạc,"If you look close, it's this shape, called a crane .","Nếu nhìn kĩ, nó có hình dạng như một con hạc .","A mechanical lifting device, often used for lifting heavy loads for industrial or construction purposes."
ferret,verb,chồn sương,"Vaccinate your pets - dogs , cats , and ferrets .","Tiêm chủng cho thú nuôi như chó , mèo , và chồn sương .","A mammal rather like a weasel, but which was originally bred from the polecat and often trained to hunt rats or rabbits in England."
algae,noun,tảo,"Thus, corals are born from the marriage of algae and shells.","Theo cách đó, san hô được thoát thai từ cuộc hôn nhân giữa tảo và đá vôi.",Plural form of alga.
angler,noun,người câu cá,You know any anglers around here?,Có người câu cá quanh đây chứ?,A person who fishes with a hook and line.
barnacle,verb,con hàu,"""'Billions of bilious blue blistering barnacles in a thundering typhoon!","""'Hàng tỷ con hàu màu xanh bén nhọn gớm guốc trong một cơn giông bão!",A marine crustacean of the subclass Cirripedia that attaches itself to submerged surfaces such as tidal rocks or the bottoms of ships.
crustacean,adjective,giáp xác,By this means each whale can consume up to two tons of crustaceans a day.,"Bằng cách đó, mỗi con cá voi có thể nuốt đến hai tấn giáp xác mỗi ngày.","Any arthropod of the subphylum Crustacea, including lobsters, crabs, shrimp, barnacles and woodlice."
gill,verb,đánh,"Carreño Busta went on to win the title, defeating Gilles Müller in the final, 6–2, 7–6(7–5).","Carreño Busta đi đến để giành lấy danh hiệu, đánh bại Gilles Müller ở trận chung kết, 6–2, 7–6(7–5).",(animal anatomy) A breathing organ of fish and other aquatic animals.
hoof,noun,móng guốc,"They've been eating off the hoof for so long, they just naturally grew a set of extra long horns, that's all.","Chúng đã ăn hết móng guốc của mình từ lâu nay, chúng chỉ mọc thêm một cặp sừng dài, vậy thôi.","The foot of an animal such as a horse, ox or deer."
amenable,adjective,tuân theo,"+ (And all the people will say, ‘ Amen !’)",+ (Toàn thể dân chúng sẽ đáp rằng: ‘A- men !’).,Willing to respond to persuasion or suggestions.
companion,verb,bạn đồng hành,"For two weeks, she became my companion , slept with me.","Trong hai tuần, cô bé trở thành bạn đồng hành của tôi, ngủ với tôi.","A friend, acquaintance, or partner; someone with whom one spends time or keeps company"
