word,part_of_speech,meaning,example,example_meaning,definition
pastel,noun,bức tranh màu phấn,Oil Pastels !,Tranh sơn dầu sao ?,"Any of several subdued tints of colors, usually associated with pink, peach, yellow, green, blue and lavender"
resurrect,verb,khai quật,What about after Jesus’ resurrection to heaven?,Sau khi Chúa Giê-su được sống lại và lên trời thì sao?,"(transitive) To raise from the dead, to bring life back to."
offensive,adjective,khó chịu,This gas has an offensive smell like hydrogen sulfide (rotten eggs).,Loại khí này có mùi khó chịu như hydro sunfua (trứng thối).,"Causing offense; arousing a visceral reaction of disgust, anger, or hatred"
manipulative,adjective,sự thao tác,but manipulation robotics is really just in the dark ages.,nhưng sự thao tác của robot thực sự mới chỉ ở giai đoạn đầu.,Describing a person who manipulates others.
keepsake,noun,vật lưu niệm,I went through the house to make sure there were no keepsakes that still belonged to you.,Tôi đã coi khắp nhà để đảm bảo không còn vật lưu niệm nào của cô nữa.,Some object given by a person and retained in memory of something or someone; something kept for sentimental or nostalgic reasons.
hue,noun,sắc,Set here the hue adjustment of the image,Ở đây hãy đặt cách điều chỉnh sắc màu của ảnh,"A color, or shade of color, blee; tint; dye."
arsenal,noun,binh xưởng,It's an arsenal .,Kho vũ khí .,"A military establishment for the storing, development, manufacturing, testing, or repairing of arms, ammunition, and other war materiel; an armoury."
telekinesis,noun,,Telekinesis .,Khả năng dịch chuyển vật .,(uncountable) The ability to move an object with the power of one's thoughts.
marinara,adjective,,I got nothing but marinara now.,Tôi chỉ còn Marinara thôi .,"Prepared with tomatoes, or in a tomato sauce."
swig,verb,tợp,You want a swig ?,Muốn uống không?,To drink (usually by gulping or in a greedy or unrefined manner); to quaff.
afterthought,verb,,An afterthought .,Phần không cần thiết .,"A reflection after an act; a later or subsequent thought, action, or expedient."
floodgate,noun,cửa ngập nước,"For the floodgates above will be opened,","Vì các cửa ngăn nước trên trời sẽ mở ra,",An adjustable gate or valve used to control the flow of water through a sluice.
scoliosis,noun,chứng vẹo xương sống,Scoliosis .,Vẹo cột sống .,(pathology) A condition where there is abnormal lateral curvature of the spine.
single-handed,adjective,đơn thương độc mã,Ten years ago I watched you walk single - handed into a saloon in Oklahoma City and knock out three of the fastest guns in the territory.,Mười năm trước tôi đã chứng kiến ông đơn thương độc mã bước vô một quán rượu... ở Oklahoma City và hạ gục ba tay súng nhanh nhất vùng đó.,without help from others; unassisted
concerto,noun,côngxectô,"Other well-known pieces of his are the incidental music for Adam Oehlenschläger's drama Aladdin (Nielsen), the operas Saul og David and Maskarade, the concertos for flute, violin, and clarinet, the Wind Quintet, and the Helios Overture, which depicts the passage of the sun in the sky from dawn to nightfall.","Các bản nhạc nổi tiếng khác của ông ấy là âm nhạc cho vở kịch Aladdin (Nielsen) của Adam Oehlenschläger, các bản opera Saul og David và Maskarade, các bản côngxectô cho sáo, vĩ cầm, và clarinet, Wind Quintet, và Helios Overture, thứ mô tả sự di chuyển của Mặt Trời trên trời từ ban ngày đến ban đêm.",A piece of music for one or more solo instruments and orchestra.
chew the fat,verb,,You said you wanted to catch up and chew the fat .,Cậu đã nói cậu muốn bắt kịp và ngấu nghiến chất béo .,(idiomatic) To chat idly or generally waste time talking.
glaucoma,noun,bệnh glôcôm,EARLY GLAUCOMA,GLAUCOMA GIAI ĐOẠN ĐẦU,"(pathology) An eye disease or disorder that is defined as a characteristic optic neuropathy, or disease of the optic nerve, possibly, if untreated, leading to damage of the optic disc of the eye and resultant visual field loss due to lack of communication between the retina and the brain, which can lead to blindness."
skew,noun,xiên,"If they're slightly skewed , we'll see a different image.","Nếu chúng xiên một chút, chúng ta sẽ thấy một hình ảnh khác.",(mathematics) Neither perpendicular nor parallel (usually said of two lines).
exponentially,adverb,,Information technology grows in an exponential manner.,Công nghệ thông tin phát triển theo cấp số lũy thừa .,Growing or decaying in an exponential manner.
take the bull by the horns,verb,,,,"(idiomatic) to confront a difficulty, rather than avoiding it"
suffragette,noun,,Do we have a suffragette on our hands?,"Ồ, phải chăng chúng ta đang có một nữ Đại biểu Quốc hội tương lai?","A female supporter, often militant, of women's right to vote in the early 20th century"
barbaric,adjective,dã man,You think they'd allow you to continue your barbaric practice?,Mày nghĩ rằng họ sẽ cho phép mày tiếp tục những thí nghiệm dã man đó?,"Of or relating to a barbarian; uncivilised, uncultured or uncouth."
suitor,verb,người cầu hôn,This man's an incompetent suitor seeking intimacy with a woman unavailable to him.,Tên này là 1 người cầu hôn bất tài đang tìm sự thân mật với một người phụ nữ không có dành cho hắn.,(law) A party to a suit or litigation.
pirouette,verb,múa xoay tròn,Pirouette .,Xoay một chân .,"A whirling or turning on the toes in dancing, primarily in ballet."
resounding,adjective,vang dội,The evidence in the media gives a resounding yes to that question.,Bằng chứng trong các phương tiện truyền thông đại chúng vang dội trả lời: có.,The action of the verb to resound
grail,noun,,A grail ?,Cái Chén ?,The Holy Grail.
propulsion,noun,sự đẩy đi,The Propulsion System of the Jellyfish,Hệ thống đẩy tới của con sứa,(physics) A force causing movement.
unsettle,verb,làm lung lay,It's unsettling .,Không khí căng thẳng thế.,To make upset or uncomfortable
obliging,adjective,ân cần,You're not obliged to go back to Daisy Town.,Cậu không cần phải tới đó.,Happy and ready to do favours for others.
repertory,noun,repertoire,The Biblical Repertory and Princeton Review.,Tạp chí PC và Princeton Review.,a repertoire
laborious,adjective,chăm chỉ,"Once upon a time, people invested in their memories, in laboriously furnishing their minds.","Vào thời xa xưa, con người đầu tư cho trí nhớ bằng cách chăm chỉ trang hoàng cho tâm trí của họ .",Requiring much physical effort; toilsome.
