word,part_of_speech,meaning,example,example_meaning,definition
cormorant,noun,cốc,"They're a species of cormorant , but they are flightless.",Chúng là 1 loại chim cốc nhưng không bay được.,"Any of various medium-large black seabirds of the family Phalacrocoracidae, especially the great cormorant, Phalacrocorax carbo."
gadfly,noun,ruồi trâu,The whole land was full of gadflies .,Khắp xứ đều có ruồi trâu .,"Any dipterous insect of the genus Oestrus, and allied group of botflies."
lurid,adjective,khủng khiếp,Explore the lurid byways of terrible homicide and atrocious depravity!,Khám phá những chi tiết kinh hoàng... của vụ giết người khủng khiếp và tàn ác tột bậc.,"Shocking, horrifying."
cuckold,noun,cắm sừng,They will say you wear cuckold's horns.,Họ sẽ nói ông bị cắm sừng .,"A man married to an unfaithful wife, especially when he is unaware or unaccepting of the fact."
beget,verb,sinh,"In another revelation, the Lord’s standard of morality commands that the sacred powers to beget life be protected and employed only between man and woman, husband and wife.13 To misuse this power is exceeded in seriousness only by the shedding of innocent blood and denying the Holy Ghost.14 If one transgresses the law, the doctrine of repentance teaches how to erase the effect of this transgression.","Trong một điều mặc khải khác, tiêu chuẩn đạo đức của Chúa truyền lệnh rằng các khả năng thiêng liêng của việc sinh con phải được bảo vệ và chỉ được sử dụng giữa người nam và người nữ, giữa vợ chồng mà thôi.13 Việc sử dụng sai khả năng này là một tội lỗi nghiêm trọng hơn bất cứ tội lỗi nào khác ngoại trừ tội làm đổ máu người vô tội hay tội chối bỏ Đức Thánh Linh.14 Nếu một người vi phạm luật này thì giáo lý về sự hối cải dạy cách xóa bỏ hậu quả của sự phạm giới này.",To cause; to produce.
sanctimonious,adjective,kẻ giả nhân giả nghĩa,That's sanctimonious .,Giả tạo quá .,"Making a show of being morally better than others, especially hypocritically pious."
doggedly,adverb,kiên quyết,""" I won't , "" said his friend doggedly .",""" Không đâu , "" người bạn khăng khăng nói .",in a way that is stubbornly persistent
transmute,verb,chuyển hoá,You transmuted the molecular properties of the rifle.,Cậu đang chuyển hoá tính chất phân tử của nó.,"(transitive) To change, transform or convert one thing to another, or from one state or form to another."
restive,adjective,khó bảo,He's grown very restive of late.,Dạo này hắn khó bảo lắm rồi.,"Impatient under delay, duress, or control."
parry,verb,đỡ,"Dodge, parry , and thrust!","Né, đỡ và đâm!","To avoid, deflect, or ward off (an attack)."
observance,noun,lễ kỷ niệm,"The Memorial observance this year falls on Thursday, April 1.","Lễ Kỷ Niệm năm nay sẽ được cử hành vào Thứ Năm, ngày 1 tháng 4.","The practice of complying with a law, custom, command or rule"
sybarite,noun,xa hoa uỷ mị,,,A native or inhabitant of Sybaris.
sacrilege,noun,tội báng bổ,Walder Frey committed sacrilege that day.,Walder Frey đã phạm tội báng bổ thần linh.,"desecration, profanation, misuse or violation of something regarded as sacred"
limn,verb,vẽ,How did you... limn the story of our romance?,Cậu đã... vẽ nên câu chuyện tình của chúng tôi như thế nào?,(transitive) To draw or paint; delineate.
reprove,verb,khiển trách,19 Jesus reproves and disciplines all those for whom he has affection.,19 Chúa Giê-su khiển trách và sửa trị tất cả những người mà ngài thương mến.,"(transitive) To convey one’s disapproval of; to rebuke, especially in a gentle, sweet, kind tone."
charlatan,noun,bịp bợm,"Ms. Fayad, many members of HIVE, they consider me to be a charlatan .","Cô Fayad, nhiều thành viên của HIVE chúng nghĩ ta là kẻ bịp bợm .","A malicious trickster; a fake person, especially one who deceives for personal profit."
flux,adjective,thông lượng,It's possible if you stabilize the quantum flux .,Sẽ khả thi nếu ông ổn định thông lượng lượng tử.,A chemical agent for cleaning metal prior to soldering or welding.
awl,noun,dùi,Gripping a sharp pointed tool—possibly an awl —Louis inadvertently plunged it into his eye.,Nắm một dụng cụ nhọn và sắc—có lẽ cái dùi —Louis chẳng may đâm vào mắt mình.,"A pointed instrument for piercing small holes, as in leather or wood; used by shoemakers, saddlers, cabinetmakers, etc. The blade is differently shaped and pointed for different uses, as in the brad awl, saddler's awl, shoemaker's awl, etc."
trencher,noun,cái thớt,"In medieval cuisine, slices of stale bread, called trenchers , were used instead of plates.","Vào thời Trung cổ, những mảng bánh mì cũ lớn gọi là trencher được dùng làm đĩa.",(archaic) A long plate on which food is served.
nicety,noun,những chi tiết nhỏ,"Drop the niceties , Riario.",Riario ngài đang đánh mất sự tế nhị của mình.,A small detail that is nice or polite to have but isn't necessary.
caprice,noun,tính đồng bóng,"The caprices of science, Miss Ives.","Tính đồng bóng của khóa học đó, Ives à.","An impulsive, seemingly unmotivated notion or action."
recrimination,noun,,Don't torture yourself with recriminations .,Đừng làm khổ chính mình với những lời buộc tội đó .,The act of recriminating.
scrupulous,adjective,ngại ngùng,Boaz scrupulously followed Jehovah’s arrangement.,Bô-ô đã cẩn thận làm đúng theo sắp đặt của Đức Giê-hô-va.,Exactly and carefully conducted.
mettle,noun,dũng khí,"Because at the end of the day, it wasn't about proving my mettle .","Bởi vì vào cuối ngày, không còn là lúc chứng minh dũng khí của mình.",A quality of endurance and courage.
reparation,noun,sự bồi thường,The payment of reparations for years of alleged wrongs.,Thanh toán bồi thường cho những năm bị cáo buộc sai lầm.,"(usually in plural) A payment of time, effort or money to undo past transgression(s)."
palisade,verb,cọc rào nhọn,And I will besiege you with a palisade,"Dựng một hàng cọc vây hãm ngươi,","A wall of wooden stakes, used as a defensive barrier"
conciliate,verb,hoà giải,"By July, attempts at conciliation had completely collapsed.","Tháng 7, mọi nỗ lực hòa giải hoàn toàn sụp đổ.",Make calm and content; placate.
collude,verb,câu kết,I hate people colluding with Japanese pirates.,Ta ghét nhất kẻ câu kết với bọn Oa Khấu.,(intransitive) to act in concert with; to conspire
cajole,verb,nịnh hót,"You've got to make relationships, make deals, you've got to cajole , please, flatter, you've got to use your personal skills, and that's the way politics has always worked.","Bạn phải tạo dựng được mối quan hệ, hợp tác làm ăn, và bạn phải biết nịnh hót , tâng bốc bạn phải sử dụng kĩ năng của bản thân, và đó là luôn là cách mà chính trị hoạt động.",(transitive) To encourage or persuade by effort; to coax.
exult,verb,hân hoan,"A joyful outcry, rejoicing, exultation —these will be heard from the lips of the redeemed, or ransomed, ones.","Tiếng reo vui mừng, hân hoan , hớn hở phát ra từ môi của những người được chuộc.","to rejoice, be very happy"
spectral,adjective,bóng ma,But this is directly under where the spectral figure appeared and disappeared.,Nhưng thứ này ngay trực tiếp dưới cái bóng ma thứ ba xuất hiện và biến mất.,Having the appearance of a spectre; ghostly.
augury,noun,điềm,The augury is good?,Là điềm báo tốt?,A divination based on the appearance and behaviour of animals.
falconry,noun,nghề nuôi chim ưng,He bought the first Toyota Landcruiser in 1955 for falconry .,Ông mua chiếc Toyota Landcruiser đầu tiên vào năm 1955 để chơi chim săn .,"The sport of hunting by using trained birds of prey, especially falcons and hawks."
valor,noun,valour,What valor !,Thật là dũng cảm !,Value; worth.
prudence,noun,sự cẩn trọng,"“I rely on your well-known prudence ; observe, and do not intervene.”",- Tôi trông cậy vào sự cẩn trọng ai cũng biết tiếng của ông: hãy quan sát và chớ can thiệp.,"The quality or state of being prudent; wisdom in the way of caution and provision; discretion; carefulness; hence, also, economy; frugality."
pontifical,noun,giám mục,Some evidence suggests that the early lists of bishops and martyrs known as the Depositio episcoporum and Depositio martyrum were begun during his pontificate .,Một số bằng chứng cho thấy rằng danh sách các Giám mục tử đạo được gọi là Depositio episcoporum và Depositio martyrum đã được bắt đầu trong triều đại của ông.,of or pertaining to the pontifices of Ancient Rome
furtive,adjective,ngấm ngầm,I-I know what furtive is.,Tôi hiểu ngấm ngầm là thế nào.,Exhibiting guilty or evasive secrecy.
estuary,noun,cửa sông,11 of the 15 biggest cities stand on a coastline or river estuary .,11 trong số 15 đô thị lớn nhất tập trung ở đường bờ biển hay cửa sông .,Coastal water body where ocean tides and river water merge.
