word,part_of_speech,meaning,example,example_meaning,definition
serene,adjective,thanh bình,The sky gives space and peace and serenity .,"Bầu trời mang đến cho vạn vật không gian , sự yên lành và thanh bình .","Peaceful, calm, unruffled; unaffected by disturbance."
disentangle,verb,gỡ rối,"Lang's writings on Scottish history are characterised by a scholarly care for detail, a piquant literary style, and a gift for disentangling complicated questions.","Các bài viết của Lang về lịch sử Scotland được mô tả là có sự chăm chút uyên thâm đến từng chi tiết, sở hữu một phong cách văn học khêu gợi và một tài năng thiên bẩm trong việc gỡ rối các câu hỏi phức tạp.",(transitive) To free something from entanglement; to extricate or unknot
nudge,verb,lấn,Turn on nudges :,Bật tùy chọn nhắc nhở hoạt động:,"(transitive) To push against gently, especially in order to gain attention or give a signal"
constructive,adjective,suy diễn,"Let me give you one more example of perception as this active, constructive process.","Tôi xin đưa thêm 1 ví dụ về nhận thức như là một hoạt động chủ động, một quá trình suy diễn .",Relating to construction.
manageable,adjective,dễ sử dụng,"Let us restrict it to "" killed "" so that we may have a manageable figure.","Hãy giới hạn chỉ giết thôi, như vậy chúng ta sẽ có 1 số liệu dễ sử dụng hơn.",Capable of being managed; governable; tractable; subservient.
gravity,noun,trọng lực,Two facts. The first is that gravity acts on all objects in the same way.,"Có hai sự thật: Một là, trọng lực tác động lên mọi vật theo cùng một cách.","Resultant force on Earth's surface, of the attraction by the Earth's masses, and the centrifugal pseudo-force caused by the Earth's rotation."
stimulus,noun,sự kích thích,"And this is remarkable, because it's a remarkably simple stimulus .","Và nó rất là thú vị, bởi đây là một sự kích thích đơn giản dễ chú ý.",(physiology) Something external that elicits or influences a physiological or psychological activity or response.
nutrient,adjective,chất dinh dưỡng,It's got nutrients in it.,Nó chứa chất dinh dưỡng trong đó,"A source of nourishment, such as food, that can be metabolized by an organism to give energy and build tissue."
sorority,noun,liên đoàn bà xờ,You started a sorority ?,Con tổ chức một hội nữ sinh sao?,A group of girls or women associated for a common purpose; a sisterhood.
radiation,noun,bức xạ,SPACE is a dangerous place filled with lethal radiation and meteoroids.,Vũ trụ là một nơi nguy hiểm đầy các bức xạ chết người và thiên thạch.,"The shooting forth of anything from a point or surface, like the diverging rays of light; as, the radiation of heat."
lesion,verb,thương tổn,Skin lesions are spreading all over his body.,Thương tổn ở da đang lan rộng khắp người.,A wound or injury.
ooze,verb,rỉ ra,"They're opening up, and the fatty tissues are oozing out.",Chúng hở miệng và mô béo đang rỉ ra từ đó.,Potion of vegetable matter used for leather tanning.
premises,noun,cơ sở,Are the premises warranted?,Các cơ sở có được đảm bảo không?,"(plural only; not used in singular form) land, and all the built structures on it, especially when considered as a single place."
gargoyle,noun,miệng máng xối,Gargoyles and demons.,Gargoyles và Ác Quỷ.,A carved grotesque figure on a spout which conveys water away from the gutters.
torque,verb,mômen,"Where a large inrush current and high starting torque can be permitted, the motor can be started across the line, by applying full line voltage to the terminals (direct-on-line, DOL).","Khi có thể khởi động với mômen khởi động lớn và dòng khởi động cao, động cơ có thể được khởi động trên đường dây, bằng cách áp dụng đường dây điện áp đầy đủ cho các thiết bị đầu cuối (trực tiếp, DOL).","A rotational or twisting effect of a force; a moment of force. Torque is measured as an equivalent straight line force multiplied by the distance from the axis of rotation, hence the SI unit Newton-metre (Nm) or imperial unit foot-pound (ft.lbf)."
transmission,noun,sự truyền,"The first, to prevent mother- to- child transmission .","Đầu tiên, để ngăn chặn sự truyền nhiễm từ mẹ sang con.","The act of transmitting, e.g. data or electric power."
relay,verb,tiếp âm,What's a relay tower?,Tháp tiếp âm là gì?,(electronics) An electrical actuator that allows a relatively small electrical voltage or current to control a larger voltage or current.
hacker,noun,hacker,Hackers represent an exceptional force for change in the 21st century.,Các hacker đại diện cho một lực lượng đặc biệt cho sự chuyển dịch trong thế kỳ 21.,"Something which hacks, a tool or device for hacking."
virus,noun,virus,It's aimed at making the virus hit with maximum impact.,Nó là nhằm mục đích làm cho virus có tác động tối đa.,"(archaic) Venom, as produced by a poisonous animal etc."
naysayer,noun,,I got to prove all those naysayers wrong.,Bố phải chứng minh cho mọi người những gì họ nói là sai.,"One who consistently denies, criticizes, or doubts; a detractor."
profile,verb,hình dạng,"The bottom has a very uneven profile , it is covered with silt, and contains numerous trenches of various size and shape in the northern part.","Đáy hồ có hình dạng rất không đồng đều, nó được bao phủ bằng phù sa, và chứa rất nhiều khe rãnh có kích thước và hình dạng khác nhau ở phần phía bắc.",(uncountable) prominence; noticeability
picayune,adjective,hèn hạ,Us and our picayune neighbours.,Chúng ta và những người Picayune láng giềng.,"Petty, trivial; of little consequence; small and of little importance; picayunish;"
adjustment,noun,sự điều chỉnh,"As time went by, new assignments prompted me to make more adjustments .","Với thời gian, những nhiệm vụ mới đã thôi thúc tôi có thêm sự điều chỉnh .",a small change; a minor correction; a modification
synthetic,adjective,tổng hợp,You mean the one with some kind of synthetic sequence you refuse to explain?,Cái có đoạn gien tổng hợp cô không giải thích ấy hả?,"Of, or relating to synthesis."
demographic,noun,nhân khẩu học,"We want a key demographic to get on board, and then...",Chúng ta phải điều tra nhân khẩu học rồi sau đó...,Of or pertaining to demography.
varied,adjective,khác nhau,Seasonal conditions vary around the globe.,Trên khắp địa cầu có nhiều mùa khác nhau .,Simple past tense and past participle of vary.
genealogy,noun,phả hệ,"We can also see trees being used to map genealogy ,","Chúng ta cũng thấy những cây phả hệ ,","(countable) The descent of a person, family, or group from an ancestor or ancestors; lineage or pedigree."
monitor,verb,giám sát,We can monitor your vital signs from anywhere on the planet.,Chúng tôi có thể giám sát dấu hiệu sự sống của anh bất cứ đâu trên hành tin.,Someone who watches over something; a person in charge of something or someone.
efficiency,noun,hiệu quả,How did this homeless man learn to kill so efficiently ?,Làm sao tên vô gia cư này học được cách giết người hiệu quả ?,The extent to which time is well used for the intended task.
petition,noun,đơn,"Outside the jail, the whole country went into a frenzy, some attacking me badly, and others supportive and even collecting signatures in a petition to be sent to the king to release me.","Bên ngoài nhà tù, cả đất nước phẫn nộ, người thì chỉ trích tôi nặng nề, người khác lại ủng hộ và còn thu thập các chữ ký vào đơn thỉnh cầu gửi cho nhà vua xin thả tôi ra.","A formal, written request made to an official person or organized body, often containing many signatures."
acquiesce,verb,nhận,"I asked for it back, they acquiesced .","Tôi muốn có lại nó, họ đã chấp nhận","(intransitive) To concur upon conviction; as, to acquiesce in an opinion; to assent to; usually, to concur, not heartily but so far as to forbear opposition."
chromosome,noun,nhiễm sắc thể,And we'll come back to chromosomes in a minute.,Chúng ta sẽ nói về nhiễm sắc thể sau một phút.,"(biology, cytology) A structure in the cell nucleus that contains DNA, histone protein, and other structural proteins."
ambient,adjective,chung quanh,Show specified diffuse and ambient light,Hiển thị ánh sáng chung quanh và khuếch tán đã xác định,Encompassing on all sides; surrounding; encircling; enveloping.
fascinating,adjective,làm mê,Fascinating .,Thật hấp dẫn .,Having interesting qualities; captivating; attractive.
sedative,adjective,thuốc giảm đau,He's had a sedative .,Anh ấy vừa được tiêm thuốc giảm đau .,"An agent or drug that sedates, having a calming or soothing effect, or inducing sleep."
bloc,noun,khối,"Actually, my bloc gained seats more than eight weeks ago.",Thực tế là khối của tôi đã tăng thêm ghế từ 8 tuần trước.,a group of voters or politicians who share common goals
chancellor,noun,thủ tướng,"But the chancellor spoke one truth, if only one.","Nhưng tên thủ tướng nói đúng một điều, Duy nhất một điều.","A judicial court of chancery, which in England and in the United States is distinctively a court with equity jurisdiction."
preposterous,adjective,vô lý,Do you find such positions sound or preposterous ?,Bạn thấy những lập luận ấy có cơ sở—hay vô lý ?,"Absurd, or contrary to common sense."
