word,part_of_speech,meaning,example,example_meaning,definition
bough,noun,nhánh,"In Leviticus 23:40, God told Moses to command the people: ""On the first day you shall take the product of hadar trees, branches of palm trees, boughs of leafy trees, and willows of the brook,"" and ""You shall live in booths seven days; all citizens in Israel shall live in booths, in order that future generations may know that I made the Israelite people live in booths when I brought them out of the land of Egypt.""","Trong Sách Lêvi, Thiên Chúa nói với Môsê để chỉ huy người dân: ""Ngày thứ nhất, các con hãy lấy những quả trái tốt nhất từ cây Hadar, từ nhánh cây dừa, từ cây có lá khác và từ cây chi liễu trong dòng suối nhỏ.(Leviticus 23:40) và ""Các con sẽ được sống trong lều tạm trong bảy ngày; mọi công dân trong Israel phải sống trong những túp lều tạm, để các thế hệ tương lai có thể biết rằng Thiên Chúa làm cho người Do Thái sống trong lều tạm khi Thiên Chúa đem họ ra khỏi đất Ai cập""(Leviticus 23:42-43) Lễ Lều Tạm mang tính chất lịch sử và nông nghiệp của người Do Thái.",A firm branch of a tree.
apparel,verb,y phục,"* Many are lifted up in pride because of the costliness of their apparel , Jacob 2:13.","* Nhiều người đã trở nên kiêu ngạo vì các y phục đắt giá của mình, GCốp 2:13.",(transitive) To furnish with apparatus; to equip; to fit out.
ancient,adjective,cổ,And it is perhaps the best example we have in Los Angeles of ancient extraterrestrial architecture.,Và nó có lẽ là ví dụ điển hình nhất chúng ta có được tại Los Angeles về kiến trúc ngoài hành tinh cổ đại.,Having lasted from a remote period; having been of long duration; of great age; very old.
glee,verb,niềm vui sướng,"I saw fashionably dressed women clapping their hands and screaming with glee , while respectable middle-class mothers held up their babies to see the ""fun"".","Tôi thấy những người phụ nữ ăn mặc thời trang vỗ tay và la hét với niềm vui sướng , còn các bà mẹ trung lưu đáng kính thì giơ con mình lên để xem ""trò vui"".","(uncountable) Joy; merriment; mirth; gaiety; particularly, the mirth enjoyed at a feast."
pout,verb,bĩu môi,Stop pouting !,Dừng lại bĩu môi !,One's facial expression when pouting.
naughty,adjective,nghịch ngợm,Every night he sends us off to bed like naughty children.,"Mỗi đêm, ông sai chúng ta đi ngủ như trẻ em nghịch ngợm .",bad; tending to misbehave or act badly.
frightful,adjective,kinh khủng,What a frightful fellow.,Một lão kinh khủng .,(obsolete): Full of fright; affrighted; frightened.
soul,noun,linh hồn,Myth 1: The Soul Is Immortal,Quan điểm 1: Linh hồn bất tử,(music) Soul music.
holler,adjective,người la,It’s not easy to work in an environment in which people holler and scream.,Thật không dễ làm việc trong một môi trường có người la ó và quát tháo.,"A yell, shout."
wave,verb,vẫy,They'll wave dragon banners and shout my name?,Họ sẽ vẫy cờ in hình rồng và kêu gào tên tôi chắc?,(intransitive) To move back and forth repeatedly.
