word,part_of_speech,meaning,example,example_meaning,definition
categorical,adjective,rõ ràng,I have given the most categorical orders that there is to be no thought of surrender and that all troops are to continue fighting to the end...,Tôi đã đưa ra những mệnh lệnh rõ ràng nhất rằng sẽ không có ý nghĩ đầu hàng và tất cả người lính sẽ tiếp tục chiến đấu đến cùng...,absolute; having no exception
consummate,verb,hoàn thành,"And, finally, that you were "" unable to consummate the marriage. ""","Và cuối cùng, anh "" không thể hoàn thành cuộc hôn nhân. ""","Complete in every detail, perfect, absolute."
providential,adjective,có trời phù hộ,How providential that proved to be!,Thật may mắn làm sao!,Fortunate as if occurring as a gift from a deity.
cassock,noun,áo cà sa,"Cardinal Ugo Poletti, Rome’s vicar-general, followed up with a three-page letter to those involved, stating that “the religious suit or cassock is obligatory in liturgical celebrations, in the administrations of the sacraments, in preaching (and it) is strongly recommended in the milieu of one’s own pastoral ministry.”","Hồng-y giáo-chủ Ugo Poletti, Cha sở thành Rô-ma tiếp theo đó có viết một bức thơ ba trang cho những kẻ dự phần vào việc ấy, nói rằng: “Y-phục tôn-giáo hoặc áo choàng thầy tu đều bắt buộc trong các nghi lễ tôn-giáo, khi hành-lễ các phép bí-tích và trong khi rao giảng, (và điều này) được khuyến nhủ một cách mạnh mẽ trong công việc chăn chiên”.","An item of clerical clothing: a long, sheath-like, close-fitting, ankle-length robe worn by clergy members of some Christian denominations."
conscription,noun,sự gọi nhập ngũ,"Conscript the men, leave the girls behind.","Hãy lấy những người đàn ông, tôi sẽ không giao những cô gái đâu.","involuntary labor, especially military service, demanded by some established authority"
consecrated,adjective,thánh,"Consecrate , Law of Consecration","Dâng Hiến , Luật Dâng Hiến",Simple past tense and past participle ofconsecrate.
predisposed,adjective,có khuynh hướng,It occurs in people who are genetically predisposed .,Nó xảy ra ở những người tiền định vị di truyền.,inclined
penury,noun,cảnh cơ hàn,"Noting this penury , to myself I said, An if a man did need a poison now,","Cần lưu ý cảnh cơ hàn này, đến bản thân mình tôi đã nói, An nếu một người đàn ông đã cần một chất độc,",extreme want; poverty; destitution.
galleon,noun,thuyền buồm lớn,"In 1615, an embassy and trade mission under Hasekura Tsunenaga was sent across the Pacific to Nueva España (New Spain) on the Japanese-built galleon San Juan Bautista.","Năm 1615, một đoàn sứ thần và thương nhân do Hasekura Tsunenaga dong buồm ra Thái Bình Dương đến Nueva Espana (Tân Tây Ban Nha, sau này bị Mĩ chiếm do thua trận) con thuyền buồm lớn của người Nhật San Juan Bautista.","(nautical) A large, three masted, square rigged sailing ship with at least two decks."
barbarous,adjective,man rợ,That's barbaric !,Thật dã man !,(said of language) Not classical or pure.
