word,part_of_speech,meaning,example,example_meaning,definition
annex,verb,chái,"Gies stated that every year she spent the entire day of 4 August in mourning, the date those in the Annex were arrested.","Gies cho rằng bà thường dành trọn cả buổi sáng ngày 4/8 hằng năm, ngày mà mọi người trong chái nhà bị bắt.","An addition, an extension."
devastate,verb,phá phách,Women found him devastating .,Phụ nữ thấy anh ta thật phá phách .,"To ruin many or all things over a large area, such as most or all buildings of a city, or cities of a region, or trees of a forest."
quota,noun,chỉ tiêu,"For instance, this shot- quota thing we got going.","Ví dụ, cái chỉ tiêu vé phạt chúng tôi đang thi hành này.",A proportional part or share; the share or proportion assigned to each in a division.
influential,adjective,có thế lực,"Some 80 years ago, influential Seventh-Day Adventist E.","Khoảng 80 năm trước, một người theo đạo Cơ đốc có thế lực là E.",A person who has influence
steep,adjective,dốc,"The Albera is highly resistant to cold, though susceptible to heat, and is well adapted to the steep terrain of the Albera Massif.","Albera có khả năng chịu lạnh cao, mặc dù dễ bị ảnh hưởng bởi nhiệt độ, và thích nghi tốt với địa hình dốc của khối núi Albera.","Of a near-vertical gradient; of a slope, surface, curve, etc. that proceeds upward at an angle near vertical."
kiosk,noun,quán,"Outlets may be stands or kiosks , which may provide no shelter or seating, or fast food restaurants (also known as quick service restaurants).","Cửa hàng có thể được viết tắt hoặc các quán , có thể có hoặc không có chỗ ngồi cho thực khách, hay nhà hàng thức ăn nhanh (còn gọi là nhà hàng phục vụ nhanh chóng).","a small enclosed structure, often freestanding, open on one side or with a window, used as a booth to sell newspapers, cigarettes, etc."
neutral,adjective,trung tính,"And you think of your enemies, and you think of the neutral ones.","Và bạn nghĩ đến kẻ thù, và những người trung tính .",Not taking sides in a conflict such as war; nonaligned.
precedent,adjective,lệ trước,There are 412 precedents in the Fatality Index.,Đã có 412 tiền lệ trước đó trong Điều khoản Tử vong.,An act in the past which may be used as an example to help decide the outcome of similar instances in the future.
annihilation,noun,sự huỷ diệt,So the only thing standing between Athens and total annihilation is Leonidas and 300 Spartans.,Vậy thứ duy nhất chắn giữa Athens... và sự huỷ diệt hoàn toàn... là Leonidas và 300 chiến binh Sparta.,"The act of reducing to nothing, or nonexistence; or the act of destroying the form or combination of parts under which a thing exists, so that the name can no longer be applied to it; as, the annihilation of a corporation."
conquest,noun,sự chinh phục,"(Psalm 2:4-6) The time has now arrived for Christ, under Jehovah’s direction, “to complete his conquest .”",(Thi-thiên 2:4-6) Giờ đã đến để Đấng Christ “hoàn tất sự chinh phục của mình”.,Victory gained through combat; the subjugation of an enemy.
detain,verb,giam giữ,"He was detained as a prisoner of war, and later taken to the United States.","Ông bị giam giữ như một tù binh chiến tranh, và sau này bị đưa về Mỹ.",Keep (someone) from proceeding by holding them back or making claims on their attention.
diesel,noun,dầu diesel,They form instead the major part of diesel and aviation fuel.,"Ngược lại, chúng tạo ra thành phần chủ yếu của dầu diesel (điêzen) và nhiên liệu hàng không.",A fuel derived from petroleum (or other oils) but heavier than gasoline/petrol. Used to power diesel engines which burn this fuel using the heat produced when air is compressed.
atrocity,noun,sự tàn bạo,All I want is to know that this atrocity is false.,Tôi chỉ muốn biết sự tàn bạo này là đồ giả thôi.,(uncountable) The quality or state of being atrocious; enormous wickedness; extreme criminality or cruelty.
unfounded,adjective,vô căn cứ,Are your fears completely unfounded ?,Nỗi lo sợ của bạn có hoàn toàn vô căn cứ không?,Having no strong foundation; not based on solid reasons or facts.
farfetched,adjective,quá xa vời,"To many, that might sound farfetched .","Đối với nhiều người, điều này có vẻ viển vông .",Alternative spelling of far-fetched.
perpetrator,noun,kẻ gây ra,"He is Hassan, a gravely injured mercenary who is one of the perpetrators of the massacre.","Ông là Hassan, một người lính đánh thuê bị thương nặng, là một trong những kẻ gây ra vụ thảm sát.","One who perpetrates; esp., one who commits an offence or crime."
reckoning,noun,sự tính toán,What that man does is carry out a dark reckoning for his city.,Chuyện mà tên đó làm là tiến hành sự tính toán đen tối ở thành phố của hắn.,Present participle of reckon.
account,verb,bản kê khai,The only reason these accounts survived was because I hid them in case the taxman came knocking.,Lí do duy nhất mấy bản kê khai đó vẫn còn là vì tôi giấu đi phòng khi người thu thuế tới gõ cửa.,(archaic) A reckoning; computation; calculation; enumeration; a record of some reckoning.
esteemed,adjective,,Twenty-five years ago my esteemed BYU teacher Hugh W.,"Cách đây hai mươi lăm năm, người thầy đáng kính của tôi ở trường BYU, là Hugh W.","respected, having respect or admiration from others."
contraband,adjective,lậu,"21 En route, the bus sped through a routine road checkpoint, and the traffic police gave chase and stopped it, suspecting that it carried contraband .","21 Dọc đường, xe buýt chạy vượt qua một trạm kiểm soát thường lệ và cảnh sát công lộ nghi xe chở hàng hóa buôn lậu nên đuổi theo và bắt xe đó phải dừng lại.",any goods which are illicit or illegal to possess
genuinely,adverb,thực sự,Why do so few genuine Android tablet apps exist ?,Tại sao lại có quá ít ứng dụng thực sự dành cho máy tính bảng Android ?,In a genuine manner; .
casualty,noun,người bị thương,"I repeat, multiple casualties !","Tôi nhắc lại, có nhiều người bị thương !",(obsolete) Chance nature; randomness.
incriminating,adjective,,You're likely to incriminate yourself.,Mẹ rất có khả năng buộc tội chính mình.,"Causing, showing, or proving that one is guilty of wrongdoing."
tributary,adjective,sông nhánh,"While I was serving there in April 1957, the Amazon River and its tributaries overflowed their banks.","Trong khi tôi phục vụ ở đó vào tháng 4 năm 1957, sông Amazon và những sông nhánh chảy tràn qua bờ.",A river that flows into a larger river or other body of water.
dub,verb,lồng tiếng,He goes from dubbing cartoons to international banking.,Anh ấy xuất phát từ việc lồng tiếng phim hoạt hình đến làm ở ngân hàng quốc tế.,(obsolete) A blow.
ideal,noun,lý tưởng,It is good to have ideals ... don't you think?,Có lý tưởng là điều tốt... bạn nghĩ sao?,Optimal; being the best possibility.
