word,part_of_speech,meaning,example,example_meaning,definition
renaissance,noun,sự phục hưng,The renaissance was born: a new age where learning was very important.,Sự phục hưng ra đời: một thời đại mới khi học tập trở thành rất quan trọng.,A rebirth or revival.
legume,noun,cây họ đậu,The legume lectins are probably the most well-studied lectins.,Các lectin từ các cây họ Đậu có lẽ là các lectin được nghiên cứu nhiều nhất.,The fruit or seed of leguminous plants (as peas or beans) used for food; a vegetable used for food.
journalist,noun,nhà báo,"In 1843, she moved to Santiago where her brother was a journalist .","Năm 1843, bà chuyển đến Santiago, nơi anh trai bà là một nhà báo .","(originally) The keeper of a person journal, who writes in it regularly"
omelet,noun,trứng tráng,"Spanish omelets , paella, and tapas are renowned the world over.","Trứng tráng , paella và tapas của Tây Ban Nha là những món ăn nổi tiếng thế giới.",(US) Alternative spelling of omelette
depart,verb,ra đi,4 And it came to pass that he departed into the wilderness.,"4 Và chuyện rằng, ông ra đi vào vùng hoang dã.",(intransitive) To leave; to set out on a journey.
forgiveness,noun,sự tha thứ,Think about a situation in your own family that required forgiveness .,Hãy nghĩ về một tình huống trong gia đình của các em đòi hỏi sự tha thứ .,The action of forgiving.
inhalation,noun,thuốc xông,"To cope with her illness, Silvia takes 36 pills every day, uses inhalers , and receives physical therapy.","Để trị bệnh, mỗi ngày Silvia phải uống 36 viên thuốc , xông thuốc vào mũi và tập vật lý trị liệu.",The substance (medicament) which is inhaled.
unexpected,adjective,bất ngờ,This is unexpected .,Thật bất ngờ đấy.,"Not expected, anticipated or foreseen."
custard,noun,món sữa trứng,"Then custard , which I made from scratch.",Sau đó là mãng cầu được trộn đều.,"(uncountable) A type of sauce made from milk and eggs (and usually sugar, and sometimes vanilla or other flavourings) and thickened by heat, served hot poured over desserts, as a filling for some pies and cakes, or cold and solidified; also used as a base for some savoury dishes, such as quiches."
necropolis,noun,nghĩa địa,The necropolis consists of 100 graves and circular buildings each with a diameter of about 20 meters.,Nghĩa địa chôn cất bao gồm 100 ngôi mộ và các tòa nhà tròn có đường kính khoảng 20 mét.,"A large cemetery, especially one of elaborate construction in an ancient city."
ratatouille,noun,Ratatouille,"The Ratatouille Big Cheese Tour began on May 11, 2007, with cooking demonstrations and a film preview.","Ratatouille Big Cheese Tour khai màn vào ngày 11 tháng 5 năm 2007, với những màn biểu diễn nấu ăn và một buổi xem trước phim.","A traditional French Provençal stewed vegetable dish consisting primarily of tomatoes, zucchini and eggplant, with other ingredients."
electoral,adjective,cử tri,The senators are elected by the whole electorate and do not represent any geographical district.,Các thượng nghị sĩ được bầu bởi cử tri và không đại diện cho khu vực địa lý.,"of, or relating to elections"
partnership,noun,công ty,Don't screw up the most lucrative partnership this company has.,Đừng phá hỏng mối quan hệ sinh lời nhất của công ty này nhé.,the state of being associated with a partner
finalize,verb,hoàn thành,You need the Emperor in order to accomplish your final design.,Ngươi cần Hoàng Thượng để hoàn thành việc ngươi muốn.,(transitive) To make final or firm; to finish or complete.
haughtiness,noun,tính kiêu căng,"We need to act with wisdom and be careful not to develop a haughty , or arrogant, disposition.","Chúng ta cần hành động khôn ngoan, đồng thời cẩn thận không để lòng phát sinh tính kiêu căng .","The state or property of being haughty; arrogance, snobbery."
