word,part_of_speech,meaning,example,example_meaning,definition
motionless,adjective,bất động,"It is called "" Motionless and Obedient. ""","Đó là bài "" Bất động đậy và ngoan ngoãn nha. ""","At rest, stationary, immobile, not moving."
bet,verb,đánh cá,They bet on horse races and dog races.,Họ đánh cá những cuộc đua ngựa và đua chó.,"A wager, an agreement between two parties that a stake (usually money) will be paid by the loser to the winner (the winner being the one who correctly forecast the outcome of an event)."
cheap,adjective,rẻ,"Trump stated that he was not enthusiastic to be a stock market investor, but that prime real estate at good prices was hard to find at that time and that stocks and equity securities were cheap and generating good cash flow from dividends.","Trump nói rằng ông không mặn mà với việc trở thành một nhà đầu tư chứng khoán, nhưng tại thời điểm đó rất khó tìm được một bất động sản hạng nhất với giá tốt trong khi cổ phiếu lúc đó rẻ và tạo ra dòng tiền tốt từ cổ tức.",Low and/or reduced in price.
flaw,verb,chỗ hỏng,In May 2012 BaBar reported that their recently analyzed data may suggest possible flaws in the Standard Model of particle physics.,"Tháng 5 năm 2012, nhóm hợp tác BaBar báo cáo rằng số liệu vừa mới phân tích của họ gợi ý rằng mô hình chuẩn có thể có chỗ hỏng .","A crack or breach, a gap or fissure; a defect of continuity or cohesion."
leak,adjective,làm rò rỉ,That mole leaked intel leading to the abduction and torture of Reddington.,Kẻ đó làm rò rỉ thông tin dẫn đến vụ bắt cóc và tra tấn Reddington.,"A crack, crevice, fissure, or hole which admits water or other fluid, or lets it escape."
expert,adjective,lão luyện,"Anti-establishment radical, gun fanatic, weapons expert .","Hệ thống cực đoan, những người mê súng, vũ khí lão luyện .",Extraordinarily capable or knowledgeable.
invitation,noun,giấy mời,"Display a copy of the printed invitation , and explain how it can be used effectively.","Cho xem giấy mời , và giải thích làm sao dùng giấy mời một cách hữu hiệu.","The act of inviting; solicitation; the requesting of a person's company; as, an invitation to a party, to a dinner, or to visit a friend."
future,noun,tương lai,No man can tell the future .,Chuyện xảy ra trong tương lai chẳng ai có thể nói chuẩn xác được cả.,The time ahead; those moments yet to be experienced.
overview,verb,toàn cảnh,Desktop Overview,Toàn cảnh màn hình,"A brief summary, as of a book or a presentation."
publish,verb,xuất bản,Kiplinger publishes magazines on personal finance.,Kiplinger xuất bản các tạp chí về tài chính cá nhân.,(intransitive): To issue a medium (e.g. publication).
rapscallion,noun,kẻ bất lương,,,"A rascal, scamp, rogue, or scoundrel."
unmotivated,adjective,không có lý do,Q: Can we have the unmotivated passion that is necessary to perceive the truth?,Người hỏi: Liệu chúng ta có thể có sự đam mê không động cơ mà cần thiết để trực nhận sự thật?,"Lacking motivation, without impetus to strive or excel."
dilute,adjective,pha loãng,"It's an innate thing called ""goal dilution .""",Đó là thứ bẩm sinh gọi là sự pha loãng mục tiêu .,(transitive) To make thinner by adding solvent to a solution; especially by adding water.
polygamy,noun,chế độ đa thê,The practice of polygamy first appeared in the line of Cain.,Chế độ đa thê bắt đầu trong dòng dõi Ca-in.,"Commonly used specifically for polygyny, the marriage of a man to more than one wife, or the practice of having several wives, at the same time."
bran,noun,cám,"Rice bran , called nuka in Japan, is a valuable commodity in Asia and is used for many daily needs.","Cám gạo, gọi là nuka ở Nhật Bản, là một mặt hàng có giá trị ở châu Á và được dùng cho nhiều nhu cầu thiết yếu hàng ngày.",Outside layer of a grain.
transgressor,noun,người có tội,(Psalm 51:13) How could sinful David teach transgressors of God’s Law?,Làm sao mà người có tội Đa-vít có thể dạy những kẻ vi phạm luật pháp của Đức Chúa Trời?,Someone who transgresses.
hue and cry,noun,hue và khóc,"“The hue and cry was raised,” Father went on at last, and I stopped holding my breath.","“Tiếng kêu la rền vang ,” cuối cùng bố cũng kể tiếp, nên tôi thôi không nín thở nữa.",(historical) The public pursuit of a felon; accompanied by shouts to warn others to give chase.
voracity,noun,lòng khao khát,,,the state of being voracious; rapacity or extreme gluttony
quartermaster,noun,Quartermaster,Quartermaster .,Thủy thủ trưởng .,"(military) An officer whose duty is to provide quarters, provisions, storage, clothing, fuel, stationery, and transportation for a regiment or other body of troops, and superintend the supplies."
jute,noun,đay,"For most part, the climate of the region is called the Monsoon climate, which keeps the region humid during summer and dry during winter, and favours the cultivation of jute , tea, rice, and various vegetables in this region.","Hầu hết các địa phương có khí hậu gió mùa, duy trì ẩm trong mùa hè và khô trong mùa đông, và tạo thuận lợi để trồng đay , trà, lúa gạo và các loại cây khác.","The coarse, strong fiber of the East Indian plant, Corchorus olitorius, used to make mats, paper, gunny cloth etc."
surrealism,noun,chủ nghĩa siêu thực,Her paintings of that period are influenced by surrealism .,Những bức vẽ của bà trong thời kỳ đó bị ảnh hưởng bởi chủ nghĩa siêu thực .,An artistic movement and an aesthetic philosophy that aims for the liberation of the mind by emphasizing the critical and imaginative powers of the subconscious.
yuppie,noun,yuppie,Yuppies .,Mẹ kiếp chán quá .,(informal) a young upwardly mobile urban professional person with an affluent lifestyle
orchard,noun,vườn cây ăn quả,I particularly remember one place we stayed —it was in an orchard by a stream.,"Tôi đặc biệt nhớ vườn cây ăn quả gần dòng suối, một nơi chúng tôi đã tạm trú.",A garden or an area of land to the cultivation of fruit or nut trees.
whip,verb,quất,I even whipped myself before I went to sleep.,Thậm chí tôi còn tự quất mình trước khi đi ngủ.,"A lash; a pliant, flexible instrument, such as a rod (commonly of cane or rattan) or a plaited or braided rope or thong (commonly of leather) used to create a sharp ""crack"" sound for directing or herding animals"
payroll,verb,soå löông,Why is she on our payroll ?,Sao ta phải chi trả khoản này?,"A list of employees who receive salary or wages, together with the amounts due to each."
skyrocket,verb,pháo thăng thiên,"""""""You know, Catherine wheels, skyrockets , and all that.""","“Cô biết rồi đấy, vòng pháo hoa, pháo thăng thiên , và nhiều thứ lắm.","a type of firework that uses a solid rocket motor to rise quickly into the sky where it emits a variety of effects such as stars, bangs, crackles, etc."
vulture,noun,kền kền,Did you know that turkey vultures have a wingspan of over six feet?,"Mẹ có biết là kền kền gà tây có sải cánh 1,8 mét không?",(colloquial) A person who profits from the suffering of others.
stubby,adjective,có nhiều gốc cây,You're stubby but soft.,Anh cùn nhưng mềm.,"(Australian, New Zealand, slang) A small bottle of beer."
killjoy,noun,người làm mất vui,Killjoy .,Kẻ phá đám .,"A person who is anti-fun, or prevents others from having fun"
denotation,noun,dấu hiệu,"Both authors agree that the sign was not readily understandable as denoting Christ, which corresponds with the fact that there is no certain evidence of the use of the letters chi and rho as a Christian sign before Constantine.","Cả hai tác giả đều đồng ý với quan điểm rằng dấu hiệu này không hoàn toàn dễ hiểu để chỉ Chúa Kitô, ứng với thực tế là không có bằng chứng nào về việc sử dụng các chữ cái chi và rho như một biểu tượng Kitô giáo trước Constantinus.","The act of denoting, or something (such as a symbol) that denotes"
morpheme,noun,hình vị,"It is an agglutinative language; in other words, morphemes (""units of meaning"") are added together to create words, unlike analytic languages where morphemes are purely added together to create sentences.","Nó là một ngôn ngữ chấp dính; nói cách khác, các hình vị (""đơn vị nghĩa"") được thêm vào nhau để tạo ra các từ, không giống như các ngôn ngữ phân tích trong đó các hình vị chỉ hoàn toàn được thêm vào với nhau để tạo ra câu.","(linguistics) The smallest linguistic unit within a word that can carry a meaning, such as ""un-"", ""break"", and ""-able"" in the word ""unbreakable""."
idiomatic,adjective,có nhiều thành ngữ,Are they idiomatic ?,Lời văn có mạch lạc không?,Pertaining or conforming to the mode of expression characteristic of a language.
lingua franca,noun,ngôn ngữ chung,That's why they've really become the new lingua franca .,Đó là lý do chúng trở thành một ngôn ngữ chung .,"a common language used by people of diverse backgrounds to communicate with one another, often a basic form of speech with simplified grammar"
honeymoon,verb,hưởng tuần trăng mật,Is that something to say for someone that just came back from their honeymoon ?!,Con mới đi hưởng tuần trăng mật về mà sao còn nói như vậy được?,The period of time immediately following a marriage.
wedlock,noun,đã kết hôn,"(Genesis 2:18, 21) But the key lies in the hands of those united in wedlock .","(Sáng-thế Ký 2:18, 21) Nhưng chìa khóa nằm trong tay những người đã kết hôn .",The state of being married; matrimony.
abdication,noun,sự thoái vị,The Empire came to an end in 1870 with the abdication of the Emperor Napoleon III.,Đế quốc đã kết thúc vào năm 1870 với sự thoái vị của Hoàng đế Napoléon III.,"The act of abdicating; the renunciation of a high office, dignity, or trust, by its holder; commonly the voluntary renunciation of sovereign power; as, abdication of the throne, government, power, authority."
forfeiture,noun,cái bị mất,On the forfeiture of property by married women .,"Khi lập gia đình, tài sản do người phụ nữ quản lý.",(law) A legal action whereby a person loses all interest in the forfeit property.
prorate,verb,chia theo tyû leä,"Instead of normalizing it to a year, the interest is prorated by the number of days t: (365/t)×100.","Thay vì bình thường hóa nó cho một năm, tiền lãi được tính tỷ lệ theo số ngày t: (365/t)×100.","To divide proportionately, especially by day."
