word,part_of_speech,meaning,example,example_meaning,definition
cry,verb,khóc,Then why are you crying right now?,Thế sao em lại khóc ?,(intransitive) To shed tears; to weep.
cwm,noun,thung lũng tròn,"Cwm Hirnant means the ""valley of the long stream"" in Welsh.","Cwm Hirnant có nghĩa là ""thung lũng của con suối dài"" trong tiếng Wales.",A valley head created through glacial erosion and with a shape similar to an amphitheatre.
dry,adjective,khô,+ It will become so dry that neither a strong arm nor many people will be needed to pull it up by the roots.,"+ Nó sẽ khô đến nỗi không cần cánh tay mạnh, cũng không cần nhiều người vẫn có thể nhổ nó bật rễ.",Maintaining temperance; void or abstinent from alcoholic beverages.
fly,verb,bay,"Instead, the ""special missions"" were entrusted to two private charter airlines flying under contract to the Lao military–Laos Air Lines and Lao Air Transport.","Thay vào đó, ""phi vụ đặc biệt"" đã được giao phó cho hai hãng hàng không điều lệ tư nhân bay theo hợp đồng cho hai hãng hàng không quân đội Lào là Laos Air Lines và Lao Air Transport.","(zoology) Any insect of the order Diptera; characterized by having two wings, also called true flies."
fry,verb,chiên,"Abura-age can also be stuffed, e.g. with nattō, before frying again.","Aburaage cũng có thể được nhồi, ví dụ với nattō, trước khi chiên lại lần nữa.",(transitive) To cook (something) in hot fat.
gym,verb,phòng tập thể dục,It's a popular compound found in some MMA gyms .,Đó là một hợp chất phổ biến được tìm thấy trong một số phòng tập thể dục .,short form of gymnasium.
nth,adjective,nth,She's talking about an Nth Metal meteorite.,Cô ta đang nói về thiên thạch kim loại Nth .,(mathematics) Occurring at positionnin a sequence.
pyx,noun,hộp đựng bánh thánh,,,the small container used to hold the consecrated bread of the Eucharist
shy,adjective,bẽn lẽn,"This shy , awkward little thing from Georgia with a heart condition.","Sự bẽn lẽn này, một chút vụng về từ Georgia... với một căn bệnh tim.",Easily frightened; timid.
sky,noun,trời,Sometimes you can see the ISS in the sky .,Thỉnh thoảng bạn có thể thấy ISS trên bầu trời .,(obsolete) A cloud.
spy,noun,gián điệp,I had no reason to believe that Mac was a spy .,Tôi không có lý do nào để tin Mac là một gián điệp .,A person who secretly watches and examines the actions of other individuals or organizations and gathers information on them (usually to gain an advantage)
sty,noun,chuồng,"It will mean a warm pound in winter, a light in every stall, sty and roost.","Nó có nghĩa là một chỗ ở ấm hơn trong mùa đông, một ánh sáng cho mỗi chuồng , mỗi trại.",A pen or enclosure for swine.
tsk,verb,,"Tsk , God.","Ôi , Chúa ơi.",An exclamation of disapproval.
qabala,proper,,"In 2002, Lezgian was spoken by about 397,000 people in Russia, mainly Southern Dagestan, and in 1999 by 178,400 people in mainly the Qusar, Quba, Qabala , Oghuz, Ismailli and Khachmaz (Xaçmaz) provinces of northeastern Azerbaijan.","Tính đến năm 2002, tiếng Lezgin là ngôn ngữ của 397.000 người ở Nga, chủ yếu tại Nam Dagestan, và tính năm 1999 bởi 178.400 người chủ yếu ở các quận Qusar, Quba , Qabala, Oghuz, Ismailli và Khachmaz (Xaçmaz) miền đông bắc Azerbaijan.",Alternative spelling of Kabballah.
qabalah,proper,,"The definition of Kabbalah varies according to the tradition and aims of those following it, from its religious origin as an integral part of Judaism, to its later adaptations in Western esotericism (Christian Kabbalah and Hermetic Qabalah ).","Định nghĩa của Kabbalah thay đổi theo truyền thống và mục đích của những người theo nó, từ nguồn gốc tôn giáo của nó như là một phần không thể thiếu của Do Thái giáo, đến sự thích nghi sau này của nó trong chủ nghĩa bí truyền phương Tây (Christian Kabbalah và Hermetic Qabalah).",Alternative spelling of Kabballah.
qadi,noun,Kadi,"Qadi , the Chief Judge.","Kangin , đội trưởng câu lạc bộ Judo.","(Islam, law) A judge in Shari'a law, to whose judgement there is no appeal."
qat,noun,,,,khat
qepiq,noun,,,,Alternative spelling of qəpik.
qi,noun,khí,We surely will beat Qi Rufeng with our secret weapon the sword lock,Chúng ta nhất định sẽ đánh bại Tề Như Phong... bằng vũ khí bí mật khóa kiếm của chúng ta.,(Chinese philosophy) The fundamental life-force or energy.
qibla,noun,,"During the Hashemite period, it was used to print the city's official gazette, al- Qibla .","Trong giai đoạn Nhà Hashem, nó được sử dụng để in công báo chính thức của thành phố có tên là al- Qibla .","(Islam) The direction in which Muslims face while praying, now the Caaba in Mecca."
qintar,noun,,,,(plural: qindarka or qintars) An Albanian coin equal to one hundredth of a lek.
qoph,noun,,"In Phoenician, qoph was pronounced ; in Greek, which lacked such a sound, it was instead used for /k/ before back vowels Ο, Υ and Ω.","Trong tiếng Phoenicia, qoph đã được phát âm , còn trong tiếng Hy Lạp, thiếu âm thanh như vậy, thay vào đó, nó được sử dụng cho /k/ trước các hậu nguyên âm Ο, Υ và Ω.","The nineteenth letter of many Semitic alphabets/abjads (Phoenician, Aramaic, Hebrew, Syriac, Arabic and others)."
quadric,adjective,Quađric,In 1883 he published a dissertation on quadrics in projective space and was named as assistant to professors in algebra and analytic geometry.,Vào năm 1883 ông xuất bản một luận án về quađric trong không gian xạ ảnh và được đặt tên như trợ lý cho các giáo sư trong đại số và hình học giải tích.,(mathematics) A surface whose shape is defined in terms of a quadratic equation
quag,noun,bãi lầy,,,quagmire
quagga,noun,lừa vằn,The last quagga in captivity died at Artis on 12 August 1883.,Cá thể ngựa quagga cuối cùng trong điều kiện nuôi nhốt đã chết tại Artis vào ngày 12 tháng 8 năm 1883.,"A southern African subspecies of zebra, extinct since 1883. The upper parts are reddish brown, becoming paler behind and beneath, with dark stripes on the face, neck, and fore part of the body. Taxonomic name: Equus quagga."
faqir,noun,,Amin succeeded in appointing two more of his allies to important positions; Mohammad Sediq Alemyar as Minister of Planning and Khayal Mohammad Katawazi as Minister of Information and Culture; and Faqir Mohammad Faqir was appointed Deputy Prime Minister in April 1978.,Hafizullah Amin sau đó bổ nhiệm thêm hai đồng minh của ông vào các vị trí quan trọng: Mohammad Sediq Alemyar là Bộ trưởng Kế hoạch và Khayal Mohammad Katawazi là Bộ trưởng Thông tin và Văn hóa; còn Faqir Mohammad Faqir được bổ nhiệm làm Phó Chủ tịch Hội đồng Bộ trưởng vào tháng 4 năm 1978.,(Islam) A religious mendicant who owns no personal property.
niqab,noun,,Some women may add a niqab which cover the mouth and nose and only leaves the eyes exposed.,Một số phụ nữ có thể thêm một niqab che miệng và mũi và chỉ để lại đôi mắt để nhìn.,"A veil which covers the face, worn by some Muslim women as a part of sartorial hijab."
qindarka,noun,,,,Plural form of qindarkë.
xenon,noun,Xenon,"The ""inert"" or noble gas elements (helium, neon, argon, krypton, xenon and radon) are composed of lone atoms as their smallest discrete unit, but the other isolated chemical elements consist of either molecules or networks of atoms bonded to each other in some way.","Các nguyên tố khí ""trơ"" hoặc khí hiếm (heli, neon, argon, krypton, xenon và radon) tồn tại ở đơn vị nhỏ nhất là dưới dạng các nguyên tử đơn độc, nhưng các chất hóa học tách biệt khác thì gồm các phân tử hoặc các mạng nguyên tử liên kết với nhau một cách nào đó.","a heavy, gaseous chemical element (symbol Xe) of the noble gases group with an atomic number of 54."
xeric,adjective,,"There are xeric areas in some of the western coastal regions, but heavy rainfall occurs inland.","Tại một số vùng ở bờ biển phía tây có những vùng khí hậu khô, nhưng trong sâu trong đất liền lượng mưa khá lớn.","Said of an environment or habitat that is extremely dry, lacking humidity and water."
xeroma,noun,,,,(medicine) Dryness of the eye.
xerotes,noun,,,,A general dryness of the body
xerox,verb,,And nobody slept with the xerox girl.,Và không ai ngủ với cô gái ở Xerox .,"(slang, North America) A photocopy."
xylem,noun,chất gỗ,Woody – hard textured stems with secondary xylem .,Woody (thân gỗ) – thân cây có kết cấu cứng với xylem thứ cấp.,(botany) A vascular tissue in land plants primarily responsible for the distribution of water and minerals taken up by the roots; also the primary component of wood.
xylene,noun,Xylen,Xylene cyanol and orange G may also be used for this purpose.,Xylen cyanol cũng được sử dụng cho mục đích này.,"(chemistry) Any of a group of three isomeric aromatic hydrocarbons, di-methyl-benzene, found in coal and wood tar."
xylol,noun,,,,xylene
xylose,noun,,"The neutral sugars are mainly D-galactose, L-arabinose and D- xylose , with the types and proportions of neutral sugars varying with the origin of pectin.","Các đường trung chủ yếu là D-galactose, L-arabinose và D-xylose , với các loại và tỷ lệ của đường trung tính khác nhau với nguồn gốc của pectin.","(chemistry) One of the pentoses, C5H10O5, a white crystalline substance, a sugar, derived from wood."
xylosma,noun,,The larvae possibly feed on Phyllanthus and Xylosma species.,The larvae có thể feed on Phyllanthus và Xylosma.,Any of various evergreen shrubs and small trees in the genus Xylosma
