word,part_of_speech,meaning,example,example_meaning,definition
prolix,adjective,dài dòng,BENVOLlO The date is out of such prolixity :,BENVOLIO ngày là ra sự dông dài như:,Tediously lengthy.
rotundity,noun,sự mập mạp,"Mildred's friends include Maud Spellbody, a rotund , sensible girl who is always trying to avoid confusion, and Enid Nightshade, a practical joker who is more likely than Mildred to get them all into trouble.","Bạn của Mildred gồm có Maud Spellbody, một cô bé tròn trịa tròn , nhạy bén và luôn tìm cách tránh xa rắc rối, và Enid Nightshade, một cô bé thực tế và có nhiều khả năng hơn Mildred, và ba người họ thường xuyên bị vướng vào nhiều rắc rối.",The quality of being rotund.
schizophrenic,adjective,beänh roái loaïn taâm thaàn,She's schizophrenic .,Bà ấy bị tâm thần phân liệt .,Of or pertaining to schizophrenia.
comatose,noun,hôn mê,Jocelyn drinks a potion putting her in a comatose state.,Jocelyn tự uống một liều thuốc khiến cho bà rơi vào trạng thái hôn mê .,resembling a coma: unconscious
supreme,adjective,tối cao,"You had Nadal executed, Supreme Leader.","Ngài đã tử hình Nadal rồi, thưa Lãnh Tụ Tối Cao .","Dominant, having power over all others."
basic,adjective,căn bản,"Basically , what does it mean to “exercise justice”?",“Làm sự công-bình” có nghĩa căn bản là gì?,"elementary, simple, fundamental, merely functional."
governor,noun,thống đốc,"Governor , may I tell you something in confidence?","Thống đốc , để tôi nói cho ông biết một bí mật.","The leader of a region or state that is a member of a federation or an empire. In Rome, they were endorsed by the emperor and appointed by the Senate. In the modern United States, they are elected by the people of that state."
colonist,noun,tên thực dân,There's fifty colonists .,Ở đây có 50 người .,A person who is a founder of a colony.
slave,noun,nô lệ,"Two slaves , sent from Remus to take my life.","Hai tên nô lệ , được Remus cử đi để giết tôi.",A person who is the property of another person and whose labor and also whose life often is subject to the owner's volition.
found,verb,sáng lập,"When I was very young, my father founded a company that specialized in factory automation.","Khi còn nhỏ, cha tôi sáng lập một công ty chuyên về tự động hóa nhà máy.",Simple past tense and past participle of find.
reorient,verb,,Reorient or relocate the receiving antenna.,Xoay lại hoặc định vị lại ăng-ten thu tín hiệu.,To orient again; to become oriented after a dislocation or period of disorientation.
interstitial,noun,kẽ,It's definitely interstitial pulmonary fibrosis.,Chắc chắn là xơ hóa mô kẽ phổi.,"(Internet) A webpage, usually carrying advertising, displayed before a content page"
unit,noun,đơn vị,Target the 1x1 line item to the ad unit created in step 1.,Nhắm mục tiêu mục hàng 1x1 vào đơn vị quảng cáo được tạo trong bước 1.,(sciences) A standard measure of a quantity.
annuity,noun,Niên kim,7 . Fixed Rate Annuities are a Bad Investment,7 . Niên kim lãi suất cố định là khoản đầu tư kém hiệu quả,"A right to receive amounts of money regularly over a certain fixed period, in perpetuity, or, especially, over the remaining life or lives of one or more beneficiaries."
statutory,adjective,theo đúng luật,Keiichi Horii serves as an Outside Statutory Auditor.,Keiichi Horii phục vụ như một Kiểm toán viên bên ngoài theo luật định.,"Of, relating to, enacted or regulated by a statute."
forensics,noun,,Using the forensic computer?,Dùng máy tính để giám định ư?,the study of formal debate; rhetoric
reductive,adjective,,FL is often used to define logspace reductions .,FL thường được dùng để định nghĩa phép quy về trong không gian lôgarit .,"Of, pertaining to, or causing reduction."
indescribable,adjective,không sao kể xiết,Our doing so has brought us indescribable joy.,"Nhờ thế, chúng tôi có được niềm vui không sao kể xiết .","Impossible, or very difficult to describe."
gloomy,adjective,u ám,"The story need not be this gloomy , though.",Câu chuyện này không đến nỗi u ám quá thế.,Imperfectly illuminated; dismal through obscurity or darkness; dusky; dim; clouded.
mount,verb,lên,He would have been the stallion who mounts the world.,Nó được sinh ra để cưỡi lên thế giới.,"A mountain, as in Mount Everest"
authorize,verb,cho phép,I'll get them to pass some kind of resolution authorizing me full authority over there.,Tôi sẽ để họ thông qua một vài giải pháp cho phép tôi có toàn quyền ở đó.,(transitive) to grant someone the power or authority to do something specific
imperil,verb,làm nguy hiểm,These are just a few of the problems imperiling our future.,Đó chỉ là một vài hiểm họa đang đe dọa tương lai loài người.,(transitive) To put into peril; to place in danger or cause a hazard.
voluptuous,adjective,gây khoái lạc,voluptuousness and bliss.,say đắm và hạnh phúc.,"Suggestive of or characterized by full, generous, pleasurable sensation."
plover,noun,chim choi choi,"The water drives out insects from the parched ground, which are snapped up by plovers .","Nước đánh thức những con côn trùng từ mặt đất khô cằn, ngay lập tức là con mồi cho những chú chim choi choi.",Any of various wading birds of the family Charadriidae.
dustup,noun,,"Okay, so what was the nature of this dustup ?","Được rồi, lý do của vụ động tay này là gì ?",(informal) A scuffle or fight.
ceramic,adjective,gốm,"Yeah, we also went to your ceramic studio as well.","Ừ, bọn tôi cũng đã tới lò gốm của cô.","made of material produced by the high temperature firing of inorganic, nonmetallic rocks and minerals."
harmonize,verb,phối hoà âm,They're harmonic rods.,Nó là cần điều hòa .,(intransitive) To be in harmonious agreement.
detail,verb,cắt cử,How many men have you detailed for tonight?,Tối nay ông cắt cử bao nhiêu người rồi?,(countable) Something small enough to escape casual notice.
poem,noun,bài thơ,From the poem -,Từ bài thơ,(rare or archaic) Alternative spelling of poem.
jalopy,noun,máy bay ọp ẹp,From a Ferrari to a jalopy .,Đang đi Ferrari giờ lại phải chui vào cái xe cũ nát này.,"An old, dilapidated automobile."
