word,part_of_speech,meaning,example,example_meaning,definition
levitate,verb,bay lên,This is sculpture that I made that -- it's magnetically levitated .,Công trình mà tôi tạo ra -- nó bay lên bằng từ tính.,"(transitive) To cause to rise in the air and float, as if in defiance of gravity."
skid,verb,trượt,"Burton was sleeping shortly before 7 am on September 27 when, according to the driver, the bus skidded off the road (the E4, 12 miles (19 km) north of Ljungby), and flipped onto the grass in Kronoberg County.","Burton chỉ vừa chợp mắt không lâu trước 7 giờ sáng ngày 27 tháng 9, mà theo lời tài xế, chiếc xe bus trượt bánh khỏi đường (E4, 12 dặm về phía bắc của Ljungby), và lật úp trên bãi cỏ ở Kronoberg County Burton bị hất văng khỏi cửa sổ xe bus, bị xe đè lên người và gây ra cái chết cho ông.",An out of control sliding motion as would result from applying the brakes too hard in a car.
suffering,noun,sự đau khổ,"How much more suffering , how much more suffering must we take?","Bao nhiêu sự đau khổ , Bao nhiêu đau khổ nữa chúng ta phải nhận?",Experiencing pain.syn.
whine,Verb,rên rỉ,And then whined about it like a wounded dog.,Rồi rên rỉ về chuyện đó như một con chó bị thương.,a complaint or criticism
screech,verb,rít lên,My screeching iguana clock does tend to startle some people.,Cái đồng hồ cự đà của tôi khi rít lên thì thường làm cho mọi người giật mình.,"A high-pitched strident or piercing sound, such as that between a moving object and any surface."
poke,verb,chọc,Don't try to poke him.,Đừng cố chọc tức anh ta.,To prod or jab with a pointed object such as a finger or a stick. [from later 14th c.]
kiln,noun,lò,"Indeed, if all the oxygen in the kiln is consumed in the fire, then the partial pressure of CO2 in the kiln can be as high as 20 kPa.",Nếu tất cả ôxy trong lò nung được tiêu thụ cho sự cháy thì áp suất thành phần của CO2 trong lò có thể cao tới 20 kPa.,"An oven or furnace or a heated chamber, for the purpose of hardening, burning, calcining or drying anything; for example, firing ceramics or curing or preserving tobacco."
timidity,noun,sự rụt rè,In spite of his condition he had no timidity about inching forward a bit on the spotless floor of the living room.,"Mặc dù điều kiện của mình, ông đã không có sự rụt rè nhích về phía trước một chút về spotless sàn của phòng khách.",shyness
emigrant,noun,người di cư,What challenges do many emigrants face when they return home?,Nhiều người di cư phải đương đầu với những khó khăn nào khi trở về nhà?,Someone who leaves a country to settle in a new country.
injurious,adjective,có hại,10. (a) How did the Israelites ‘desire injurious things’?,10. a) Dân Y-sơ-ra-ên “ham muốn điều có hại ” như thế nào?,causing physical harm or injury; harmful
offend,verb,xúc phạm,I will offend them with a foolish nation.,Ta sẽ xúc phạm chúng bằng một dân tộc ngu dại.,(transitive) To hurt the feelings of; to displease; to make angry; to insult.
hornswoggle,verb,lừa bịp,And Hornswoggle ?,Và Hornswoggle ?,(transitive) To deceive or trick.
idiot,noun,thằng ngốc,You idiot !,Đồ ngốc !,(pejorative) A common term for a person of low general intelligence.
cross examine,verb,,Majesty must cross - examine THlS witness.',Majesty phải kiểm tra chéo này chứng kiến. ́,To subject a person to a cross examination; to question a person intensely.
blessing,noun,phúc lành,"By this, he will know you have my blessing .","Cầm cái này, hắn sẽ biết anh đã được phúc lành của tôi.","some kind of divine or supernatural aid, or reward."
cash,verb,Tiền mặt,"Cash , cars, hurting people for the fun of it.","Tiền mặt , xe, làm tổn thương người khác vì thú vui.","Money in the form of notes/bills and coins, as opposed to cheques/checks or electronic transactions."
moolah,noun,,I need moolah .,Tớ cần moolah .,Alternative spelling of moola.
uncle sam,,chú sam,"That's the way things are going, Uncle Sam .","Bây giờ phải vậy thôi, chú Sam ạ.",
aerobic,adjective,hiếu khí,But also in your future is brain aerobics .,Nhưng tương lai của bạn là luyện tập trí não.,Living or occurring only in the presence of oxygen e.g. aerobic bacteria.
anaerobic,adjective,kỵ khí,"Then we would have an anaerobic digester,",Sau đó chúng tôi sẽ có một nồi nấu kỵ khí,Without oxygen; especially of an environment or organism.
carbohydrate,noun,hydrat cacbon,Light supplies the energy for water and carbon dioxide to combine and produce carbohydrates .,Ánh sáng cung cấp năng lượng để phối hợp nước và cacbon đioxyt và sản xuất hydrat cacbon .,"(organic chemistry, nutrition) A sugar, starch, or cellulose that is a food source of energy for an animal or plant; a saccharide."
fitness,noun,sự thích hợp,Would participating in such practices really be fitting for any of God’s people?,Việc tham gia những tập tục như thế có thật sự thích hợp cho dân Đức Chúa Trời không?,"The condition of being fit, suitable or appropriate"
flexibility,noun,tính linh hoạt,Our method of construction requires flexibility .,"Thế nên, phương pháp xây dựng của chúng tôi đòi hỏi tính linh hoạt .",The quality of being flexible; suppleness; pliability.
health,noun,sức khỏe,It goes without saying that health is more important than wealth.,Chẳng cần phải nói cũng hiểu sức khỏe quan trọng hơn tiền bạc.,"The state of being free from physical or psychological disease, illness, or malfunction; wellness. [from 11th c.]"
decorate,verb,trang trí,You decorate Dad's office and now you're a decorator ?,Em đã trang trí văn phòng bố và giờ em là chuyên gia trang trí hử?,(transitive) To furnish with decorations.
