word,part_of_speech,meaning,example,example_meaning,definition
prosecutor,noun,bên nguyên,"Yeah, put me in touch with the prosecutor in the L.J. Burrows case.",Cứ giữ liên lạc với bên nguyên của vụ LJ Burrows.,A lawyer who decides whether to charge a person with a crime and tries to prove in court that the person is guilty.
detention,noun,giam giữ,Don't you dare use me to justify the detention of innocent V-1s.,Sao cha dám dùng con để biện minh cho hành động giam giữ các V-1.,(uncountable) The act of detaining or the state of being detained.
grim,adjective,dữ tợn,You gonna have to get grim .,Mày phải dữ tợn mới được.,"dismal and gloomy, cold and forbidding"
anonymous,adjective,vô danh,"I, for one, wish to see this anonymous colleague of ours.",Dù chỉ là một lần tôi cũng muốn được nhìn thấy người đồng nghiệp Vô Danh này.,"(not comparable) Lacking a name; not named and determined, as an animal not assigned to any species."
felony,noun,trọng tội,A felony offense.,Trọng tội .,"(US, law) A serious criminal offense, which, under federal law, is punishable by death or imprisonment for a term exceeding one year."
acknowledge,verb,ghi nhận,Snow ... gratefully acknowledged sisters’ efforts to strengthen one another.,Snow ... ghi nhận sâu sắc những nỗ lực của chị em để củng cố lẫn nhau.,"(transitive) To admit the knowledge of; to recognize as a fact or truth; to declare one's belief in; as, toacknowledgethe being of a God."
stenographer,noun,người viết tốc ký,I'm a stenographer .,Tôi là một thư ký tốc ký .,"someone skilled in the transcription of speech (for example, a secretary who takes dictation)"
evident,adjective,rõ ràng,We have no direct evidence that he even possesses nuclear material.,Ta không có chứng cứ rõ ràng về việc hắn có được nguyên liệu hạt nhân.,obviously true by simple observation
wisp,verb,mớ,"Come out, wisps .","Ra đây nào, ma trơi .","A small bundle, as of straw or other like substance; any slender, flexible structure or group."
counsel,noun,lời khuyên,"In addition to all this wise, practical counsel , Paul gives three admonitions.","Thêm vào những lời khuyên khôn ngoan, thực tiễn này, Phao-lô đưa ra ba lời khuyên khác.",The exchange of opinions and advice; consultation
admissible,adjective,có thể chấp nhận,A special circumstance admission ?,Trường hợp nhập học đặc biệt?,(artificial intelligence) Describing a heuristic that never overestimates the cost of reaching a goal.
motion,verb,cử chỉ,"points to it, gives it a motion cue,","chỉ vào đó, cho nó một dấu hiệu cử chỉ ,",(uncountable) A state of progression from one place to another.
mentor,noun,người cố vấn,Serafin thereafter served as Callas's mentor and supporter.,Sau này Serafin cũng đã trở thành người cố vấn và giúp đỡ cho Callas.,(transitive) To act as someone's mentor
impression,noun,ấn tượng,It's nothing impressive . It's just a bit part in that play.,Nó không có gì ấn tượng . Nó chỉ là một phần nhỏ trong vở kịch.,The indentation or depression made by the pressure of one object on or into another.
infringe,verb,vi phạm,the burden of proof that you did not infringe on the patent,gánh nặng của việc chứng minh mình không vi phạm bằng sáng chế này,"(transitive) Break or violate a treaty, a law, a right etc."
stoop,verb,cúi,I kept my distance but stooped to watch the fuss.,"Tôi đứng xa ra, nhưng vẫn cúi xuống xem chuyện gì xảy ra.","(US, Canada) A small porch, unroofed platform, or raised veranda leading to a main entrance."
welfare,verb,phúc lợi,Give it to your welfare officer and get in line.,Sau đó nộp cho quan phúc lợi đợi kỳ đến nhận,"(uncountable) health, happiness and prosperity; well-being in any respect"
assault,verb,hiếp dâm,"Possession with intent, assault , armed robbery.","Giữ người có chủ định, hiếp dâm , cướp có vũ trang.","A violent onset or attack with physical means, as blows, weapons, etc.; an onslaught; the rush or charge of an attacking force; onset; as, to make assault upon a man, a house, or a town."
convict,verb,kết án,Among those convicted for their peaceful advocacy are Dr.,Trong số những người bị kết án vì vận động ôn hòa có thể kể đến Ts.,(transitive) To find guilty
pertinent,adjective,thích hợp,That part of my life wasn't pertinent to the book.,Phần đời đó của tôi không thích hợp cho cuốn sách.,important with regards to (a subject or matter); relevant
adjourn,verb,hoãn lại,Now the conference is adjourned for six months.,Giờ đây đại hội sẽ được hoãn lại trong sáu tháng.,(transitive) To postpone.
reconvene,verb,,We will reconvene in two hours.,Chúng ta sẽ họp trở lại sau 2 giờ nữa.,To resume something that has been convened and then paused.
bloat,adjective,phùng,Bloated goat!,Dê già mập mạp .,"to fill soft substance with gas, water, etc.; to cause to swell"
affidavit,noun,baûn khai coù tuyeân theä,I signed an affidavit .,Tôi đã ký một bản tuyên thệ .,(law) A signed document wherein an affiant makes a sworn statement.
grotesque,adjective,lố bịch,This whole trip is a grotesque fantasy.,Cả chuyến đi này đúng là vô cùng lố bịch .,Bizarre or fantastic.
procedure,noun,thủ tục,We just need a small procedure to replace the bone flap.,Chúng ta chỉ cần một thủ tục nhỏ để thay băng.,A particular method for performing a task.
motive,noun,động cơ,"Like, do I have ulterior motives or something?",Như là tớ có động cơ xấu xa gì đó phải không?,"A motif; a theme or subject, especially one that is central to the work or often repeated."
parole,verb,lời hứa danh dự,Vikernes was released on parole in 2009.,Vikernes đã được phóng thích kèm lời hứa danh dự vào năm 2009.,(law) The release of (a prisoner) on the understanding that he/she checks in regularly and obeys the law.
pessimist,noun,người bi quan,"A pessimistic person, on the other hand, often blames himself for adversity.","Trái lại, người bi quan thường đổ lỗi cho chính mình khi gặp khó khăn.","Someone who given a choice of outcomes, believes the worst is more likely."
cacophony,noun,tạp âm,"But in that cacophony of sounds, I strained to hear two hands only.",Nhưng trong đó một tạp âm . Đó là tiếng vỗ tay một cách gượng ép,A mix of discordant sounds; dissonance.
ghetto,adjective,Ghetto,Maybe... a clocksmith in the ghetto .,Là một tên sửa đồng hồ ở Ghetto .,The district in a city where Jews were compelled to confine themselves.
dismay,verb,làm mất tinh thần,In fear or in dismay .,do hãi khiếp hay sờn chí .,A sudden or complete loss of courage in the face of trouble or danger
culprit,noun,thủ phạm,I think I'm the culprit .,Em nghĩ em chính là thủ phạm .,The person or thing at fault for a problem or crime.
montage,noun,sự dựng phim,"""Der Montag "".",“Đêm thứ hai ”.,An art form consisting of putting together or assembling various smaller pictures to create a larger work.
presumably,adverb,có lẽ,"It produces these strings of light, presumably as some form of defense.","Nó tạo ra một loạt ánh sáng, có lẽ vì một số dạng là để tự bảo vệ.",Able to be sensibly presumed.
perimeter,noun,chu vi,"Dig, I need you to secure the perimeter of the station.","Dig, tôi cần anh siết chặt chu vi quanh sở.",(mathematics) The sum of the distance of all the lengths of the sides of an object.
