word,part_of_speech,meaning,example,example_meaning,definition
denounce,verb,tố cáo,"Someone denounced him, I think.",Tôi nghĩ là có ai đó đã tố cáo hắn.,"(transitive, obsolete) To make known in a formal manner; to proclaim; to announce; to declare."
hypocritical,adjective,giả nhân giả nghĩa,Fucking hypocrites .,Đồ chó giả nhân giả nghĩa .,Characterized by hypocrisy or being a hypocrite. [from mid-16th c.]
indomitable,adjective,bất khuất,"During the war, her seemingly indomitable spirit provided moral support to the British public.","Trong chiến tranh, tinh thần dường như bất khuất của bà đã tác động đến công chúng Anh.","Incapable of being subdued, overcome, or vanquished."
cad,noun,kẻ đáng khinh,"For AUD, CAD , CHF, EUR, GBP, NZD, SGD, USD:","Đối với AUD, CAD, CHF, EUR, GBP, NZD, SGD, USD:","A person who stands at the door of an omnibus to open and shut it, and to receive fares; an idle hanger-on about innyards."
placard,noun,tranh cổ động,I've seen the placards .,Ta đã thấy những bức tranh cổ động ...,A sheet of paper or cardboard with a written or printed announcement on one side for display in a public place.
forlorn,adjective,bị bỏ rơi,Let me be forlorn in your love,Hãy để anh đau khổ trong tình yêu của em,(obsolete) Past participle of forlese
copious,adjective,dồi dào,"And when the sun shines, you get copious quantities","Và khi mặt trời chiếu sáng, bạn có số lượng dồi dào","Great in quantity or number, profuse, abundant."
stoic,noun,người khắc kỷ,Saint-Cyr was a stoic in an age of pragmatism and glory.,Saint - Cyr là một người khắc kỷ trong thời đại của chủ nghĩa thực dụng và vinh quang.,"Proponent of a school of thought, from in 300 BCE up to about the time of Marcus Aurelius, who holds that by cultivating an understanding of the logos, or natural law, that one can be free of suffering."
coup,verb,đảo chính,"This was nothing more or less than an attempted coup , plain and simple.","Chuyện này không khác gì một cố gắng đảo chính , nói đơn giản là thế.","A quick, brilliant, and highly successful act; a triumph."
monotony,noun,sự buồn tẻ,"Now, by now, my knees were bleeding through my jeans, and I was hallucinating from the cold and the pain and the monotony .","Bay giờ, ngay bây giờ, đầu gối tôi rỉ máu ngoài lớp vải, và tôi bị ảo giác bởi trời lạnh bởi vết thương và sự buồn tẻ .",tedium as a result of repetition or a lack of variety
minyan,noun,,"Communal prayer requires a quorum of ten adult Jews, called a minyan .","Để cầu nguyện nhóm cần phải có 10 tín hữu trưởng thành, gọi là minyan .",The minimum number of ten adult Jews required for a communal religious service.
stymie,verb,cản trở,"Oh, stymied again.","Oh, lại khó xử rồi.",An obstacle or obstruction.
astray,adverb,chệch hướng,The World’s Spirit Would Lead Us Astray,Tinh thần thế gian có thể khiến chúng ta đi chệch hướng,In a wrong or unknown and wrongly-motivated direction.
stature,noun,vóc người,He was short in stature but tall in testimony.,Anh ấy thấp bé nhưng có chứng ngôn rất mạnh.,a person or animal's natural height when standing upright
inclination,noun,khuynh hướng,"For example, one might be more inclined to spend while the other is more inclined to save.","Chẳng hạn, một người có khuynh hướng xài tiền thoáng, còn người kia thì tiết kiệm.",A physical tilt or bend
reproach,verb,trách mắng,HOW do you feel when someone reproaches you or spreads lies about you?,BẠN cảm thấy ra sao khi người nào trách mắng bạn hay đồn đãi sai lầm về bạn?,"A mild rebuke, or an implied criticism."
kosher,adjective,đúng nghi lễ,I told you it's kosher .,Tôi đã nói rằng nó là sự đảm bảo.,(of food) Prepared in accordance with Jewish religious practices.
enumerate,verb,liệt kê,In which you enumerate 240 different types of tobacco ash.,Trên đó anh liệt kê 240 loại tro thuốc lá khác nhau.,To specify each member of a sequence individually in incrementing order.
indifferent,adjective,hờ hững,Try not to lapse into a style that reflects indifference .,Hãy cố tránh trình bày cách hờ hững .,Not caring; apathetic.
rafter,noun,rui,Then they threw tear gas bombs into the barracks in case he was hiding up in the rafters .,Rồi họ thảy bom hơi cay vào trong doanh trại phòng trường hợp ảnh trốn đâu đó trên rui nhà.,"one of a series of sloped beams that extend from the ridge or hip to the downslope perimeter or eave, designed to support the roof deck and its associated loads."
amiss,adjective,hỏng,What's amiss with it?,Nó bị hư gì?,"Wrong; faulty; out of order; improper; as, it may not be amiss to ask advice."
perusal,noun,sự nghiên cứu,Feel free to peruse the closet.,thoải mái sử dụng tủ đồ.,the act of perusing; studying something carefully
impropriety,noun,sự không thích hợp,What impropriety is this?,Á à bắt quả tang nhớ.,(uncountable) The condition of being improper.
eminent,adjective,nổi tiếng,I'll let their eminent advocates fill you in.,Ta sẽ để những người ủng hộ nổi tiếng này cho nNGa2i biết.,"(archaic) high, lofty; towering; prominent."
qualm,noun,nỗi day dứt,You might take a look at these... if you have any further qualms about getting her to do the job.,Anh nên xem cái này đây... Nếu anh có nỗi day dứt gì khi để cô ta làm việc này.,A sickly feeling of being ill at ease; sudden queasiness.
disquiet,adjective,băn khoăn lo lắng,Your tone is disquieting .,Miệng lưỡi của em thật đáng sợ .,Want of quiet; want of tranquility in body or mind; uneasiness; restlessness; disturbance; anxiety.
scanty,adjective,nhỏ,His heavy-lidded eyes and the disorder of his scanty hair made him look sleepy.,Mí mắt lớn che một phần đôi mắt và bộ tóc thưa lộn xộn làm cho ông ta như người buồn ngủ.,Somewhat less than is needed in amplitude or extent.
precariously,adverb,bấp bênh,It would put us in a very precarious position.,Nếu không thì chúng ta sẽ phải đối mặt với 1 tình huống rất bấp bênh .,In a precarious manner; dangerously
consternation,noun,sự kinh hoàng,14 The inspired reply will cause consternation in Tyre.,14 Câu trả lời được soi dẫn sẽ gây ra sự kinh hoàng ở Ty-rơ.,"Amazement or horror that confounds the faculties, and incapacitates for reflection; terror, combined with amazement; dismay."
complement,noun,bổ ngữ,The station's complement was 19.,Quân số đầy đủ của trạm là 19 người.,(now rare) Something (or someone) that completes; the consummation. [from 14th c.]
