word,part_of_speech,meaning,example,example_meaning,definition
remiss,adjective,ẩu,The cancer's in remission ?,Ung thư đảo ngược à ?,"At fault; failing to fulfill responsibility, duty, or obligations."
lascivious,adjective,dâm dật,"Even adultery and lasciviousness , uncleanness, idolatry and rioting, vanity and wrath.","Ngay cả ngoại tình và dâm dật , ô trọc, bái vật và bừa bãi, phù hoa và giận dữ.","Wanton; lewd, driven by lust, lustful."
vital,adjective,sống còn,Speed is the vital factor.,Tốc độ... là yếu tố sống còn .,"Relating to, or characteristic of life."
frail,adjective,yếu ớt,Their bodies are just as frail as ours.,Cơ thể chúng cũng yếu ớt như chúng ta.,Easily broken; mentally or physically fragile; not firm or durable; liable to fail and perish; easily destroyed; not tenacious of life; weak; infirm.
florid,adjective,hoa mỹ,"A bit less florid , Data.","Đừng có mà sổ nho ra chứ, Data.",having a rosy or pale red colour; ruddy
jim crow,noun,người da đen,"For years African Americans would struggle with violence against them but would achieve great steps toward equality with Supreme Court decisions, including Brown v. Board of Education and Loving v. Virginia, the Civil Rights Act of 1964, the Voting Rights Act of 1965, and the Fair Housing Act of 1968, which ended the Jim Crow laws that legalized racial segregation between whites and blacks.","Trong nhiều năm, người Mỹ gốc châu Phi phải đối mặt với bạo động chống lại họ nhưng họ đạt được những bước vĩ đại về công bằng xã hội qua các phán quyết của tối cao pháp viện trong đó có các vụ án như Brown đối đầu Ban Giáo dục và Loving đối đầu Virginia, Đạo luật Dân quyền 1964, Đạo luật Quyền đầu phiếu 1965, và Đạo luật Nhà ở Công bằng 1968 mà qua đó kết thúc luật Jim Crow từng hợp thức hóa tách ly chủng tộc giữa người da trắng và người da đen .",a crowbar fitted with a claw for pulling nails
heedless,adjective,không chú ý,We did this by squandering antibiotics with a heedlessness that now seems shocking.,Chúng ta làm điều đó khi dùng kháng sinh vô tội vạ với sự cẩu thả khủng khiếp.,"Unaware, without noticing."
understate,verb,nói giảm đi,But this understates the seriousness of this particular problem because it doesn't show the thickness of the ice.,Nhưng điều này đã nói giảm đi sự nghiêm trọng của vấn đề vì nó không cho biết độ dày của lớp băng.,to state something with less completeness than needed; to minimise or downplay.
impetus,noun,đà,Impetuous .,Quá bốc đồng .,"Something that impels, a stimulating factor."
pester,verb,làm phiền,And I thought maybe I should pester you at home as not all of my points are narrowly legal.,Tôi nghĩ là nên làm phiền ông ở nhà vì không phải mọi chủ ý của tôi đều hợp pháp.,"(transitive) To bother, harass or annoy persistently."
slacken,verb,nới,Slacken braces.,Hạ buồm xuống .,(intransitive) To gradually decrease in intensity or tautness; to become slack.
contemptuous,adjective,coi thường,You're very contemptuous of shrinking violets.,Anh rất coi thường những người nhút nhát mà.,showing contempt; expressing disdain; showing a lack of respect.
cryptic,adjective,khó hiểu,I just wanted to apologize for being so cryptic earlier.,Tôi chỉ muốn xin lỗi vì những hành động khó hiểu trước đây.,Having hidden meaning.
fester,verb,mưng mủ,Out there in... the vast ignorance of the world... it festers and spreads.,"Ngoài đó, trong sự ngu muội bao trùm cả thế giới mà nó mưng mủ rồi lan rộng.",To become septic; to become rotten.
nuance,noun,sắc thái,The second issue is a nuance of the first.,Vấn đề thứ hai là sắc thái của vấn đề thứ nhất.,A minor distinction.
brace,verb,gắng,Brace yourself.,Brace tự mình làm đi.,"To prepare for something bad, as an impact or blow. All hands, brace for impact!"
subservience,noun,sự giúp ích,It'll be someone subservient to him.,Sẽ có ai đó giúp ích cho hắn.,The state of being subservient
chortle,verb,bài hát hợp xướng,Why do you chortle ?,Mấy người cười gì?,(intransitive) To laugh with a chortle or chortles.
latent,adjective,ẩn,We actually found some latent letter fragments on it.,Chúng tôi đã tìm thấy vài đoạn kí tự ẩn trên nó.,Existing or present but concealed or inactive.
degradation,noun,suy thoái,"They are taken, then released forty-eight hours later with massive internal degradation .",Chúng bị bắt đi và thả ra 48 giờ sau. và bị suy thoái toàn diện cơ thể.,"The act of reducing in rank, character, or reputation, or of abasing; a lowering from one's standing or rank in office or society; diminution; as, the degradation of a peer, a knight, a general, or a bishop."
capitulate,verb,đầu hàng,"But now that he had Emma’s opinion, surely he would capitulate .","Nhưng giờ đây tôi có ý kiến của Emma, hiển nhiên anh ta sẽ phải đầu hàng .",To end all resistance; to give up; to go along with or comply; may imply compliance with an enemy or to end all resistance because of loss of hope
grievance,noun,lời than phiền,solely as a product of legitimate grievances .,độc nhất như một sản phẩm của lời than phiền hợp pháp???,(countable) something which causes grief
tantamount,adjective,có giá trị như,To cancel the summit now would be tantamount to war.,Bây giờ hủy hội nghị hòa bình đồng nghĩa với tuyên bố chiến tranh.,(obsolete) To amount to as much; to be equivalent.
bantering,adjective,đùa bỡn,We banter a lot.,Úy lạo rất nhiều.,teasing
pry,verb,nạy,"She'll have to pry it off my cold, dead head.","Cô ta sẽ phải nạy nó ra khỏi cái đầu chết, lạnh của tôi.",Looking where one is not welcome; being nosey.
addle,adjective,thối,"In your addled brain, you blame me for what happened to her.","Đầu óc anh rối bời, anh đổ lỗi chuyện xảy ra với cô ấy cho tôi.","To make addle; to grow addle; to muddle; as, he addled his brain."
genial,adjective,tốt bụng,Genial .,Ngầu thật .,(of weather) pleasantly mild and warm
dank,adjective,ẩm ướt,"Dank , dark, devoid of sunlight.","Ẩm ướt , tối tăm, thiếu ánh sáng mặt trời.","(obsolete) (intransitive) To moisten, dampen; used of mist, dew etc."
anarchy,noun,tình trạng vô chính phủ,I think what's happening now is more than temporary anarchy .,Tôi nghĩ chuyện xảy ra bây giờ giống một tình trạng vô chính phủ hơn.,(uncountable) The state of a society being without authoritarians or a governing body.
plight,noun,cảnh ngộ,"If no one else could fully understand her plight , her Father in heaven could.",Nếu không ai hiểu được cảnh ngộ của bà thì Cha trên trời sẽ thấu hiểu.,"(obsolete) Danger, risk."
