word,part_of_speech,meaning,example,example_meaning,definition
whim,noun,máy trục quặng,By man or woman’s whim :,Bởi ý thích chợt nảy ra của con người:,"A fanciful impulse, or whimsical idea"
quarantine,verb,sự cách ly,"On July 27, the president of Liberia imposed quarantine on the worst-affected areas.","Ngày 27 tháng 7, tổng thống Liberia áp đặt sự cách ly cho những vùng chịu ảnh hưởng nhiều nhất.",A sanitary measure to prevent the spread of a contagious plague by isolating those believed to be infected.
curt,adjective,cộc lốc,"He is from Busan, so he's a little curt .","Cậu ta đến từ Busan, nên có hơi cộc lốc .","Brief or terse, especially to the point of being rude."
keen,adjective,thính,"Introduced in this way, your selected text will be heard with keen enjoyment and benefit.",Nếu bạn dẫn vào câu Kinh-thánh đã chọn đọc cách như thế thì thính giả sẽ thích thú nghe và được lợi ích.,"showing a quick and ardent willingness or responsiveness, enthusiastic, eager; interested, intense."
blubber,verb,mỡ cá voi,"In addition, blubber and baleen were important commodities at the time.","Ngoài ra, mỡ cá voi và tấm sừng hàm là mặt hàng quý vào thời đó.",A fatty layer of adipose tissue found immediately beneath the epidermis.
inconsolable,adjective,không thể nguôi,A friend told me of an instance when she was inconsolable .,Một người bạn đã kể cho tôi nghe về một trường hợp mà người ấy buồn phiền không thể nguôi ngoai được.,Not consolable
sham,adjective,giả vờ,It's disappointing to see Annette's manifesto was a total sham .,Thật thất vọng khi thấy tuyên ngôn của Annette chỉ là giả vờ .,Intended to deceive; false.
roil,verb,chọc tức,And then the sea beneath the Pearl began to roil .,Và sau đó biển dưới Pearl bắt đầu khuấy đục .,To render turbid by stirring up the dregs or sediment of
bay,noun,vịnh,The fact that Gatsby's house is just across the bay .,Rằng nhà của Gatsby lại ngay bên kia vịnh .,(geography) A body of water (especially the sea) more or less three-quarters surrounded by land.
transgression,noun,hiện tượng biến tiếp,"Typical transgression , 30 secon ds to three minutes.","Hiện tượng biến tiếp thông thường, 30 giây đến ba phút.","A violation of a law, command or duty"
headlong,adjective,bộp chộp,He fell headlong into the trap. —Proverbs 6:27-29.,Anh ta đã đâm đầu vào bẫy.—Châm-ngôn 6:27-29.,With the head first or down.
insensible,adjective,bất tỉnh,Paul spoke of “the insensibility of their hearts.”,Sứ đồ Phao-lô nói về “lòng họ cứng - cỏi ”.,Unable to be perceived by the senses.
flotilla,noun,đội tàu nhỏ,"Antelope then joined the 12th Destroyer Flotilla based at Greenock, Scotland.","Antelope sau đó gia nhập Chi hạm đội Khu trục 12 đặt căn cứ tại Greenock, Scotland.","(nautical) A small fleet of warships (usually of the same class), or a fleet of small ships."
epaulet,noun,cầu vai,"I once had a sparrow alight upon my shoulder for a moment while I was hoeing in a village garden, and I felt that I was more distinguished by that circumstance than I should have been by any epaulet I could have worn.","Tôi đã từng có một con chim sẻ xuống trên vai của tôi cho một thời điểm trong khi tôi đang cuốc trong một khu vườn làng, và tôi cảm thấy rằng tôi đã được phân biệt bởi hoàn cảnh đó hơn tôi cần phải có được bởi bất kỳ ngù vai tôi có thể mặc.","A decoration or flourish worn on the shoulders, as on a uniform."
sedate,adjective,bình thản,"I'm not exactly sure what it is, but I know I didn't always feel this... sedated .","Tôi không chắc đó là cái gì, nhưng tôi biết lâu nay không phải lúc nào tôi cũng cảm thấy... bình thản như vầy.",in a composed and temperate state.
aground,adjective,mắc cạn,The Essex ran aground .,Chiếc Essex bị đã mắc cạn .,(nautical) Resting on the bottom. (refers only to floating craft).
mutiny,noun,binh biến,"If you go, it will be mutiny .","Nếu em đi, sẽ có binh biến",organized rebellion against a legally constituted authority; especially by seamen against their officers
helm,noun,lái,Go manual override on helm .,Điều khiển cưỡng bức khoang lái bằng tay!,"(nautical) The steering apparatus of a ship, especially the tiller or wheel."
warily,adverb,,The newcomer circles the resident bull warily .,Kẻ mới đến đi vòng quanh con bò chủ nhà một cách thận trọng .,in a wary manner
piracy,noun,nghề cướp biển,and piracy was highly profitable.,và nghề cướp biển có thu nhập rất cao.,"(nautical) Robbery at sea, a violation of international law; taking a ship away from the control of those who are legally entitled to it."
desist,verb,ngừng,You need to desist right now!,Anh cần ngừng lại ngay!,(intransitive) To cease to proceed or act; to stop; to forbear; -- often withfrom.
fugue,noun,tẩu pháp,1806) - contains fugues nos.,1806 – Anh Quốc xâm chiếm Mũi Hảo Vọng.,"A contrapuntal piece of music wherein a particular melody is played in a number of voices, each voice introduced in turn by playing the melody"
elation,noun,sự phấn chấn,“A Town Is Elated ”,“Cả thành đều vui - vẻ ”,An exhilarating psychological state of pride and optimism.
euphoria,noun,trạng thái phởn phơ,Setup Euphoria Screen Saver,Cài đặt Ảnh bào vệ Màn hình Trạng thái phởn phơ,"An excited state of joy, a good feeling, a state of intense happiness."
distraught,adjective,quẫn trí,Elders should have what counsel in mind when dealing with distraught brothers?,Trưởng lão nên ghi nhớ lời khuyên nào khi cư xử với anh chị em bị quẫn trí ?,"Deeply hurt, saddened, or worried; distressed."
erect,adjective,thẳng,"Tiny piloerector muscles pull up your hairs, so they stand erect .","Các cơ chân lông nhỏ xíu kéo những sợi lông đứng lên, vì thế chúng đứng thẳng .",Upright; vertical or reaching broadly upwards.
reservation,noun,sự e dè,But I have a lot of reservations .,Nhưng tôi có rất nhiều sự e dè .,"The act of reserving, withholding or keeping back"
quizzically,adverb,với vẻ dò hỏi,The person with the quizzical brow?,Còn cái người có vẻ mặt khó chịu kia?,In a quizzical manner; as if puzzled or asking a question.
strain,verb,căng,No one likes to see a marriage under strain .,Không ai muốn thấy một cuộc hôn nhân căng thẳng.,(obsolete) Treasure.
snarl,verb,gầm gừ,"Other forms of communication may involve the use of voice, such as a bark, a roar, a snarl , or the song of a bird.","Những hình thức liên lạc khác có thể vận dụng đến tiếng kêu như sủa, rống, gầm gừ hoặc hót.","A knot or complication of hair, thread, or the like, difficult to disentangle; entanglement; hence, intricate complication; embarrassing difficulty."
pandemic,adjective,Đại dịch,The global pandemic your father believed was about to emerge.,Đại dịch toàn cầu mà bố cậu tin hoàn toàn sắp xảy ra.,Widespread; general.
resign,verb,từ chức,What makes you think I'm going to resign ?,Điều gì khiến bạn nghĩ tôi sẽ từ chức ?,(transitive) To give up or hand over (something to someone); to relinquish ownership of. [from 14th c.]
icon,noun,biểu tượng,"When that's all spread out, it becomes an iconic image.","Khi được trải dài ra, nó trở thành một hình ảnh biểu tượng .","An image, symbol, picture, or other representation usually as an object of religious devotion."
frustrating,adjective,tức,"I tell you, there's nothing more frustrating than standing around helplessly while the jungle vanishes.","Tôi đã nói, chẳng có gì tức hơn khi đứng nhìn khu rừng đang biến mất.",Present participle of frustrate.
narrow-minded,adjective,hẹp bụng,They're pretty narrow - minded .,Họ khá là thiển cận .,"Having restricted or rigid views, and being unreceptive to new ideas."
envy,verb,ghen tị,Made out of envy of your own royal manhood.,Chẳng qua là vì ghen tị với của quý hoàng gia của bệ hạ.,Resentful desire of something possessed by another or others (but not limited to material possessions). [from 13th c.]
lard,verb,mỡ lợn,"Leverpostej, a liver pâté prepared from pig's liver and lard , is also frequently used as a spread.","Leverpostej, một loại pâté gan chế biến từ gan và mỡ lợn , thường được dùng để phết.","fat from the abdomen of a pig, especially as prepared for use in cooking or pharmacy"
husky,adjective,khản,Husky down jacket.,Quần bò của Husky .,(of a voice) hoarse and rough-sounding
