word,part_of_speech,meaning,example,example_meaning,definition
tress,verb,bím tóc,Big lawns and shade tress .,"Những bãi cỏ rộng, hàng cây râm mát.","A braid, knot, or curl, of hair; a ringlet."
pacifism,noun,chủ nghĩa hoà bình,"The outbreak of World War I caused a sudden realignment within the RSDLP and other European social democratic parties over the issues of war, revolution, pacifism and internationalism.","Sự bùng phát của Thế chiến I đã dẫn tới sự đoàn kết ngay lập tức trong RSDLP và cảng đảng dân chủ xã hội châu Âu khác về các vấn đề chiến tranh, cách mạng, chủ nghĩa hoà bình và chủ nghĩa quốc tế.",The doctrine that disputes (especially between countries) should be settled without recourse to violence
gratuity,noun,tiền thưởng,"They include wages and salaries, remuneration for time not worked, bonuses and gratuities paid by the employer to the employee.","Chúng bao gồm tiền lương và tiền lương, thù lao cho thời gian không làm việc, tiền thưởng và tiền thưởng do người sử dụng lao động trả cho nhân viên.","A reward, service, or payment provided freely, without obligation."
commissary,noun,commissar,I got some commissary credit.,Tôi có ít đồ ở kho .,A store primarily serving soldiers.
competent,adjective,có thẩm quyền,"1943 was a competent Yongsan, and 1946 Ichon-dong is has reached today.","Năm 1943 là một Yongsan có thẩm quyền , và năm 1946 là Ichon-dong tới ngày nay.","Having sufficient skill, knowledge, ability, or qualifications."
armistice,noun,hưu chiến,"When he reached the Chambeshi River on the morning of 14 November, the British magistrate Hector Croad appeared under a white flag and delivered a message from the allied General Jacob van Deventer, informing him of the armistice .","Khi ông đến sông Chambeshi sáng 14 tháng 11, viên thẩm phán người Anh Hector Croad mang cờ trắng trình diện, trao cho ông lá thư từ vị tướng quân Đồng minh van Deventer, thông báo cho ông biết về lệnh hưu chiến .",A ceasefire; a truce.
bargain,verb,món hời,A bargain well struck.,Một món hời ấn tượng đấy.,"An agreement between parties concerning the sale of property; or a contract by which one party binds himself to transfer the right to some property for a consideration, and the other party binds himself to receive the property and pay the consideration."
circadian,adjective,chu kỳ sinh học,Time cues keep the normal human circadian clock aligned with the rest of the world.,Dấu hiệu thời gian giữ đồng hồ sinh học bình thường của con người phù hợp với những người khác trên thế giới.,"(biology) of, relating to, or showing rhythmic behaviour with a period of 24 hours; especially of a biological process"
cornucopia,noun,kho hàng lớn,Did he get it from the Cornucopia ?,"Anh ta lấy nó trên "" hòn đảo "" kia à?","(Greek mythology) A goat's horn endlessly overflowing with fruit, flowers and grain; or full of whatever its owner wanted."
contested,adjective,bị tranh cãi,We'll miss the school contest .,Vậy chúng ta sẽ bỏ lỡ cuộc thi của trường.,"debated, controversial"
tally,adjective,kiểm,"I'm sorry to interrupt you boys tossing off your tally - whackers, but, Taji, there's a beautiful young lady waiting for you outside.","Tôi xin lỗi ngắt lời bạn trai tung ra kiểm đếm của bạn- whackers, nhưng, Taji, có một cô gái trẻ đẹp chờ đợi cho bạn ở bên ngoài.",(UK) Used as a mild intensifier: very (almost exclusively used by the upper classes and often in conjuction withbally).
wield,verb,sử dụng,"You have someone who can wield a good garrote, do you not?","Con có người có thể sử dụng các ám khí, phải không?","(obsolete) To command, rule over; to possess or own."
guardian,noun,giám hộ,Michael Jackson 's children given new guardian,Mấy đứa trẻ nhà Michael Jackson có người giám hộ mới,"Someone who guards, watches over, or protects."
master,noun,chủ,Now I am the master !,Giờ đây ta là bá chủ .,Someone who has control over something or someone.
prevention,noun,sự ngăn ngừa,What connection is there between accident prevention and respect for the sacredness of life?,Có sự liên hệ gì giữa sự ngăn ngừa tai nạn và sự kính trọng tính chất thánh của máu?,"(obsolete) The act of going, or state of being, before."
primate,noun,tổng giám mục,"The Primates ' Meeting was established by Donald Coggan, Archbishop of Canterbury, in 1978 as an opportunity for “leisurely thought, prayer and deep consultation”.","Thành lập năm 1978 bởi Tổng Giám mục Donald Coggan như là một dịp tiện để ""đàm đạo, cầu nguyện, và thảo luận sâu"".","(zoology) A mammal of the orderPrimates, including simians and prosimians."
quantum,noun,lượng tử,"AMO theory includes classical, semi-classical and quantum treatments.","Lý thuyết AMO bao gồm các nghiên cứu/tương tác cổ điển, bán cổ điển và lượng tử .","(archaic except in South Asian dialects) Quantity, amount."
archaeologist,noun,nhà khảo cổ,"In 1908, on the island of Crete, archaeologists discovered a clay disc.","Vào năm 1908, trên đảo Crete, các nhà khảo cổ học tìm ra một cái đĩa đất sét.","Someone who is skilled, professes or practices archaeology."
centrifuge,noun,máy ly tâm,This entire facility's a centrifuge .,Cả cơ sở này là một máy ly tâm .,A device in which a mixture of denser and lighter materials (normally dispersed in a liquid) is separated by being spun about a central axis at high speed.
founding,adjective,việc sáng lập,"Afterwards, he came to Tokyo to assist with the founding of the new Imperial Japanese Army.","Sau đó, ông đến Tokyo đưa những ý kiến về việc sáng lập Quân đội Đế quốc Nhật Bản mới.",Present participle of found.
gargle,verb,thuốc súc miệng,Burow's solution preparations have been diluted and modified with amino acids to make them more palatable for use as gargles for conditions like aphthous ulcers of the mouth.,Điều chế dung dịch Burow đã được pha loãng và điều chỉnh đổi với các axit amin để làm cho chúng dễ chịu hơn để sử dụng như thuốc súc miệng cho các điều kiện như loét aphthous của miệng.,(intransitive) to clean one's mouth by holding water or some other liquid in the back of the mouth and blowing air out from the lungs
mandate,verb,chỉ thị,You understand what Starfleet regulations mandate be done at this point.,Cậu có biết là họ đã đưa ra chỉ thị gì vào lúc này không?,An official or authoritative command; an order or injunction; a commission; a judicial precept.
memoir,noun,hồi ký,"Ryu wrote his memoir Don't Be an Actor Like Me, which was published in 2009.","Ryu viết hồi ký Don't Be an Actor Like Me, xuất bản năm 2009.",An autobiography; a book describing the personal experiences of an author.
mission,noun,nhiệm vụ,"And with each mission , our numbers grew.","Và qua từng nhiệm vụ , số lượng chúng tôi tăng lên.",(countable) A set of tasks that fulfills a purpose or duty; an assignment set by an employer.
monopoly,noun,độc quyền,"In return, Gomes obtained a monopoly of the Guinea trade, from which the King received a share.","Bù lại, Gomes được độc quyền buôn bán ở Guinea và vua Alfonso được chia phần.","A situation, by legal privilege or other agreement, in which solely one party (company, cartel etc.) exclusively provides a particular product or service, dominating that market and generally exerting powerful control over it."
putt,verb,vào lỗ đánh gôn,"Putt , not drive.","Khều , chứ đừng bạt.",(golf) The act of tapping a golf ball lightly on a putting green.
right,adjective,phải,We're gotta go right now while they're changing guards.,"Chúng ta phải đi ngay bây giờ, khi họ đổi lính gác.","(archaic) Straight, not bent."
vaccine,noun,vacxin,"Well, turns out that anything that reduces the need for the antibiotic would really work, so that could include improving hospital infection control or vaccinating people, particularly against the seasonal influenza.","Chà, hóa ra là có thể sử dụng bất cứ thứ gì giảm nhu cầu thuốc kháng sinh bao gồm cải thiện kiểm soát nhiễm khuẩn trong bệnh viện hay tiêm vacxin cho người, cụ thể là chống cúm theo mùa.","(immunology) A substance given to stimulate the body's production of antibodies and provide immunity against a disease, prepared from the agent that causes the disease, or a synthetic substitute."
withdrawn,adjective,rút,"Battle of Aquia Creek (29 May – 1 June) – Confederate artillery hit by naval bombardment, later withdrawn .","Trận Aquia Creek - 29 tháng 5 – 1 tháng 6 - Pháo binh Quân miền Nam bị hải quân bắn nát, phải rút lui.",introvert.
contagious,adjective,lây,Syphilis is highly contagious during this first stage .,Giang mai rất dễ lây lan trong giai đoạn đầu tiên này .,"Of a disease, easily transmitted to others."
feast,noun,yến tiệc,"After the slaughter, the northmen feasted on the flesh of the slain.","Sau cuộc tàn sát, lũ phương Bắc tổ chức yến tiệc bằng thịt của xác chết.","A very large meal, often of a ceremonial nature."
float,verb,nổi,It ultimately floated and accumulated creating continents that would change in size and shape over time.,Lớp đá này cuối cùng thì nổi lên và chất chồng lên nhau tạo ra các lục địa sẻ thay đổi kích cở và hình dạng trong liên tục.,A buoyant device used to support something in water or another liquid.
gluttony,noun,tính háu ăn,"Thus, gluttony is not determined by someone’s size but by his attitude toward food.","Vì vậy, tính háu ăn không được xác định qua việc một người nặng bao nhiêu mà là thái độ đối với đồ ăn.",The vice of eating to excess.
