word,part_of_speech,meaning,example,example_meaning,definition
blizzard,verb,trận bão tuyết,"Master, where did this blizzard come from?","Sư phụ, trận bão tuyết này đến từ đâu?","A severe snowstorm, especially with strong winds and greatly reduced visibility."
draconian,adjective,hà khắc,“Vietnam should join the 21st century and repeal these draconian laws from another era.”,“Việt Nam cần gia nhập thế kỷ 21 và loại bỏ những điều luật hà khắc có từ thời trước.”,"Very severe, oppressive or strict."
emission,noun,sự phát ra,The rotation rate of the pulsar will gradually slow due to the emission of radiation.,Và tốc độ quay của sao xung cũng chậm dần do sự phát ra các bức xạ.,"Something that is emitted, especially the exhaust from a car."
extinct,adjective,tuyệt chủng,It's extinct .,"Đó là sự tuyệt chủng . ""","(dated) Extinguished, no longer alight (of fire, candles etc.)"
galaxy,noun,thiên hà,And it is estimated that there are billions of galaxies !,Và người ta phỏng đoán là có hàng tỷ thiên hà !,(now rare) The Milky Way; the apparent band of concentrated stars which appears in the night sky over earth. [from 14th c.]
mummy,noun,mẹ,"Then Mummy and Daddy had to stop me, of course.","Rồi mẹ và bố phải dừng em lại, cũng phải thôi.",(historical) A substance used in medicine prepared from mummified flesh.
pigment,noun,sắc tố,There was natural selection for the evolution of lightly pigmented skin.,Một quá trình chọn lọc đã diễn ra trong sự tiến hóa của sắc tố da sáng.,(biology) Any color in plant or animal cells
reapportion,verb,tái phân bổ,"The ocean floor border between Germany, the Netherlands, and Denmark was only reapportioned after protracted negotiations and a judgement of the International Court of Justice.","Phần đáy biển có ranh giới giữa Đức, Hà Lan và Đan Mạch đã được xác định lại sau các cuộc đàm phát kéo dài và theo phán quyết của Tòa án Công lý Quốc tế.",To apportion again; to redistribute or reallocate.
conch,verb,vòm trần,"One such common location is the Citadel, a floating city depicted as a standard medieval castle in the Windows version, with conches and shell-like structures prominent in the PlayStation's variation.","Một địa danh thông thường như là Citadel, một thành phố nổi được miêu tả như một tòa lâu đài thời trung cổ tiêu chuẩn trong phiên bản Windows, với mái vòm trần và những cấu trúc hình vỏ nổi bật trong sự biến đổi của PlayStation.",A marine mollusc of the family Strombidae which lives in its own spiral shell.
corps,noun,quân đoàn,Throughout the Napoleonic era there was a special Mamluk corps in the French army.,"Suốt thời đại Napoleon, có một quân đoàn Mamluk đặc biệt trong quân đội Pháp.",(military) A battlefield formation composed of two or more divisions.
