word,part_of_speech,meaning,example,example_meaning,definition
repeal,verb,huỷ bỏ,"On May 5, 1987, Executive Order No 167 repealed Presidential Decrees No 1835 and No 1975 as being unduly restrictive of the constitutional right to form associations.","Ngày 5 tháng 5 năm 1987, Lệnh Hành pháp số 167 đã huỷ bỏ các sắc lệnh 1835 và 1975 vì lý do các sắc lệnh này đã ngăn cản quá đáng quyền lập hội theo hiến pháp.","(transitive) To cancel, invalidate, annul."
quad,adjective,Quad,"A quad is a unit of energy equal to 1015 (a short-scale quadrillion) BTU, or 1.055 × 1018 joules (1.055 exajoules or EJ) in SI units.","quad là một đơn vị năng lượng tương đương với 1015 (triệu tỉ - quadrillion) BTU, hay 1.055 x 1018 joule (1.055 exajoules hay EJ) trong hệ đo SI.",(informal) A quadrangle (courtyard).
monstrosity,noun,sự quái dị,"The New Rolling Stone Album Guide described the album as an ""inspired monstrosity ... assault of glorious noise"".","The New Rolling Stone Album Guide mô tả album như "" sự quái dị được truyền ảnh hưởng sự tấn công của những tiếng ồn rực rỡ.""","A monstrous thing, person or act."
pretentious,adjective,tự phụ,Pretentious art.,Biệt tài khoa khoang tự phụ .,Marked by an unwarranted claim to importance or distinction.
turnout,noun,số người tham gia,This is a wonderful turnout .,Mọi người có mặt hôm nay thật tuyệt vời .,attendance; crowd
technological,adjective,công nghệ học,"The answer is, you need to use technology to do it for you.","Câu trả lời là, bạn cần dùng công nghệ học làm việc đó thay cho bạn.","Of, relating to, or involving technology, especially modern scientific technology."
repudiate,verb,bỏ,"(Acts 10:34, 35) With Jehovah’s help, it is possible “to repudiate ungodliness and worldly desires” and live as true Christians should.","Với sự giúp đỡ của Đức Giê-hô-va, chúng ta có thể “chừa- bỏ sự không tin-kính và tình-dục thế-gian” và sống theo cách thật xứng đáng của người tín đồ (Tít 2:11-14).",To reject the truth or validity of something; to deny.
colonization,noun,chiếm làm thuộc địa,The history of the Pitcairn Islands begins with the colonization of the islands by Polynesians in the 11th century.,Lịch sử của Quần đảo Pitcairn bắt đầu với sự xâm chiếm làm thuộc địa của người Polynesia vào thế kỷ 11.,The process of establishing a colony.
edible,adjective,ăn được,Everything is edible .,Mọi thứ đều ăn được .,That can be eaten without harm; non-toxic to humans; suitable for consumption.
mutation,noun,sự biến đổi,A mutation of nature.,Một sự biến đổi tự nhiên.,any alteration or change
ecological,adjective,sinh thái,I tripped on the reality of this ecology of creativity just last week.,Tôi đã bước vào thực tế của hệ sinh thái sáng tạo này vào tuần trước.,"Relating to ecology, the interrelationships of organisms and their environment."
herbivore,noun,loài ăn cỏ,Carletonomys was probably herbivorous and lived in a wet habitat.,Carletonomys có lẽ là loài ăn cỏ và sống trong một môi trường sống ẩm ướt.,Any animal that eats only vegetation (i.e. that eats no meat).
omnivore,noun,động vật ăn tạp,These features suggest an omnivorous diet similar to that of modern pigs.,"Những tính năng này cho thấy một chế độ ăn uống theo kiểu động vật ăn tạp , tương tự như của lợn hiện đại.",An animal which is able to consume both plants (like a herbivore) and meat (like a carnivore).
microbe,noun,vi khuẩn,So all of you right now are sharing your microbes with one another.,Tất cả mọi người ngồi đây cũng đang trao đổi vi khuẩn cho nhau.,"(microbiology) Any microorganism, but specially said of those microorganisms which are harmful types of bacteria."
epidemic,adjective,bệnh dịch,""" Epidemic outbreak """,""" Bệnh dịch thịnh hành "".",A widespread disease that affects many individuals in a population.
antibody,noun,kháng thể,They have antihemorrhagic and antineurotoxic antibodies in their blood.,Chúng có kháng thể antihemorrhagic và antineurotoxic trong máu của họ.,(immunology) A protein produced by B-lymphocytes that binds to a specific antigen.
antigen,noun,kháng nguyên,Cells such as the macrophage are specialists at this antigen presentation.,Những tế bào như đại thực bào là những chuyên gia trong quá trình trình diện kháng nguyên .,"(immunology) A substance that induces an immune response, usually foreign."
vector,verb,lái,"So the idea was, okay, keep that feeling of freedom, but change the vector and increase the time.","Cho nên ý tưởng nằm ở chỗ giữ cảm giác tự do ấy, nhưng thay đổi hướng lái và tăng thời gian lên.","(mathematics) a directed quantity, one with both magnitude and direction; an element of a vector space"
