word,part_of_speech,meaning,example,example_meaning,definition
tasteful,adjective,có óc thẩm mỹ,I admire your good taste .,Anh có óc thẩm mỹ khá đấy.,having or exhibiting good taste; aesthetically pleasing or conforming to expectations or ideals of what is appropriate
verve,noun,nhiệt tình,"Votta wrote of ""Cool"" that ""for Mike Chang's first solo it's impressive"", and added, ""maybe he should play Tony instead of Blaine""; Slezak also thought he should have been considered for Tony since it was ""performed with such verve and swagger and charisma"".","Votta cho rằng ""Cool"" là ""bản solo đầu tiên ấn tượng của Mike Chang"", và nói thêm, ""có lẽ anh ấy nên đóng vai Tony thay thế Blaine""; Slezak đồng thời cũng nghĩ rằng anh nên xem xét vai Tony vì ca khúc ""được trình bày một cách nhiệt tình , cao trào và duyên dáng"".","Excitement of imagination such as animates a poet, artist, or musician, in composing or performing"
magnate,noun,trùm tư bản,"Michael Caine as Arthur Tressler, an insurance magnate and the Four Horsemen's sponsor.","Michael Caine trong vai Arthur Tressler, trùm tư bản bảo hiểm và là nhà tài trợ cho Bộ tứ kỵ sĩ.",Metal object with flux.
excruciating,adjective,hết sức đau đớn,It was the scariest moment of my life; an excruciating choice to make.,Đó là khoảng khắc đáng sợ nhất trong đời tôi khi phải đưa ra một lựa chọn hết sức đau đớn .,the nation's most excruciating dilemma -- W. H. Ferry(Can we date this quote?)
escapism,noun,trốn thoát,Let him escape .,Cứ để cho hắn chạy trốn .,An inclination to escape from routine or reality into fantasy
algorithm,noun,thuật toán,It's a response algorithm for Fetch Retrieve.,Đây là một thuật toán đáp ứng của Fetch Retrieve.,A precise step-by-step plan for a computational procedure that begins with an input value and yields an output value in a finite number of steps.
atlas,noun,tập bản đồ,Species text in The Atlas of Southern African Birds.,Mô tả loài trong Tập bản đồ Chim miền nam châu Phi (The Atlas of Southern African Birds) (tiếng Anh).,"A bound collection of maps often including tables, illustrations or other text."
czar,noun,Nga hoàng,A shoe made of apricot leather for the daughter of a czar .,Một chiếc giày làm bằng da khô của quả mơ cho con gái của Nga Hoàng .,Alternative spelling of tsar.
jeremiad,noun,lời than van,"Wrote a self-defeating Jeremiad about his employer, the U.N., back in 2010.","Nhà tiên đoán thất sủng nhân viên kiểu mẫu của Liên Hiệp Quốc, năm 2010.","A long speech or prose work that bitterly laments the state of society and its morals, and often contains a prophecy of its coming downfall."
leotard,noun,quần áo nịt,"You know, I don't look good in leotards .","Em biết đấy, anh không hợp với quần áo nịt .","A skin-tight one-piece garment with long sleeves and no legs, often worn by dancers, acrobats etc."
