word,part_of_speech,meaning,example,example_meaning,definition
bias,adjective,khuynh hướng,"First of all, I'm going to show you the average amount of bias that we see.","Đầu tiên, tôi sẽ cho bạn thấy khuynh hướng trung bình mà chúng tôi nhìn thấy được.","In the game of crown green bowls: a weight added to one side of a bowl so that as it rolls, it will follow a curved rather than a straight path; the oblique line followed by such a bowl; the lopsided shape or structure of such a bowl."
implication,noun,ẩn ý,This of course has two very clear implications for life in general.,Điều này dĩ nhiên có 2 ẩn ý rất rõ về cuộc sống nói chung.,(uncountable) The act of implicating.
inference,noun,kết luận,The inference being she's selling secrets.,Kết luận đưa ra là cô ta bán thông tin tình báo.,(uncountable) The act or process of inferring by deduction or induction.
implicit,adjective,ẩn,"In the early 20th century, Borel and Arthur Eddington used the theorem to illustrate the timescales implicit in the foundations of statistical mechanics.","Trong những năm đầu thế kỷ 20, Émile Borel và Arthur Eddington sử dụng nguyên lý để minh họa cho thang thời gian ẩn giấu trong cơ sở của cơ học thống kê.","Implied indirectly, without being directly expressed"
formality,noun,nghi thức,Service to God Not a Burdensome Formality,Phụng sự Đức Chúa Trời không phải là nghi thức nặng nề,(uncountable) The state of being formal.
ambiguity,noun,sự mơ hồ,But the Paris Peace Accord was a masterpiece of ambiguity .,Hiệp định Paris là một tuyệt tác đầy sự mơ hồ .,"(countable) Something liable to more than one interpretation, explanation or meaning, if that meaning etc cannot be determined from its context."
fallacy,noun,nguỵ biện,"He states that the argument that ""Operation Vistula was the revenge for the slaughter of Poles by the Ukrainian Insurgent Army"" in 1943–1944, was "" fallacious and ethically inadmissible,"" as it invoked ""the principle of collective guilt.""","Ông lập luận rằng ""Chiến dịch Vistula là sự trả thù cho việc giết người Ba Lan của Quân đội nổi dậy Ukraina"" trong 1943-1944, là "" nguỵ biện và phi đạo đức không thể chấp nhận"", như nó gọi là ""nguyên tắc về tội lỗi tập thể.""",Deceptive or false appearance; deceitfulness; that which misleads the eye or the mind; deception.
topic,noun,chủ đề,This will help you to link together spiritual topics that you have investigated.,Suy ngẫm sẽ giúp bạn liên kết những chủ đề trong Kinh Thánh mà bạn đã nghiên cứu.,Subject; theme; a category or general area of interest.
topic sentence,noun,câu chủ đề,"* Notice the last sentence in the second paragraph of doctrinal topic 4, “The Restoration.”","* Hãy lưu ý đến câu cuối cùng trong đoạn thứ hai của đề tài giáo lý 4, “Sự Phục Hồi.”",A sentence at the beginning of a paragraph indicating the general matter to be discussed later in that paragraph.
theme,noun,chủ đề,Aceval revolves her writing around the theme of love.,Chủ đề viết của Aceval xoay quanh tình yêu.,a subject of a talk or an artistic piece; a topic.
subject,noun,chủ đề,PG: So groom was the subject of the piece.,PG: Vậy thư giản là chủ đề của bản nhạc.,Likely to be affected by or to experience something.
narration,noun,chuyện kể,Narrator – A speaker that tells all stories of detective Tom and Jerry.,Người dẫn truyện - Người nói chuyện kể về tất cả các câu chuyện thám tử Tom và Jerry.,"The act of recounting or relating in order the particulars of some action, occurrence, or affair; a narrating."
narrative,adjective,bài tường thuật,I quote from his narrative concerning this.,Tôi xin trích dẫn từ bài tường thuật của ông về điều này.,Telling a story.
narrator,noun,người kể chuyện,"If your narrator is alive, she's on this list.","Nếu người kể chuyện còn sống, thì sẽ có tên trên danh sách này.",One who narrates or tells stories.
perspective,adjective,phối cảnh,Sometimes the perspective is the illusion.,Đôi khi phối cảnh tạo nên ảo giác.,"A view, vista or outlook."
point of view,noun,quan điểm,"Hence, from a human point of view , their chances of being victorious would seem remote.","Vì thế, theo quan điểm loài người, dường như họ không thể chiến thắng.",A position from which something is seen; outlook; standpoint.
first person,noun,,You'll be the first person I call.,Anh sẽ là người đầu tiên tôi nhờ vả.,(grammar) Forms of pronouns or verbs used for the speaker or writer of the sentence in which they occur.
second person,noun,,“And you’re...my second person ?”,“Và ông là... người thứ hai của tôi ?”,"In grammar, the form of a verb used when the subject of a sentence is the audience. In English, the second person is used with the pronouns thou and you. In many languages the singular, applying to one person, and plural, applying to several people, are distinct."
third person,noun,,I think there's a third person .,Tôi nghĩ là có người thứ ba .,"(linguistics, withthe) The words, word-forms, and grammatical structures, taken collectively, that are normally used of people or things other than the speaker or the audience."
genre,noun,thể loại,I wanted to change genres and take a risk.,Tôi muốn thay đổi thể loại và làm liều...,"A kind; a stylistic category or sort, especially of literature or other artworks."
fiction,noun,tiểu thuyết,"I'll change the names if I have to, call it fiction .","Anh sẽ đổi tên nếu cần, gọi nó là tiểu thuyết .","Literary type using invented or imaginative writing, instead of real facts, usually written as prose."
science fiction,noun,khoa học viễn tưởng,"Though, by definition, science fiction is not science.","Theo định nghĩa, thì khoa học viễn tưởng không phải là khoa học .",Fiction in which advanced technology and/or science is a key element.
drama,noun,kịch,"And at Hannah, for making it all her drama .","Và với Hannah, vì đã khiến mọi bi kịch là của cô ấy.","A composition, normally in prose, telling a story and intended to be represented by actors impersonating the characters and speaking the dialogue"
comedy,noun,hài kịch,Here's how I see social justice comedy working.,Bản thân tôi nhìn hài kịch công bằng xã hội thế này,archaic Greece. a choric song of celebration or revel
romance,verb,bịa đặt,Romance problems?,Yêu rồi sao?,Woo; court.
mystery,noun,bí ẩn,"Yeah, and then saved by some mysterious vigilante.",Phải và rồi được cứu bởi một gã nổi loạn bí ẩn .,Something secret or unexplainable; unknown.
thriller,noun,Thriller,You're five zippers away from Thriller .,Anh chỉ là phần còn lại của Thriller thôi.,"Something that thrills, especially a suspenseful, sensational genre of story, book, play or film."
