word,part_of_speech,meaning,example,example_meaning,definition
genealogical,adjective,phả hệ,Josina supported the family by illustrating genealogical charts.,Josina ủng hộ gia đình bằng cách minh họa các bảng xếp hạng phả hệ .,of or relating to genealogy.
disposition,verb,khuynh hướng,3 Which of the two mental dispositions characterizes the world today?,"3 Trong hai khuynh hướng tâm thần, cái nào biểu thị đặc tính của thế gian ngày nay?",Tendency or inclination under given circumstances
detestable,adjective,đáng ghét,"ROMEO Thou detestable maw, thou womb of death,","ROMEO Chúa bụng đáng ghét , ngươi tử cung tử vong,",Stimulating disgust or detestation; offensive; shocking.
brooding,adjective,sinh nở,"King of a fine brood , sir.","Hoàng đế của lũ gà con , thưa ngài.",Present participle of brood.
throng,adjective,đám đông,21 Are you one of that growing throng of light bearers?,21 Chính bạn có phải là một trong số đám đông người mang sự sáng không?,A group of people crowded or gathered closely together; a multitude.
capitulation,noun,sự đầu hàng,Peithon easily defeated his opponents and accepted their capitulation .,Peithon dễ dàng đánh bại đối thủ của mình và chấp nhận sự đầu hàng của họ.,A reducing to heads or articles; a formal agreement.
vice,adjective,mỏ cặp,""" No, we can modify the workbench maybe to put a special stool, a special anvil, special vice , and maybe an electric screwdriver. """,""" Không, chúng ta có thể điều chỉnh lại cái ghế làm việc có thể đặt một chiếc ghế đặc biệt với cái đe đặc biệt, với cái mỏ cặp đặc biệt, và có thể một chiếc tuốc nơ vít bằng điện. """,A bad habit.
rampant,adjective,hung hăng,"And we've seen looting at sites so rampant , it looks like craters of the moon.","Và chúng tôi đã thấy sự bóc lột hung hăng , nó giống như miệng núi lửa mặt trăng vậy.",(originally) rearing on both hind legs with the forelegs extended
enamored,adjective,say mê,I am enamored by you.,Anh phải lòng em.,totally in love
ardor,noun,nhiệt tâm,"It might be asked, If ours is a “counterfeit of apostolic and missionary ardor ,” where is the real evangelizing zeal to be found?",Một câu hỏi được nêu lên là: Nếu lòng sốt sắng của chúng ta là “sự giả mạo của lòng nhiệt tâm của các tông đồ và giáo sĩ” thì người ta có thể tìm thấy lòng sốt sắng thật sự trong công việc rao giảng ở đâu?,(chiefly US) great warmth of feeling; fervor; passion
quicksilver,noun,thủy ngân,"When the quicksilver is here, the heat is precisely correct, and the oil will gradually rise.","Có thủy ngân ở đây, sức nóng sẽ đúng một cách chuẩn xác, và tinh dầu sẽ từ từ bốc lên.",The metal mercury.
shorthand,noun,tốc ký,we're using a kind of shorthand .,chúng tôi đang sử dụng một loại tốc ký .,"A compendious and rapid method of writing by substituting symbols, for letters, words, etc.; short writing; stenography; phonography"
