word,part_of_speech,meaning,example,example_meaning,definition
curlicue,verb,vòng xoắn trang trí,"They made circles, and curlicues , and squiggledy things, and these hardened at once and were candy.","Các cô làm những vòng tròn, những đường xoắn, những vật cong queo và những thứ này đông cứng tức khắc, biến thành kẹo.",A fancy twisting or curling shape made from a series of concentric circles.
meringue,noun,bánh trứng đường,"That's a mile-high meringue , Miss Celia.",Bánh trứng đường dày cả mét vậy cô Celia,A mixture consisting of beaten egg whites and sugar which is added to the tops of pies then browned.
forefront,noun,hàng đầu,Israel is also at the technological forefront of desalination and water recycling.,Israel cũng ở vị trí hàng đầu về kỹ thuật khử muối và tuần hoàn nước.,The leading position or edge; the most advanced or newest thing.
synchronicity,noun,đồng bộ,A baby’s body rhythms are synchronized with those of her mother.,Nhịp điệu cơ thể của một đứa trẻ luôn theo nhịp cơ thể mẹ nó.,(uncountable) The state of being synchronous or simultaneous.
unrestrained,adjective,không bị dằn lại,Unrestrained it becomes all-consuming.,"Nếu không được kiềm chế , nó sẽ trở nên nguy hại về mọi mặt.",immoderate; not restrained or held in check
gospel,verb,sách phúc âm,The Gospels tell about when Jesus Christ lived on the earth.,Các Sách Phúc Âm cho biết về lúc Chúa Giê Su Ky Tô sống trên thế gian.,"The first section of the Christian New Testament scripture, comprising the books of Matthew, Mark, Luke and John, concerned with the life, death, resurrection, and teachings of Jesus."
communal,adjective,chung,"I have found now in communities as varied as Jewish indie start-ups on the coasts to a woman's mosque, to black churches in New York and in North Carolina, to a holy bus loaded with nuns that traverses this country with a message of justice and peace, that there is a shared religious ethos that is now emerging in the form of revitalized religion in this country.","Giờ đây, tôi nhận thấy từ nhiều cộng đồng khác nhau như những công ty khởi nghiệp của người Do Thái trên các bờ biển, hay nhà thờ Hồi giáo của một phụ nữ, những nhà thờ đen tại New York và North Carolina, hay chuyến xe buýt thiêng liêng chở các nữ tu đi khắp đất nước mang theo thông điệp của công lý và hòa bình, rằng có một đặc tính chung nổi bật trong các hình thức của tôn giáo được tái sinh trên đất nước này.",Pertaining to a community.
abominable,adjective,kinh tởm,Abominable pig.,Con lợn kinh tởm .,"Worthy of, or causing, abhorrence, as a thing of evil omen; odious in the utmost degree; very hateful; detestable; loathsome; execrable."
impeccable,adjective,hoàn hảo,""" We do routines and chorus scenes With footwork impeccable",♫ Chúng tôi nhảy múa và hát đồng ca Với những đôi chân hoàn hảo ♫,"Perfect, without faults, flaws or errors"
stealthily,adverb,lén lút,"For stealthily stealing my sympathy before, too.",Và cũng vì việc lén lút ăn cắp sự cảm thông của em trước đây.,"In a stealthy manner, furtively."
gloat,verb,hả hê,"When does Israel meet her demise, but why should Judah not gloat ?","Y-sơ-ra-ên sụp đổ khi nào, nhưng tại sao Giu-đa không nên hả hê ?","To exhibit a conspicuous sense of self-satisfaction, often at an adversary's misfortune."
dumbfounded,adjective,không nói nên lời,I stood there dumbfounded !,Tôi đứng ngây người không nói nên lời !,shocked and speechless.
