word,part_of_speech,meaning,example,example_meaning,definition
tariff,verb,thuế xuất nhập khẩu,The U. S. and Europe should give us a zero percent tariff .,Mỹ và Châu Âu không nên đánh thuế xuất nhập khẩu lên hàng hóa của chúng tôi,"a system of government-imposed duties levied on imported or exported goods; a list of such duties, or the duties themselves"
tremor,verb,rung,"Volcanic seismicity has three major forms: short-period earthquake, long-period earthquake, and harmonic tremor .","Địa chấn núi lửa thường có ba dạng chính: động đất chu kỳ ngắn, động đất chu kỳ dài, và rung chấn điều hòa (harmonic tremor).","A shake, quiver, or vibration."
vestigial,adjective,dấu vết,"Humans have a similar magnetite deposit, but it is believed to be vestigial .","Con người có tiền gửi magnetite tương tự, nhưng nó được cho là dấu vết .",Of or pertaining to a vestige or remnant; like a trace from the past.
heist,verb,cướp,I can't do the heist .,Con không thể đi cướp .,"a robbery or burglary, especially from an institution such as a bank or museum"
journal,noun,nhật ký,After two weeks record your experience in your journal .,"Sau hai tuần, hãy ghi lại kinh nghiệm của em vào nhật ký .",(obsolete) Daily.
outage,noun,số lượng chất đốt,Don't tell me this is a power outage .,Nói với anh đi đây chỉ là chạm điện .,"A temporary suspension of operation, especially of electrical power supply"
pothole,noun,ổ gà,I noticed some yellow brick potholes back there.,Tôi thấy là một số viên gạch vàng có ổ gà đấy.,"A shallow pit or other edged depression in a road's surface, especially when caused by erosion by weather or traffic."
predator,noun,thú ăn mồi sống,"If you think about it, it is a little bit like a population of predators , that are so successful in decimating the prey that they must feed on, that in the end they starve.","Nếu bạn nghĩ về nó, nó hơi có phần giống như loài thú ăn mồi sống vậy, mà rất thành công khi giết chết loại con mồi nó phải ăn để sống nhưng cuối cùng lại chết đói.","any animal or other organism that hunts and kills other organisms (their prey), primarily for food"
prestigious,adjective,có uy tín,"Yet, his music earned him a prestigious award.","Thế nhưng, âm nhạc của ông ấy lại được giải thưởng có uy tín .",Of high prestige.
rout,Verb,root,Southern Route :,Hướng Nam:,A bellowing; a shouting; noise; clamor; uproar; disturbance; tumult.
seismologist,noun,nhà địa chấn học,Jesus was not a seismologist .,Giê-su không phải là nhà địa - chấn - học .,"A person who is skilled at, professes, or practices seismology."
treasury,noun,kho bạc,U. S. Treasury bills and bonds are loans to the Federal Government.,Kỳ phiếu và trái phiếu kho bạc Hoa Kỳ là những khoản vay của,a place where state or royal money and valuables are stored
vermilion,adjective,đỏ son,Vermilion Bird is Tortoise killed,Chu Tước là Huyền Vũ giết,A vivid red synthetic pigment made of mercury sulfide.
albatross,noun,chim hải âu lớn,The wandering albatross is an outstanding example.,Chim hải âu lớn (Diomedea exulans) là một thí dụ điển hình.,Any of various large seabirds of the family Diomedeidae ranging widely in the Southern Ocean and the North Pacific and having a hooked beak and long narrow wings.
alligator,verb,cá sấu Mỹ,Alligators don't have that fringe on their hind leg.,Cá sấu Mỹ không có gai răng cưa ở chân sau.,(obsolete) One who binds or ties.
auction,noun,đấu giá,Apparently all seven came up for auction a few months back.,Rõ ràng là cả bảy con đã được cho bán đấu giá mới vài tháng trước.,A public event where goods or property are sold to the highest bidder.
blowout,noun,,Blowout Preventer.,Hệ thống chống phun dầu.,a sudden puncturing of a pneumatic tyre / tire
pierogi,noun,,The origins of pierogi are disputed.,Nguồn gốc của pierogi rất gây tranh cãi.,"(North America) A square- or crescent-shaped dumpling of unleavened dough, stuffed with sauerkraut, cheese, mashed potatoes, cabbage, onion, meat, or any combination of these, or with a fruit filling."
extravaganza,noun,hành vi ngông cuồng,Shoes Extravaganza .,Áo Surplice,"an event or display (dramatic, musical, etc) of fantastic or chaotic behaviour or conduct."
fatality,noun,sự rủi ro,The consequences can be fatal .,Hậu quả có thể sẽ rất nghiêm trọng .,"The state of being fatal, or proceeding from destiny; invincible necessity, superior to, and independent of, free and rational control."
kayak,verb,Kayak,"You like walking your dog, kayaking , and Hitchcock movies.","Anh thích tản bộ với chó, đi thuyền kayak và phim Hitchcock.","a type of small boat, powered by the occupant or occupants using a double-bladed paddle in a sitting position"
mascot,noun,linh vật,Looks like you're a mascot for a macabre club.,Có vẻ như cô là linh vật của một câu lạc bộ tử thần đấy.,"something, especially a person or animal, used to symbolize a sports team or other group"
nonprofit,adjective,,Check out the Google for Nonprofits blog,Xem blog Google cho tổ chức phi lợi nhuận,"An organization that exists for reasons other than to make a profit, such as a charitable, educational or service organization."
polar,adjective,ở địa cực,"Much of the water is stored in oceans, lakes, rivers, glaciers, polar icecaps, and under the ground.","Phần lớn nước được chứa trong các đại dương, ao hồ, sông ngòi, băng hà, tảng băng ở địa cực , và trong lòng đất.","of, relating to, measured from, or referred to a geographic pole (the North Pole or South Pole)"
altruistic,adjective,vị tha,"So, long live the altruistic revolution.",Cách mạng Vị tha muôn năm!,Regardful of others; beneficent; unselfish
black hole,noun,hố đen,Now our Sun will not collapse to a black hole .,Bây giờ Mặt trời của chúng ta sẽ không dập tắt thành một hố đen .,"A gravitationally domineering celestial body with an event horizon from which even light cannot escape; the most dense material in the universe, condensed into a singularity, usually formed by a collapsing massive star."
bronze,adjective,đồng thiếc,"Lepton (Jewish, copper or bronze )","Lép-ton (Do Thái, đồng hoặc đồng thiếc )","(uncountable) A natural or man-made alloy of copper, usually of tin, but also with one or more other metals."
citizenship,noun,quyền công dân,They applied for French citizenship after...,Họ xin quyền công dân Pháp sau khi...,The status of being a citizen.
crow,noun,quạ,"They reveal a beautiful range of colors: glossy, dark plumage, reminiscent of crows , alternating strips of black and white, or splashes of bright red.","Chúng tiết lộ một loạt các màu sắc đẹp đẽ: sáng bóng, sậm tối , gợi nhớ đến lũ quạ , hay xen kẽ các dải đen và trắng, hoặc có những vệt màu đỏ tươi.","A bar of iron with a beak, crook, or claw; a bar of iron used as a lever; a crowbar."
fellowship,verb,hội,Dad and Mother took full advantage of all opportunities to fellowship and associate.,Cha và mẹ tận dụng mọi cơ hội để kết hợp và hội họp cùng anh em.,A company of people that shares the same interest or aim.
layoff,noun,,I'm sorry about your layoff .,Anh rất tiếc về việc em bị sa thải .,A dismissal of employees from their jobs because of tightened budgetary constraints or work shortage (not due to poor performance or misconduct).
lithium,noun,liti,it's almost like age is a form of lithium .,nó giống như tuổi tác là một dạng Liti vậy.,"(pharmacology, uncountable) Lithium carbonate or other preparations of lithium metal used to treat manic depression and bipolar disorders."
outbreak,verb,bùng nổ,But nobody believes it will actually be particularly effective if we have a real outbreak .,Nhưng không ai tin rằng nó sẽ thật sự hiệu nghiệm nếu dịch bệnh thật sự bùng nổ .,A sudden increase.
pharaoh,noun,Pharaon,Here they are enslaved by Pharaoh .,Tại đây họ đã bị Pha - ra - ông bắt làm nô lệ.,The supreme ruler of ancient Egypt; a formal address for the sovereign seat of power as personified by the 'king' in an institutional role of Horus son of Osiris; often used by metonymy for Ancient Egyptian sovereignty
policy,noun,chính sách,The policy of the government was criticized by the opposition party.,Chính sách của chính phủ bị phê phán bởi đảng đối lập.,"A plan or course of action, especially one of an organization or government"
purge,verb,thanh trừng,There will be no more purges .,Sẽ không có vụ thanh trừng nào nữa.,An act of purging
abroad,adverb,ở nước ngoài,He's been abroad for six years now.,Anh ấy ở nước ngoài đã sáu năm nay.,(neologism) countries or lands abroad
accommodation,noun,chỗ ở,"Our next assignment was Rockhampton, but we could not find any accommodations there.","Nhiệm sở kế tiếp của chúng tôi là Rockhampton, nhưng chúng tôi không tìm đâu ra chỗ ở .","(British) Lodging in a dwelling or similar living quarters afforded to travellers in hotels or on cruise ships, or prisoners, etc."
