word,part_of_speech,meaning,example,example_meaning,definition
ingenious,adjective,mưu trí,"Very ingenious , captain.","Rất mưu trí , Đại úy.",Displaying genius or brilliance; tending to invent.
inspire,Verb,truyền,"In Australia, thousands of school students were inspired by Thunberg to strike on Fridays, ignoring Prime Minister Scott Morrison's call for ""more learning in schools and less activism"".","Ở Úc, hàng ngàn học sinh đã được Thunberg truyền cảm hứng để biểu tình vào thứ Sáu, phớt lờ những bình luận của Thủ tướng Scott Morrison về ""học nhiều hơn ở trường và ít hoạt động hơn"".","(transitive) To infuse into the mind; to communicate to the spirit; to convey, as by a divine or supernatural influence; to disclose preternaturally; to produce in, as by inspiration."
slight,adjective,nhẹ,You may have a slight fever.,Có thể anh bị cảm nhẹ rồi.,"Small, weak, or gentle; not decidedly marked; not forcible; inconsiderable; unimportant; insignificant; not severe."
intervene,verb,can thiệp,Social services won't intervene until they do a full investigation.,Dịch vụ xã hội sẽ không can thiệp đến khi họ điều tra đầy đủ.,"To come between, or to be between, persons or things; -- followed by between; as, the Mediterranean intervenes between Europe and Africa."
fond,verb,luyến,"With profound mixed emotions, we took our leave of those we had grown so fond of and turned to deal with this unexpected “tomorrow.”","Với cảm xúc lẫn lộn khó tả, chúng tôi lưu luyến giã từ những người mình thương yêu, và quay qua đương đầu với “ngày mai” bất ngờ này.",outlandish; foolish; silly.
prompt,adjective,nhắc,Would you like to accept this certificate forever without being prompted ?,"Bạn có muốn chấp nhận hoài chứng nhận này, không có được nhắc không?","(archaic) Ready, willing (to act)."
sordid,adjective,bẩn thỉu,You should've thought of that before Giuliano bedded you in some sordid tavern.,Cô không nên nghĩ vậy trước khi Giuliano lên giường với cô trong quán rượu bẩn thỉu .,Dirty or squalid.
divulge,verb,tiết lộ,I'm not at liberty to divulge the identity of my client.,Tôi không được phép tiết lộ danh tính khách hàng của tôi.,"To make public; to several or communicate to the public; to tell (a secret) so that it may become generally known; to disclose; -- said of that which had been confided as a secret, or had been before unknown; as, to divulge a secret."
keel over,verb,Vòng quay,He keeled over head-fist.,Ổng đã té đập đầu xuống.,"(intransitive, nautical) Of a vessel: to roll so far on its side that it cannot recover; to capsize."
chaos,noun,hỗn loạn,"But, see, chaos theory isn't exactly about chaos .","Nhưng, bạn biết đấy, thuyết hỗn loạn không hoàn toàn nói về sự hỗn loạn .",(obsolete) A vast chasm or abyss.
coherent,adjective,mạch lạc,How you turned his ramblings into something vaguely coherent .,Làm thế nào cậu sắp xếp các thứ hỗn độn một cách mạch lạc ?,"Orderly, logical and consistent."
badger,verb,con lửng,"So if you think of the word ""set,"" a set can be a badger's burrow,","Nếu bạn nghĩ từ ""set"" — một set có thể là một cái hang của con lửng ,","A common name for any mammal of three subfamilies, which belong to the family Mustelidae: Melinae (Eurasian badgers), Mellivorinae (ratel or honey badger), and Taxideinae (American badger)."
stilt,verb,cột,And you know it's not on stilts .,Anh biết nó không đứng trên các cột .,Either of two poles with footrests that allow someone to stand or walk above the ground; used mostly by entertainers.
insensitive,adjective,không nhạy cảm,"It can, in time, come to be marked “as with a branding iron,” becoming like seared flesh covered over with scar tissue— insensitive and unresponsive.","Cuối cùng, nó có thể trở nên “lì”, không nhạy cảm và im tiếng.",Not expressing normal physical feeling
mournful,adjective,buồn rầu,"Many people mourn , feeling hurt at heart over the bad conditions in the world.","Nhiều người than khóc, rất đỗi buồn rầu về tình trạng xấu xa trên thế giới.",filled with grief or sadness; being in a state in which one mourns
nerve,noun,dây thần kinh,"Could impinge the ulnar nerve , cut the blood flow.","Có thể tác động lên dây thần kinh trụ, làm nghẽn mạch máu xuống đó.","(zoology) A bundle of neurons with their connective tissue sheaths, blood vessels and lymphatics."
gape,verb,ngáp,What're you gaping at?,Trợn mắt nhìn gì thế?,(intransitive) To open the mouth wide.
tragedy,noun,bi kịch,"Hany's story is a tragedy , but it doesn't have to end that way.","Câu chuyện của Hany là một bi kịch , nhưng không nhất thiết phải kết thúc bằng bi kịch .","A drama or similar work, in which the main character is brought to ruin or otherwise suffers the extreme consequences of some tragic flaw or weakness of character."
uneasy,adjective,bứt rứt,Such feelings may range from simple uneasiness to agonizing pain.,Có lúc chúng ta có thể cảm thấy bứt rứt và có lúc chúng ta có thể bị đau khổ cực độ.,(rare) Not easy; difficult.
entitle,verb,cho phép,"Let me be clear, you are entitled to nothing.","Cho phép tôi nói rõ, các bạn không được quyền gì cả.",To give a title to; to dignify by an honorary designation.
inevitable,adjective,không thể tránh khỏi,There's two great forces that are both volitional but inevitable .,Có hai nguồn lực lớn đều tự nguyện nhưng không thể tránh khỏi .,"Something that is predictable, or cannot be avoided."
gory,adjective,đẫm máu,People love the gory ones.,Mọi người thích những câu chuyện đẫm máu .,"covered with blood, very bloody"
alias,noun,biệt danh,I ran his Floyd Lawton alias through every law enforcement database.,Tôi đã dò biệt danh của Floyd Lawton trong mọi dữ liệu tư pháp có thể.,Otherwise; at another time; in other circumstances; otherwise called.
gush,verb,phun,The bullet pierced through him and blood gushed out with a bang,Viên đạn xuyên thủng qua ông và máu phun ra với một bang,A sudden rapid outflow.
gangly,adjective,gangly,These two gangly boys?,Hai đứa èo uột này,"Tall and thin, especially so as to cause physical awkwardness."
repellent,adjective,cái đẩy lùi,His person I find repellent .,Con phát tởm về hắn.,someone who repels
malarkey,noun,,"And now, from District 12, Peter Malarkey .","Và bây giờ, đến từ khu 12, Peter Malarkey .",(mass/uncountable) Nonsense; rubbish.
metaphor,noun,ẩn dụ,"And they think it's a metaphor , but this is not a metaphor .","Họ nghĩ nó là một ẩn dụ , nhưng đây không là ẩn dụ .","(uncountable, rhetoric) The use of a word or phrase to refer to something that it isn’t, invoking a direct similarity between the word or phrase used and the thing described, but in the case of English without the wordslikeoras, which would imply a simile."
thesaurus,noun,bộ toàn thư,Like a thesaurus ?,Như là đại từ điển ?,"A publication, usually in the form of a book, that provides synonyms (and sometimes antonyms) for the words of a given language."
deity,noun,thần,"Your holy crusade is led by men, not some precious deity .",Cuộc Thập tự chinh của các ngươi được lãnh đạo bởi người chứ không phải thần thánh.,"(mythology), (religion) A preternatural or supernatural human or non-human being or entity, or an object that possesses miraculous or supernatural attributes, powers or superpowers (e.g. a god or goddess)."
providence,noun,Thượng đế,Why providence has seen fit for our paths to cross?,Thế sao Thượng đế lại mở đường sống cho chúng ta chứ?,The prudent care and management of resources.
omnipotent,adjective,toàn năng,"Upheld by my righteous, omnipotent hand.7","Lẽ thật trong tay ta, sự toàn năng ấy chính ta.7","Having unlimited power, force or authority."
