word,part_of_speech,meaning,example,example_meaning,definition
discourse,verb,diễn ngôn,I don't think that this transdisciplinary discourse,Tôi không nghĩ diễn ngôn xuyên ngành,"(uncountable, archaic) Verbal exchange, conversation."
inspiration,noun,linh cảm,He beholds thrilling events as “by inspiration ” he comes to be in “the Lord’s day.”,"Khi “được Đức Thánh- Linh cảm -hóa”, ông thấy những sự kiện khích lệ vào “ngày của Chúa”.",The act of inspiring or breathing in.
fluorescent,adjective,huỳnh quang,"Same cinder block construction, low ceilings, oppressive fluorescent lighting.","Cùng kiểu tường gạch, trần thấp, đèn huỳnh quang lờ mờ.",Of or relating to fluorescence
consult,verb,tham khảo,This brings us up to the time that I started consulting to Airstream.,Nó gợi chúng tôi về quãng thời gian bắt đầu tham khảo Airstream.,"The act of consulting or deliberating; consultation; also, the result of consultation; determination; decision."
expansive,adjective,rộng,"Every year from 1992 to 2000, the Republican leadership of the U.S. Congress added a rider to the District of Columbia appropriations bill that prohibited the use of federal or local funds to implement the Health Care Benefits Expansion Act.","Hàng năm từ năm 1992 đến 2002, lãnh đạo Đảng Cộng hòa của Quốc hội Hoa Kỳ đã thêm người lái vào Quận Columbia dự luật chiếm đoạt cấm sử dụng quỹ liên bang hoặc địa phương để thực hiện Đạo luật mở rộng lợi ích chăm sóc sức khỏe.",Able to be expanded.
negotiate,verb,thương lượng,Maybe he wants to negotiate .,Có thể hắn muốn thương lượng .,(intransitive) To confer with others in order to come to terms or reach an agreement.
abode,noun,nhà,Welcome to our humble abode .,Chào mừng đến căn nhà khiêm tốn của chúng tôi.,(obsolete) Act of waiting; delay.
bearing,adjective,phương diện,"As far as being encouraging is concerned, the one conducting a meeting bears a heavy responsibility.","Về phương diện khuyến khích, anh điều khiển buổi họp có trách nhiệm lớn.",Present participle of bear.
makeshift,adjective,tạm bợ,"♫ With the backup, makeshift life in waiting ♫","♫ Với cuộc sống tạm bợ , dự phòng đang chờ đợi ♫","A temporary, usually insubstantial, substitution for something else."
stifled,adjective,bị ngạt,"Stir the grass, and you stifle the snake.","động cỏ, đánh rắn .",Of or pertaining to something stifled or suppressed.
spectrum,noun,phổ,Promethium has also been identified in the spectrum of the star HR 465 in Andromeda; it also has been found in HD 101065 (Przybylski's star) and HD 965.,Promethi cũng đã được nhận dạng trong quang phổ của sao HR 465 trong chòm sao Tiên Nữ (Andromeda) và có thể trong HD 101065 (sao Przybylski của chòm sao Bán Nhân Mã/Centaurus) và HD 965.,"Specter, apparition. [from early 17th c.]"
odyssey,noun,cuộc phiêu lưu,Let me tell you what an odyssey that has been.,Để tôi kể cho các bà nghe một cuộc phiêu lưu .,An extended adventurous voyage
berserk,adjective,cáu tiết,So it seems that even mere rumors of this kind of breakthrough could cause our species to go berserk .,"Vì vậy, thậm chí nó có vẻ chỉ là những tin đồn cho kiểu đột phá như thế nhưng cũng đủ khiến loài người cáu tiết .",A crazed Norse warrior who fought in a frenzy.
geologist,noun,nhà địa chất,"Now, were it quite that easy, geologists would rejoice.","Nếu việc đó dễ dàng như vậy, các nhà địa chất sẽ rất vui mừng.",A person who is skilled at geology.
oral,adjective,bằng lời nói,In some societies an oral agreement is as binding as a written document.,"Trong một số xã hội, sự thỏa thuận bằng lời nói cũng có hiệu lực như một văn kiện.",Relating to the mouth.
reflect,verb,phản chiếu,Even light reflected from yourself in the mirror takes some time to reflect back.,Ngay cả ánh sáng phản chiếu trong gương cũng cần có thời gian mới phản chiếu .,"(transitive) To bend back (light, etc.) from a surface."
graceful,adjective,duyên dáng,You see grace because you want to see grace .,Cậu thấy nó duyên dáng bởi vì cậu muốn thấy sự duyên dáng .,"Having or showing grace in movement, shape, or proportion."
slink,adjective,lẩn,"others would slink into the back of the tank and disappear in the rocks,","Một số khác lẩn ra sau, biến mất giữa những tảng đá.",(intransitive) To sneak about furtively.
routine,noun,lề thói hằng ngày,4 Examine Your Daily Routine : You need to follow up the examination of your heart’s desires by establishing priorities for the use of time.,"4 Hãy xem xét lề thói hằng ngày của bạn: Sau khi xem xét những sự ham muốn của lòng mình, bạn cũng nên thiết lập thứ tự ưu tiên cho việc dùng thì giờ.",A course of action to be followed regularly; a standard procedure
immaculate,adjective,trong trắng,You're not immaculate !,Các người không trong sạch !,"Having no stain or blemish; spotless, undefiled, clear, pure."
coincidence,noun,trùng,"Now, that is a cosmic series of coincidences .",Vậy là sự trùng hợp trong vụ này đạt đến hàng siêu nhiên rồi.,Alternative spelling of coincidence.
commotion,noun,choáng,What a commotion .,Ồn ào quá .,A state of turbulent motion.
aggravate,verb,chọc tức,"If she can't aggravate me, she's not happy.","Nếu mỗi tuần bả không chọc tức tôi được một lần, bả sẽ không hạnh phúc.","To make worse, or more severe; to render less tolerable or less excusable; to make more offensive; to enhance; to intensify."
elaborate,adjective,kỹ lưỡng,That's elaborate .,Rất công phu .,"Highly complex, detailed, or sophisticated"
primitive,noun,nguyên thuỷ,In those primitive times smell commended itself as a paramount sense for survival.,"Vào thời nguyên thuỷ ấy, khứu giác là giác quan chủ yếu để tồn tại.","Of or pertaining to the beginning or origin, or to early times; original; primordial; primeval; first; as, primitive innocence; the primitive church."
