word,part_of_speech,meaning,example,example_meaning,definition
swerve,verb,lách,You were tying to swerve to get out of the way.,Anh đã buộc phải lách xe ra khỏi con đường.,To stray; to wander; to rope.
engrossed,adjective,mải mê,No doubt you are already reading this engrossing publication.,Chắc hẳn bạn đang mải mê đọc cuốn sách này.,Simple past tense and past participle of engross. (in either sense)
reception,noun,tiệc chiêu đãi,"And now, a reception to celebrate my special day.","Và giờ, một bữa tiệc chiêu đãi để ăn mừng ngày đặc biệt của ta.",The act of receiving.
soberly,adverb,nghiêm trang,Soberly she tried to read Tennyson's poems.,"Một cách điềm tĩnh, cô cố đọc những bài thơ của Tennyson.",in a sober manner
suburb,noun,ngoại ô,Cutting back from the harbor deep into the suburbs are the Parramatta and Lane Cove rivers.,Hai dòng sông Parramatta và Lane Cove từ cảng ăn sâu vào tận các vùng ngoại ô .,"the area on the periphery of a city or large town that falls between being truly part of the city, but is not countryside either."
flail,verb,quật,"Fifteen or 20 nightsticks could be seen through the gas, flailing at the heads of the marchers.",Có thể thấy 15 hay 20 chiếc dùi cui qua làn khói xám mù mịt đang quật lên đầu những người tham gia tuần hành.,"A tool used for threshing, consisting of a long handle with a shorter stick attached with a short piece of chain, thong or similar material."
scramble,verb,bác,"Thanks, but I don't like glitter on my scrambled eggs.","Cảm ơn, nhưng em không thích có nhũ trên trứng bác đâu.",(UK) shouted when something desirable is thrown into a group of people who individually want that item.
mite,noun,ve,"Parasites of this species include ticks of the family Ixodidae, and a feather mite , Metanalges elongatus, of the subspecies M. e. curtus.","Cá ký sinh trùng sống trên loài gà nước này gồm các ve thuộc họ Ixodidae, và ve bét lông, Metanalges elongatus, của phân họ M. e. curtus.","A minute arachnid, of the order Acarina, of which there are many species; as, the cheese mite, sugar mite, harvest mite, etc. See Acarina."
beholden,adjective,chịu ơn,You all say you love me and are beholden to me.,Tất cả các người đều nói yêu tôi và chịu ơn tôi.,"Obligated to provide, display, or do something for another; bound by moral obligation; indebted; obliged."
gruesome,adjective,khủng khiếp,She pulls back the covers and makes the gruesome discovery.,Cô kéo chăn mềm ra và phát hiện một điều khủng khiếp .,repellently frightful and shocking; horrific or ghastly
