word,part_of_speech,meaning,example,example_meaning,definition
sublet,verb,cho thuê lại,Her cousin has a place to sublet .,Anh em họ của cô ấy cũng có được một nơi để cho thuê lại .,(transitive) To lease or rent all or part of (a property) (to another person).
sabbatical,adjective,kỳ nghỉ,I'm on sabbatical .,Nhưng tớ đang nghỉ phép,Relating to the Sabbath.
frivolity,noun,tính phù phiếm,The story is too frivolous .,"Tôi không có ý đó, ý tôi là chuyện nào phiêu quá.",frivolous act
sultry,adjective,ngột ngạt,"The rapidly increasing number of unburied corpses made the sultry summer air pestilential, and the populace fell a prey to sickness, famine, and the sword.”","Xác chết chưa chôn tăng lên nhanh chóng làm cho bầu không khí mùa hè ngột ngạt càng độc hại, và dân chúng không chống nổi bệnh tật, đói kém và gươm giáo”.",very hot and dry; torrid
duplex,adjective,ghép cặp,Duplex Unit,Đơn vị hai chiều,"double, made up of two parts"
manipulation,noun,sự thao tác,"Now a lot of robotics is very impressive, but manipulation robotics is really just in the dark ages.","Ngày nay, có nhiều robot rất ấn tượng, nhưng sự thao tác của robot thực sự mới chỉ ở giai đoạn đầu.",The practice of manipulating or the state of being manipulated.
sob,verb,khóc nức nở,"I walk into my childhood home and faint into my parents' arms, sobbing .","Tôi bước vào ngôi nhà thời thơ ấu và ngã quỵ vào lòng cha mẹ, khóc nức nở .","a cry with a short, sudden expulsion of breath."
mosaic,adjective,đồ khảm,"The mosaic map of Madaba wrongly locates Shiloh east of Shechem, omitting depiction of the church.","Bản đồ khảm của Madaba đặt Shiloh sai lầm về phía đông của Shechem, bỏ qua sự miêu tả của nhà thờ.",A piece of artwork created by placing colored squares (usually tiles) in a pattern so as to create a picture.
merriment,noun,sự vui chơi,Does laughter and merriment alleviate deep-rooted pain?,Cười đùa và sự vui chơi có xoa dịu được nỗi buồn sâu đậm không?,a state of enjoyable exuberance
stultify,verb,làm mất hiệu lực,"Beyond that, communication was generally made in the appalling and stultifying cadences of so-called pidgin English, with its implicit assumption that the African native must submit himself to the norms of the English visitor.","Ngoài ra thì là liên lạc nói chung bằng một thứ tiếng nghe ghê sợ và lố lăng gọi là “tiếng bồi Ăng-lê” (Pidgin English), họ đinh ninh rằng người bản xứ Phi Châu phải phục tùng theo qui tắc của người Anh đến viếng thăm.",To prove to be of unsound mind or demonstrate someone's incompetence.
