word,part_of_speech,meaning,example,example_meaning,definition
dotage,noun,tình trạng lẩm cẩm,I believe that's enough cholesterol to see you comfortably into your dotage .,Mẹ thấy thế là đủ cholesterol để con thấy mình trở nên lẩm cẩm rồi đấy.,"Decline in judgment and other cognitive functions, associated with aging; senility."
collation,verb,bữa ăn nhẹ,Collating .,Đang đối chiếu .,Bringing together.
morph,verb,morph,He's a morph .,Nó là Morph,(linguistics) a morph is a physical form representing some morpheme in language. It is a recurrent distinctive sound or sequence sounds.
zoom,verb,kêu vù vù,A plane zoomed overhead and he lifted his eyes to see whose side it was.,Một chiếc máy bay kêu vù vù trên đầu và anh ta nghếch mắt lên nhìn xem nó thuộc bên nào.,a humming noise from something moving very fast
specialty,noun,ngành chuyên môn,"I appreciate your interest, agent, but... profiling is a specialty .","Anh đánh giá cao sự nhiệt tình của em, đặc vụ, nhưng... phân tích hành vi là ngành chuyên môn .",(North America) That in which one specializes; a chosen expertise or talent.
universal,adjective,phổ biến,"The universal answer was "" No, I want a better job than that for my children. ""","Câu trả lời phổ biến là "" Không, tôi muốn một công việc tốt hơn cho con em tôi. """,Of or pertaining to the universe.
hurdle,verb,rào,This is a very bad system because what happens is your hurdle rate gets set very low.,Đây là hệ thống tồi vì cái xảy ra là tốc độ hàng rào được dựng rất chậm.,"An artificial barrier, variously constructed, over which men or horses jump in a race."
drift,verb,trôi giạt,He drifted .,Ông đã trôi giạt .,The act or motion of drifting; the force which impels or drives; an overpowering influence or impulse.
karma,noun,nghiệp,"In addition to a common language and shared traditional religious beliefs around a creator god and veneration of the ancestors, the traditional Malagasy worldview is shaped by values that emphasize fihavanana (solidarity), vintana (destiny), tody ( karma ), and hasina, a sacred life force that traditional communities believe imbues and thereby legitimates authority figures within the community or family.","Ngoài việc có một ngôn ngữ chung và chia sẻ các đức tin tôn giáo truyền thống xung quanh một thần tạo vật và tôn kính tổ tiên, thế giới quan Malagasy truyền thống còn được định hình bằng các giá trị nhấn mạnh fihavanana (đoàn kết), vintana (vận mệnh), tody ( nghiệp ), và Hasina, một lực lượng sinh mệnh thần thánh mà các cộng đồng truyền thống hết sức tin tưởng và do đó hợp pháp hóa các cá nhân có uy quyền trong cộng đồng và gia đình.","(Hinduism, Buddhism) The concept of ""action"" or ""deed"" in Indian and Nepalese religions understood as that which causes the entire cycle of cause and effect (i.e., the cycle called samsara) described in the dharmic traditions, namely: Hindu, Jain, Sikh and Buddhist philosophies. The total effect of a person's actions and conduct during the successive phases of his existence, regarded as determining his next incarnation."
maniac,noun,người điên,I think this is no maniac .,Tôi nghĩ đây không phải là một người điên .,"An insane person, especially one who suffers from a mania."
utensil,noun,dụng cụ,"Sharp utensils , hot metal, keep your arms in.","Những dụng cụ sắc nhọn, kim loại nóng, giữ lấy tay của anh.","An instrument or device for domestic use, in the kitchen, or in war."
particularly,adverb,chi tiết,I don't believe it was a particularly long conversation.,Mình ko nhớ được chi tiết .,(focus) especially;
ridge,verb,chóp,"It has several ridges and valleys and a number of impact craters of about 20 km (12 mi) diameter are visible, but it is less cratered than nearby Pandora, Epimetheus, and Janus.","Nó có rất nhiều chóp nhọn và vùng trũng và có thể thấy nhiều hố va chạm có đường kính vào khoảng 20 km (12 mi), nhưng nó bị va chạm ít hơn so với các vệ tinh gần đó là Pandora, Epimetheus và Janus.",The line along which two sloping surfaces meet which diverge towards the ground.
sapling,noun,cây nhỏ,"This refers to the northern end of what is now Lake Simcoe, where the Huron had planted tree saplings to corral fish.","Điều này ám chỉ đến phần cực bắc của nơi mà hiện là hồ Simcoe, nơi người Huron trồng cây nhỏ để quây cá.","A young tree, but bigger than a seedling."
acknowledgment,noun,sự công nhận,"I also have no regrets, nor do I need anyone's acknowledgement .",Tôi cũng không hề hối tiếc... và không cân sự công nhận của ai.,The act of acknowledging; admission; avowal; owning; confession.
astonishing,adjective,lạ lùng,""" The Philosopher's Stone is a legendary substance with astonishing powers.",Hòn đá Phù thủy là một loại vật chất huyền thoại với sức mạnh lạ lùng .,Causing astonishment in; causing to be astonished.
beholder,noun,khán giả,One of the main obstacles is the highly subjective nature of technical analysis – the presence of geometric shapes in historical price charts is often in the eyes of the beholder .,Một trong những trở ngại chính là bản chất rất chủ quan của phân tích kỹ thuật – sự hiện diện của các hình dạng hình học trong các biểu đồ giá lịch sử thường là trong mắt của khán giả .,a one eyed monster
