word,part_of_speech,meaning,example,example_meaning,definition
sensuous,adjective,do giác quan,His employer’s wife was sensuous and bold.,"Vợ của chủ chàng là người ưa thú nhục dục , lại thêm trơ tráo.","Appealing to the senses, or to sensual gratification."
infrasonic,adjective,hạ âm,One of the pioneers in infrasonic research was French scientist Vladimir Gavreau.,Một trong những người đi đầu trong việc nghiên cứu sóng hạ âm là nhà khoa học người Pháp Vladimir Gavreau.,"(of sound waves, acoustics) Having frequencies below the human audible range"
supersonic,adjective,siêu thanh,Almost as good As proving me wrong about the supersonic punch?,Gần chứng minh được rằng tôi sai về cú đấm siêu thanh rồi đấy.,"(of a sound) ultrasonic, having a frequency too high to be audible"
assonance,noun,sự trùng âm,,,"(prosody) The repetition of similar or identical vowel sounds (though with different consonants), usually in literature or poetry."
consonance,noun,sự hoà hợp,"They stay still, and the vowels dance around the consonants .","Chúng ngồi yên, và các nguyên âm nhảy múa xung quanh các phụ âm .","(prosody) The repetition of consonant sounds, but not vowels as in assonance."
tactual,adjective,sờ mó,,,"of, or relating to the sense of touch; tactile"
contact,verb,liên hệ,"If you need Vietnamese learning books, please contact me.","Nếu bạn cần sách học tiếng Việt, hãy liên hệ tôi.",(transitive) To touch; to come into physical contact with.
previse,verb,thấy trước,"Associating common sense with experience in life, a Swiss poet stated: “Common sense is . . . composed of experience and prevision [foresight].”","Liên kết óc suy xét với kinh nghiệm trong cuộc sống, một nhà thơ người Thụy Sĩ nói: “Óc suy xét được... kết hợp giữa kinh nghiệm và khả năng nhìn xa trông rộng”.",To foresee.
revise,verb,ôn,"So if you've done your revision , there will be no surprises.",Nên nếu các em đã ôn bài thì sẽ không thấy câu nào lạ đâu.,"(obsolete) To look at again, to reflect on"
warpath,noun,,Warpath ?,Nổi quạu à?,a course of action that leads to battle or hostility
antipasto,noun,số nhiều antipastos,"A portion of oysters, soup, an antipasto , two and a roast duck blood.","Được rồi, một hàu, một súp, một dĩa khai vị, hai thịt vịt và một bít-tết tái.","an Italian starter for a meal; normally a cold assortment of salami, cheese, seafood and vegetables"
cannoli,noun,,"Take the cannoli . ""","Lấy cái cannoli kìa . ""","tubes of fried pasta, filled with ricotta or similar cream cheese, and flavorings, eaten as a dessert; typical of Sicily."
escargot,noun,Ốc bươu,And the escargot ?,Và món ốc ư ?,"(uncountable) A dish, commonly associated with French cuisine, consisting of edible snails."
focaccia,noun,,"Modern pizza developed in Naples, when tomato was added to the focaccia in the late 18th century.","Pizza ngày nay được phát triển ở Napoli, khi người ta thêm cà chua vào món focaccia vào cuối thế kỉ 18..","(uncountable) A flat bread similar in style, composition, and texture to modern pizza doughs and topped with herbs, cheese and other products. Focaccia typically consists of high-gluten flour, oil, water, sugar, salt and yeast."
arepa,noun,,Or an arepa with some spicy home made aji salsa !,Hoặc một chiếc arepa kèm chút gia vị aji salsa tự làm !,"An arepa, a type of corn bread originating from the northern Andes and resembling a tortilla"
bologna,noun,bologna,And now off we all go to Bologna .,Và bây giờ tất cả chúng ta tới Bologna .,"a smoked, seasoned Italian sausage made from beef, pork or veal"
bratwurst,noun,,"And that bratwurst is saying,",Và món xúc xích muốn nói rằng.,"A small pork sausage, usually served fried."
ciabatta,noun,,"Denmark : you can get a litre of milk , a ciabatta bun in Godthaabsvej Bakery , a stamp for postcard/letter with receiver in Denmark , a cucumber or maybe a chocolate bar .","Đan Mạch : bạn có thể mua 1 lít sữa , 1 ổ ciabatta trong cửa hàng bánh Godthaabsvej , 1 con tem để gửi bưu thiếp hoặc thư mà người nhận ở Đan Mạch , 1 trái dưa chuột hoặc có thể là 1 thanh sô - cô-la .","A broad, flat, white Italian bread"
gelato,noun,,Gelato isn't vegan?,Gelato không phải là đồ chay sao?,"An Italian variant of ice cream made from milk and sugar, combined with other flavourings. The ingredients are super-cooled while stirring to break up ice crystals as they form."
calzone,noun,,Calzones !,Calzones !,A baked Italian turnover made of pizza dough and stuffed with cheese and other toppings.
empanada,noun,,There's a microchip in this empanada .,Có một microchip trong miếng empanada này.,Any of a variety of stuffed pastries found in Spanish and Latin American cuisine
feta,noun,,Often includes feta cheese.,Thường có pho mát feta .,A variety of curd cheese made from sheep’s or goat’s milk and originating from Greece.
miso,noun,Miso,Ma Miso ?,Ma Mi So nhé?,a thick paste made by fermentation of soybeans; used in making soups and sauces
dehumanize,verb,làm mất tính người,It's led to coldness and callousness and dehumanized us.,Nó dẫn đến sự lạnh nhạt và nhẫn tâm và làm mất tính người .,"To take away humanity, to remove or deny human qualities, characteristics, or attributes."
posthumously,adverb,sau khi chết,No posthumous paper left,Không để lại một mảnh giấy nào sau khi chết,after death
anneal,verb,thấu,Step three: anneal the metal.,Bước 3 Gắn mồi ( Annealing).,"(metallurgy) To subject to great heat, and then cool slowly for the purpose of rendering less brittle; to temper; to toughen."
imputation,noun,lỗi quy cho ai,(b) What motives did Satan impute to Jehovah?,b) Sa-tan đổ lỗi cho Đức Giê-hô-va có những động cơ nào?,The act of imputing or charging; attribution; ascription.
hype,adjective,,"Yo, don't believe the hype .","Này, em đừng cường điệu mọi chuyện lên chứ .","Promotion or propaganda; especially, exaggerated claims."
perky,adjective,vênh váo,"Well, it certainly tells the other warriors that you're fun and perky !",Nó bảo với chiến binh khác là anh buồn cười và vênh váo đấy.,Lively or enthusiastic.
codger,noun,cụ già lẩm cẩm,It took a fool like him to honestly believe the old codger's crazy story.,Ngay cả hắn ta cũng trở nên ngốc khi tin vào câu chuyện điên rồ của một cụ già lẩm cẩm .,An amusingly eccentric or grumpy and usually elderly man.
