word,part_of_speech,meaning,example,example_meaning,definition
celluloid,adjective,xenluloit,Nothing but ashes and fading strips of celluloid .,Chẳng còn gì ngoài đông tro tàn và những cuộn phim bị biến dạng .,"Any of a variety of thermoplastics created from nitrocellulose and camphor, once used as photographic film."
abstraction,noun,trừu tượng,"Structural type system Abstract type Type system Pierce, Benjamin C. (2002).","Hệ thống kiểu cấu trúc Kiểu trừu tượng Hệ thống kiểu Pierce, Benjamin C. (2002).","The act of abstracting, separating, or withdrawing, or the state of being withdrawn; withdrawal."
lacuna,noun,chỗ khuyết,These lacunae cover two years during which a king could have reigned.,Những khoảng trống này còn có thể bao gồm cả khoảng thời gian hai năm mà một vị vua đã cai trị.,A small opening; a small pit or depression; a small blank space; a gap or vacancy; a hiatus.
prophylaxis,noun,phép phòng bệnh,I recommend post-exposure prophylaxis .,Tôi khuyên cô nên dùng thuốc chống phơi nhiễm HIV .,"(medicine) Prevention of, or protective treatment for disease."
modality,noun,phương thức,"But the modality of attention,",Nhưng phương thức của sự chú ý.,the state of being modal
vociferate,verb,la om sòm,"There was a conference, and the incredible evidence of a vociferous eye- witness.",Có một cuộc thảo luận và bằng chứng đáng kinh ngạc của một nhân chứng om sòm mắt.,(intransitive): To cry out with vehemence; to exclaim; to bawl; to clamor. - Cowper
neurologist,noun,nhà thần kinh học,"Dr. Foreman, a neurologist , believes this woman has a brain tumor.","Bác sĩ Foreman, một nhà thần kinh học , tin rằng cô ta có một khối u ở não.",A doctor or scientist who practices or specializes in neurology.
spastic,adjective,co cứng,Some medications can help relax the muscles in kids with spastic cerebral pal sy .,Một số loại thuốc có thể giúp làm giãn cơ ở trẻ bị bại não co cứng .,"(pathology) Of, relating to, or affected by spasm."
labyrinthine,adjective,chẳng chịu khó khăn,Characters in a Kafkaesque setting often lack a clear course of action to escape a labyrinthine situation.,"Các nhân vật trong một bối cảnh ""kiểu Kafka"" thường thiếu một cách thức hành động rõ ràng để thoát khỏi hoàn cảnh đó.","Resembling a labyrinth; with the qualities of a maze; twisting, convoluted, baffling, confusing, perplexing, bamboozling."
dorsal,noun,lưng,And a male with a huge dorsal fin almost two metres high.,Và một con đực với cái vây lưng khổng lồ cao gần hai mét.,"(anatomy) With respect to, or concerning the side in which the backbone is located, or the analogous side of an invertebrate."
unilateral,adjective,đơn phương,"In a democracy, good is a conversation, not a unilateral decision.","Trong nền dân chủ, tốt đẹp phải là sự giao tiếp không phải những quyết định đơn phương .",affecting only one side of the body
repletion,noun,sự tràn đầy,With joy you will be replete .,với bao sướng vui trong đời ta .,The condition of being replete
aggregation,noun,khối kết tập,"Then if you drive over the road, you take out the aggregates —","Rồi nếu lái xe lên chỗ đường đó, bạn sẽ phá hủy những khối kết tập này —",The act of collecting together (aggregating).
aegis,noun,sự bảo hộ,"Follow the map, where it leads, under my aegis .","Theo tấm bản đồ, đến nơi nó dẫn tới dưới sự bảo hộ của ta.",A mythological shield associated with Zeus and Athena shown as a short cloak consisting of a goatskin. The aegis of Athena is usually shown with a border of snakes and with the head of Medusa in the center. The aegis is more an emblem of protection and power than an actual military shield.
