word,part_of_speech,meaning,example,example_meaning,definition
germane,adjective,Đức,"We were picked up by Germans .""","Chúng tôi được người Đức vớt.""",Related to the topic being discussed or considered.
peon,noun,công nhân công nhật,What are you... gutless peons going to do about it?,Thì những tên hèn nhát như các người sẽ làm gì được?,"A lowly person, a peasant or serf, a labourer who is obliged to do menial work"
malevolent,adjective,ác,"A malevolent engineer, a destroyer of life and beauty.","Một kỹ sư độc ác , một kẻ hủy hoại cuộc sống và cái đẹp.",having or displaying ill will; wishing harm on others
indentured,adjective,,Always acting like I'm his indentured servant.,Thế mà giờ lúc nào cũng coi anh như thằng đầy tớ của lão ấy.,Simple past tense and past participle of indenture.
tutelage,noun,sự dạy dỗ,The question is... whether you're sane enough to accept tutelage from the one man who can help you?,Câu hỏi là... cho dù anh tỉnh táo đủ để chấp nhận sự dạy dỗ của một người thì ai có thể giúp anh?,"The act of guarding or protecting; guardianship; protection; as, the king's right of seigniory and tutelage."
vertiginous,adjective,làm cho chóng mặt,"They are surrounded by vertical, vertiginous rock walls with silvery waterfalls that are lost in the forest.",Chúng được bao quanh bằng các bức tường đá sừng sững với thác nước bạc mất hút trong cánh rừng.,"Having an aspect of great depth, drawing the eye to look downwards."
feisty,adjective,ốc tiêu,"dế ""ốc tiêu"": dế nhỏ con nhưng đá dữ.",,"Tenacious, energetic, spunky."
minuscule,adjective,rất nhỏ,The earth receives only a minuscule fraction of all the energy that is produced by the sun.,Trái đất chỉ nhận một phần rất nhỏ năng lượng mặt trời tạo ra.,Any of the two medieval handwriting styles minuscule cursive and Caroline minuscule.
extenuating,adjective,,Were there extenuating circumstances?’,Có lý do gì để châm chế không?’,Present participle ofextenuate.
subterfuge,noun,luận điệu lẩn tránh,This canine subterfuge is working.,Kế này của ta rất hiệu quả,(countable) An indirect or deceptive device or stratagem; a blind. Refers especially to war and politics.
wrath,adjective,sự phẫn nộ,"Kill him, and you'll bear the wrath of his following.","Giết hắn đi, và anh sẽ phải chịu sự phẫn nộ của những kẻ theo sau.",punishment
dexterity,noun,sự khéo léo,Michael would have to choose between dexterity or warmth.,Michael sẽ phải chọn giữa sự khéo léo hay ấm áp.,"Skill in performing tasks, especially with the hands."
vituperative,adjective,bỉ báng,,,"marked by harsh, spoken, or written abuse; abusive, often with ranting or railing"
plethora,noun,rất nhiều,There’s a plethora of valuable reports available for your channels.,Có rất nhiều báo cáo có giá trị cho kênh của bạn.,(usually followed by of) An excessive amount or number; an abundance.
banality,noun,câu nói sáo,It's becoming banal .,Thật là tầm thường .,(uncountable) The quality of being banal.
scavenge,verb,bới rác,You haven't moved since I left to scavenge this morning.,Anh đã không đi đâu kể từ khi em đi bới rác sáng nay.,"(transitive) to collect and remove refuse, or to search through refuse for useful material"
contortion,noun,sự méo miệng,Requires quite a bit of contortion .,Đòi hỏi phải vặn vẹo khá nhiều .,"The act of contorting, twisting or deforming something, especially oneself."
adhere,verb,gia nhập,"In 1896, he adhered to the Italian Socialist Party.",Năm 1896 ông gia nhập Đảng Xã hội Italia.,"(intransitive) To stick fast or cleave, as a glutinous substance does; to become joined or united; as, wax to the finger; the lungs sometimes adhere to the pleura."
elementary,adjective,cơ bản,"Hence, it is an elementary function.","Do đó, nó là một hàm cơ bản .","Relating to the basic, essential or fundamental part of something."
foundation,noun,nền móng,"He laid down the mathematical foundations for computer science, and said,","Ông đặt nền móng toán học cho khoa học máy tính, và nói,","The act of founding, fixing, establishing, or beginning to erect."
function,verb,hàm,And who claims he can give meaning to the negative values of the gamma function .,Người khẳng định rằng mình có thể cắt nghĩa các giá trị âm của hàm gamma.,What something does or is used for.
obtain,verb,giành được,The PS obtained a relative parliamentary majority.,PS giành được một đa số khá lớn trong nghị viện.,"(transitive) To get hold of; to gain possession of, to procure; to acquire, in any way. [from 15th c.]"
abolish,verb,thủ tiêu,I don't think anybody is really thinking of abolishing that.,Tôi không cho là bất cứ ai thật sự nghĩ tới việc thủ tiêu điều đó.,"To do away with wholly; to annul; to make void; to end a law, system, custom or institution"
beneficial,adjective,có ích,Why is it beneficial to plan to arrive at the convention site early?,Tại sao sắp đặt đi đến đại hội sớm là có ích ?,Helpful or good to something or someone.
complex,verb,phức hệ,We in the prison-business complex .,Chúng ta đang ở trong phức - hệ -kinh-doanh tù.,Made up of multiple parts; intricate or detailed.
controversial,adjective,gây tranh cãi,"And most controversially , it means the tar sands.","Và gây tranh cãi nhất, là những bãi cát hắc ín.",Arousing controversy—a debate or discussion of opposing opinions.
deceptive,adjective,lừa dối,In that there lies deception and I don’t want to deceive myself.,Trong đó ẩn chứa sự lừa dối và tôi không muốn lừa dối chính tôi.,"misleading, likely or attempting to deceive"
extensive,adjective,rộng,Most girls covet their dolls Like an extension of themselves.,Hầu hết các cô bé mong muốn búp bê như 1 phần mở rộng của mình.,"In the nature of an extent, wide, widespread."
chronological,adjective,niên đại học,"In chronology , he is sometimes inaccurate.","Về niên đại học , thỉnh thoảng ông không chính xác.",In units of time.
deplete,verb,làm suy yếu,"In the process his forces, along with the Luftwaffe depleted Prioux' Cavalry Corps.",Trong quá trình này lực lượng của ông ta đã cùng với Luftwaffe làm suy yếu Quân đoàn Kỵ binh của Prioux.,"To empty or unload, as the vessels of the human system, by bloodletting or by medicine."
inhibit,verb,hạn chế,The mask frees us of inhibitions .,Mặt nạ giúp giải thoát những sự hạn chế .,to hinder; to restrain
accelerate,verb,mau hơn,"The whole group accelerated its march, and the noise got even greater as they angrily shouted their annoyance.","Cả nhóm bước mau hơn , và chúng càng náo nhiệt hơn khi giận dữ la hét.",(transitive) To cause to move faster; to quicken the motion of; to add to the speed of.
compile,verb,biên soạn,Mormon did not record where he was when he compiled this book.,Mặc Môn không ghi lại nơi nào ông đang ở khi biên soạn sách này.,(transitive) To put together; to assemble; to make by gathering things from various sources.
complicate,adjective,làm phức tạp,I hope I didn't complicate things.,Tôi hi vọng tôi không làm phức tạp hóa vấn đề.,(transitive) To fold or twist together; to combine intricately; to make complex; to combine or associate so as to make intricate or difficult.
derive,verb,bắt nguồn từ,The fields'circular shape derives from the pipes that irrigate them around a central pivot.,Những cánh đồng hình tròn bắt nguồn từ những đường ống tưới nước quanh một trục ở giữa.,"(transitive, chemistry) To create (a compound) from another by means of a reaction."
