word,part_of_speech,meaning,example,example_meaning,definition
obvious,adjective,hiển nhiên,"I know it's obvious , but it always strikes me.","Em biết, hiển nhiên là nó luôn chống lại em.","Easily discovered, seen, or understood; self-explanatory."
proficient,adjective,thành thạo,Green means the student's already proficient .,Màu xanh lá cây có nghĩa là học sinh đã đạt đến trình độ thành thạo .,"Good at; skilled; fluent; practiced, especially in relation to a task or skill."
respond,verb,hưởng ứng,People of All Sorts Respond,Đủ mọi loại người hưởng ứng,(transitive or intransitive) To say something in return; to answer; to reply.
caution,verb,cảnh cáo,May I extend a word of caution ?,Tôi xin được đưa ra một lời cảnh cáo .,Precept or warning against evil or danger of any kind; exhortation to wariness; advice; injunction.
critical,adjective,phê phán,The policy of the government was criticized by the opposition party.,Chính sách của chính phủ bị phê phán bởi đảng đối lập.,Inclined to find fault or criticize; fastidious; captious; censorious; exacting.
impair,adjective,làm sút kém,Many were impaired with psychological trauma.,Nhiều người được đưa đến bệnh viện tâm thần do chấn thương tâm lý quá nặng.,to weaken; to affect negatively; to have a diminishing effect on.
intrinsic,adjective,bên trong,The Tokugawa did not eventually collapse simply because of intrinsic failures.,Nhà Tokugawa cuối cùng sụp đổ đơn giản vì những thất bại tự bên trong .,"innate, inherent, inseparable from the thing itself, essential"
acceptable,adjective,chấp nhận được,If this can be done then the exchange of knights is acceptable for the stronger side.,Nếu làm được điều này thì đổi Mã là việc chấp nhận được đối với bên mạnh.,"Capable, worthy, or sure of being accepted or received with pleasure; pleasing to a receiver; gratifying; agreeable; welcome; as, an acceptable present, one acceptable to us."
conceivable,adjective,có thể hiểu được,"Words to cover every conceivable sexual feature,","Những từ ngữ để giải thích tất cả những đặc điểm có thể hiểu được về tình dục,",Capable of being conceived or imagined; possible; credible; thinkable.
consecutive,adjective,liên tiếp,They have several consecutive quarters of record profits and revenues .,Họ có lợi nhuận và doanh thu cao kỷ lục trong một vài quý liên tiếp .,"following, in succession, without interruption"
distribute,verb,phân phát,"In one month, they distributed 229 copies.","Trong vòng một tháng, họ đã phân phát được 229 tạp chí.",(transitive) To divide into portions and dispense.
estimate,verb,đánh giá,"The latest estimate I got was two to three hours, maybe sooner.","Theo như đánh giá thì sẽ mất hai đến ba tiếng nữa, có thể sớm hơn.",A rough calculation or guess.
initiate,adjective,khai tâm,All Dauntless initiates ... report to your command leader.,"Mọi Khai Tâm Dauntless, hãy tập trung tại vị trí của thủ lĩnh.",A new member of an organization.
nevertheless,adverb,tuy nhiên,"Nevertheless , we must let go of our grievances.","Tuy nhiên , chúng ta cần phải từ bỏ những nỗi bất bình của mình.",(conjunctive) In spite of what preceded; yet.
augment,verb,tăng thêm,in order to augment its information processing.,nhằm để tăng thêm tính xử lý thông tin bộ não.,(transitive) To increase; to make larger or supplement.
chiefly,adjective,chủ yếu,The theoretical foundations of the coordination are based chiefly on the contract theory.,Các nền tảng lý thuyết của sự phối hợp chủ yếu dựa trên lý thuyết hợp đồng.,(focus) especially or primarily; above all
