word,part_of_speech,meaning,example,example_meaning,definition
invocation,noun,câu thần chú,"In inexperienced hands, the invocation has a way of fizzling out.","Trong tay kẻ không có kinh nghiệm, câu thần chú sẽ tìm đường thoát ra.","The act or form of calling for the assistance or presence of some superior being; earnest and solemn entreaty; esp., prayer offered to a divine being."
incantation,noun,câu thần chú,She must say an incantation to cast the poison out.,Cô cần niệm một câu thần chú để xua độc tố ra ngoài.,"The act or process of using formulas and/or usually rhyming words, sung or spoken, with occult ceremonies, for the purpose of raising spirits, producing enchantment, or creating other magical results."
strafe,verb,bắn phá,Pe-3s strafed German troop columns as they approached Moscow during Operation Typhoon.,Pe -3 bắn phá quân lính Đức khi họ tiếp cận Moscow trong Chiến dịch Typhoon.,(transitive) To attack (ground targets) with automatic gunfire from a low-flying aircraft.
marionette,verb,con rối,I am more than some living marionette who will dance at the pull of her strings.,Cháu còn hơn những người sống như con rối bị giật dây nhảy múa.,"A string puppet, usually made of wood, which is animated by the pulling of strings."
disembodied,adjective,lìa khỏi xác,"Anything else I should know before I become some disembodied thing, completely at his mercy?","Tôi có cần biết thêm gì trước khi tôi hồn lìa khỏi xác , hoàn toàn dựa vào anh ta không?",Simple past tense and past participle of disembody.
deranged,adjective,bị loạn trí,"She says he was obsessed, deranged .","Bả nói ổng bị ám ảnh, bị loạn trí .","disturbed or upset, especially mentally"
atrium,noun,tâm nhĩ,The heart has a left atrium and a right atrium .,Tim có tâm nhĩ trái và tâm nhĩ phải .,"(architecture) A central room or space in ancient Roman homes, open to the sky in the middle; a similar space in other buildings."
hemorrhage,verb,xuất huyết,Intraventricular hemorrhage is bleeding in the brain .,Xuất huyết não thất là dạng xuất huyết não .,(American) Alternative spelling of haemorrhage.
touchy,adjective,dễ động lòng,Touchy assholes.,Nhạy cảm chết tiệt.,(of a situation) Extremely sensitive or volatile; easily disturbed to the point of becoming unstable; requiring caution or tactfulness.
splendid,adjective,lộng lẫy,"In many ways, it's often said, the most splendid of god's creatures.",Thường thì họ hay nói rằng phụ nữ là sinh vật lộng lẫy nhất của Đức Chúa.,"Possessing or displaying splendor; shining; very bright; as, a splendid sun."
commit,verb,giao phó,We commit the souls of our dead to thy gentle keeping.,Chúng con giao phó linh hồn của những người chết cho người trông coi.,"To give in trust; to put into charge or keeping; to intrust; to consign; -- used with to, unto."
grippe,noun,bệnh cúm,She and our infant son would be killed two years later by the Prussian grippe .,Nàng và con trai sơ sinh của chúng tôi qua đời 2 năm sau đó vì bệnh cúm Prussian.,"(pathology) influenza, the flu"
academic,adjective,lý thuyết suông,The Family Worship evening should be more than an academic exercise.,Buổi thờ phượng của gia đình không chỉ là buổi học lý thuyết suông .,Belonging to an academy or other higher institution of learning.
posture,verb,dáng điệu,that represents input that's controlling the posture of the monkey.,đại diện cho tín hiệu đầu vào liên quan đến dáng điệu của khỉ.,The way a person holds and positions their body.
privilege,noun,đặc quyền,"I simply enjoy a unique vantage, one with privilege .",Tôi chỉ đơn giản tận hưởng một đặc quyền độc tôn.,"A peculiar benefit, advantage, or favor; a right or immunity not enjoyed by others or by all; special enjoyment of a good, or exemption from an evil or burden; a prerogative; advantage; franchise; preferential treatment."
latter,adjective,người sau,You belong to the latter .,Cô thuộc nhóm người sau .,Relating to or being the second of two items.
