word,part_of_speech,meaning,example,example_meaning,definition
detritus,noun,mảnh vụn,C. dennerli is believed to feed on detritus in nature.,C. dennerli được cho là ăn mảnh vụn trong tự nhiên.,"(countable, chiefly geological) pieces of rock broken off by ice, glacier, or erosion."
demolish,verb,phá,"Previously, the Sultan and his family had lived at the Topkapı Palace, but as the medieval Topkapı was lacking in contemporary style, luxury, and comfort, as compared to the palaces of the European monarchs, Abdülmecid decided to build a new modern palace near the site of the former Beşiktaş Sahil Palace, which was demolished .","Trước đó, ông và gia đình của ông đã sống tại Cung điện Topkapi, nhưng khi Topkapi thời trung cổ vẫn chưa có được sự hiện đại, sang trọng, và thoải mái so với các cung điện của vua chúa châu Âu thì Abdul Mejid quyết định xây dựng một cung điện mới hiện đại gần các khu vực của Cung điện Beşiktaş cũ đã bị phá hủy.",To destroy; to destruct
insurmountable,adjective,không vượt qua được,Distance is not an insurmountable problem for Witnesses of Jehovah intent on being present at conventions.,Khoảng cách không phải là vấn đề không vượt qua được đối với các Nhân Chứng Giê-hô-va quyết chí có mặt tại các đại hội.,"Incapable of being passed over, surmounted, or overcome; insuperable; as, insurmountable difficulty or obstacle."
solace,verb,khuây,"Additionally, the film set the largest single day gross (£6.6 million) and the largest opening three-day gross (£18,319,721), a record previously held by Quantum of Solace , which grossed £15.4 million.","Ngoài ra bộ phim còn thiết lập doanh thu cao nhất trong một ngày (6,6 triệu bảng), doanh thu ba ngày mở màn cao nhất (18.319.721 bảng) mà kỷ lục trước đó thuộc về Định mức khuây khỏa với doanh thu 15,4 triệu bảng.",Comfort or consolation in a time of distress.
dirge,noun,bài hát buồn,And all your songs into dirges . *,Khiến mọi bài hát thành bài bi ca .,A mournful poem or piece of music composed or performed as a memorial to a dead person.
incarcerate,verb,bắt giam,The great increase in mass incarceration in this country wasn't really in violent crime categories.,Tỉ lệ bị bắt giam ở nước Mỹ tăng mạnh thực ra không phải tội phạm bạo lực.,"To lock away; to imprison, especially for breaking the law."
wince,verb,co rúm lại,"Richard Roeper of the Chicago Sun-Times wrote, ""It's film that'll make you wince at times, and you'll most likely not want to see twice, but seeing it once is an experience you'll not soon forget.""","Richard Roeper từ Chicago Sun-Times thì viết, ""Đó là bộ phim sẽ khiến bạn phải co rúm lại nhiều lần, và bạn chắc chắn sẽ không muốn xem lại nó lần thứ hai, nhưng việc xem bộ phim này một lần duy nhất cũng không thể khiến bạn quên nó đi nhanh chóng.""",A sudden movement or gesture of shrinking away.
ravage,verb,tàn phá,And war continues to ravage the earth.,Và chiến tranh vẫn tiếp tục tàn phá trái đất.,(transitive) To devastate or destroy something
indignation,noun,sự phẫn nộ,Indignation may refer to anger for a righteous cause.,Sự phẫn nộ có lẽ nói đến sự nóng giận chính đáng.,"An anger aroused by something perceived as an indignity, notably an offense or injustice."
summon,Verb,gọi đến,"Mrs. Helen Smith, a healing practitioner of the Christian Science faith, was summoned to her bedside.","Bà Helen Smith, một người cầu nguyện chữa bệnh đã được gọi đến để chăm sóc cho Martha.",To call people together; to convene.
minion,noun,kẻ nô lệ,"Like all good villains, Onimaru has entire hordes of faceless minions who are nothing more than humanoid black bodies with eyes, mouths, and a single horn sticking straight up from the center of their head.","Giống như mọi kẻ hung ác khác, Onimaru có một đạo quân những kẻ nô lệ , chúng chẳng có gì khác ngoài cơ thể người màu đen với mắt, miệng và một chiếc sừng mọc thẳng đứng từ giữa đầu.","A loyal servant of another, usually more powerful being."
