word,part_of_speech,meaning,example,example_meaning,definition
assess,verb,đánh giá,"If you don't pass an assessment , you can retake it 1 day later.","Nếu không vượt qua được, thì bạn có thể làm lại bài đánh giá sau đó 1 ngày.","(transitive) To determine, estimate or judge the value of; to evaluate"
dishearten,verb,làm mất nhuệ khí,"This staggering defeat disheartened the Gothic force, which immediately abandoned the siege of Ancona and withdrew.","Thất bại đáng kinh ngạc này đã làm mất nhuệ khí của lực lượng bộ binh người Goth, và ngay lập tức họ từ bỏ cuộc vây hãm cứ điểm Ancona và rút lui.",To discourage someone by removing their enthusiasm or courage.
relent,verb,mủi lòng,Only if he relents .,Chỉ nếu ông ấy mủi lòng .,Stay; stop; delay.
petulantly,adverb,hăng hái,,,In a manner expressing irritation or annoyance.
seemingly,adverb,tưởng chừng như,"She does have access to seemingly unlimited Russian financing, though.",Cô ta tưởng chừng như có người tài chính vô tận của Nga.,To appearances; apparently.
swath,noun,vạt cỏ bị cắt,Perhaps a swath of your good fortune will rub off upon me.,Biết đâu lại được thơm lây,The track cut out by a scythe in mowing.
appraise,verb,đánh giá,There are many critics of these appraisals including labor unions and managers.,Có nhiều chỉ trích về những đánh giá này bao gồm cả công đoàn và người quản lý.,"To set a value; to estimate the worth of, particularly by persons appointed for the purpose; as, to appraise goods and chattels."
throttle,verb,bóp cổ,and I want to throttle them.,và tôi chỉ muốn bóp cổ họ chết thôi.,A valve that regulates the supply of fuel-air mixture to an internal combustion engine and thus controls its speed; a similar valve that controls the air supply to an engine.
gingerly,adverb,thận trọng,"And they walked into this cafe quietly, tentatively, gingerly , a little anxious.","Và họ bước vào tiệm im lặng, ngập ngừng, thận trọng , đôi chút lo lắng.",Gently; in a delicate or cautious manner.
terrace,verb,dãy nhà,"We're speaking about the fact that across the terrace , the next tower is the Ministry of Finance, and there's a lot of connection with us today, so we're speaking within your temple today.","Chúng ta đang nói về sự thật rằng đi dọc dãy nhà thì tòa nhà tiếp theo là Bộ Tài chính, và nó có mối liên hệ lớn tới chúng ta ngày nay, thế nên chúng ta chỉ đề cập đến trong phạm vi khả năng của mình thôi.",A platform that extends outwards from a building.
galumph,verb,galumph,,,(intransitive) To move heavily and clumsily.
melancholy,adjective,u sầu,I've always been melancholy .,Tôi luôn u sầu .,Affected with great sadness or depression.
editorialize,verb,viết xã luận,"Editorially prefacing a series of articles about major surgery on Witnesses, Harvey17 admitted, “I do find annoying those beliefs that may interfere with my work.”","Khi viết xã luận , mở đầu một loạt bài về đại phẫu thuật nơi Nhân Chứng, ông Harvey17 công nhận: “Tôi thấy bực bội khi những niềm tin xen vào việc làm của tôi”.","To express one's opinion as if in an editorial, or as if it were an objective statement."
irony,adjective,sự mỉa mai,It's the irony of women in charge.,Sự mỉa mai của phụ nữ khi làm sếp.,Ignorance feigned for the purpose of confounding or provoking an antagonist; Socratic irony.
forsake,Verb,bỏ rơi,I will never know why you have chosen to forsake me.,Em không bao giờ biết được sao anh lại bỏ rơi em.,"To abandon, to give up, to leave (permanently), to renounce."
intimate,adjective,thân mật,"No, the only person he's been getting all intimate and conversational with is your cancer chick.",Người duy nhất trò chuyện thân mật với cậu ta chính là cô em ung thư của cậu.,(transitive) To suggest or disclose discreetly.
acute,adjective,sắc,"I mean, such an acute awareness of how hard it was.",Đó quả là nhận thức sắc bén rằng việc này rất khó khăn.,Urgent.
congeniality,noun,sự hợp nhau,Not amongst two such congenial families.,Không phải giữa hai gia đình thân thiết như thế.,The quality of being congenial. The state of being agreeable or of having similar tastes.
cynical,adjective,bất chấp đạo lý,Cynical .,Chán đời .,of or relating to the belief that human actions are motivated only or primarily by base desires or selfishness.
condescending,adjective,trịch thượng,You're being just as condescending as they are.,Anh cũng tỏ vẻ trịch thượng giống như họ.,"Assuming a tone of superiority, or a patronizing attitude."
acquire,verb,đạt được,Learn and apply divine principles for acquiring spiritual knowledge.,Học hỏi và áp dụng các nguyên tắc thiêng liêng để đạt được sự hiểu biết thuộc linh.,To get.
nefarious,adjective,bất chính,"he must have some corrupt, nefarious reason"" —","chắc chắn phải có tham nhũng hay lý do bất chính nào đó"" -",wicked or criminal
stasis,noun,tĩnh mạch,Stasi begone!,Stasi raus!,"(pathology) A slackening or arrest of the blood current, due not to a lessening of the heart’s beat, but to some abnormal resistance of the capillary walls."
objectivity,noun,khách quan,It just takes a picture of objective reality as it is.,Thị giác chỉ chụp lại hình ảnh của thực tại khách quan một cách nguyên bản.,"The state of being objective, just, unbiased and not influenced by emotions or personal prejudices"
indiscriminate,adjective,bừa bãi,"For instance, consider the indiscriminate sowing of land mines.","Thí dụ, hãy liên tưởng đến các vụ đặt mìn bừa bãi .","Without care or making distinctions, thoughtless."
solidarity,noun,tình đoàn kết,"Firstly, stories can create an illusion of solidarity .","Đầu tiên, chuyện kể có thể tạo ra ảo giác của tình đoàn kết .","(countable) A bond of unity between individuals, united around a common goal or against a common enemy, such as the unifying principle that defines the labor movement."
ulterior,adjective,không nói ra,There's no ulterior motives?,Không có lý do mờ ám nào chứ hả?,beyond what is obvious or evident
procession,verb,diễu hành,The victors’ returns were celebrated with triumphal processions .,Ngày trở về của người thắng cuộc được ăn mừng bằng cuộc diễu hành chiến thắng.,The act of progressing or proceeding
