word,part_of_speech,meaning,example,example_meaning,definition
striking,adjective,nổi bật,One of the most striking things about these cats is the dark contrasting spots.,Một trong những điều nổi bật nhất về những chú mèo này là những đốm tối tương phản.,Present participle of strike.
confer,verb,phong,He was a supporter of Scouting in Japan and attended the Fourth International Conference in 1926.,Ông là người ủng hộ Hướng đạo tại Nhật Bản và tham dự Phong trào hướng đạo thế giới vào năm 1926.,"(obsolete, intransitive) To compare. [16th-18th c.]"
efficient,adjective,có hiệu suất cao,We run an efficient ship.,"Chúng tôi điều hành một "" con tàu "" có hiệu suất cao .","Making good, thorough, or careful use of resources; not consuming extra. Especially, making good use of time or energy."
feat,adjective,kỳ công,"Well, it's a remarkable feat .","À thì, nó là một kỳ công rõ rệt.",An accomplishment that's relatively rare or difficult.
decisive,adjective,quyết định,He also explained that military service is a personal decision .,Anh cũng giải thích nghĩa vụ quân sự là một quyết định cá nhân.,Having the power or quality of deciding a question or controversy; putting an end to contest or controversy; final; conclusive.
finicky,adjective,cầu kỳ,They're finicky at the European Commission!,"Ở Ủy Ban Châu Âu này, cài gì cũng phải kỹ càng.","(informal) Demanding, requiring above-normal care."
inevitably,adverb,không thể tránh khỏi,This state of affairs is neither necessary nor is it inevitable .,Tình trạng trên là không cần thiết và cũng không thể tránh khỏi .,In a manner that is impossible to avoid or prevent.
stubborn,adjective,bướng bỉnh,Your brother's a damned stubborn man.,Em trai của anh là tên bướng bỉnh chết tiệt.,refusing to move or change one's opinion; obstinate.
minimalist,adjective,tối giản,A minimalist window manager,Trình quản lý cửa sổ kiểu tối thiểuName,Believing in or seeking a minimal state; seeking to minimize or reduce to a minimum.
saffron,verb,màu vàng nghệ,"Subsequently, to avoid sectarian associations with the colour scheme, saffron , white and green were chosen for the three bands, representing courage and sacrifice, peace and truth, and faith and chivalry respectively.","Sau đó, nhằm tránh liên kết các hiệp hội tông phái với phối màu , vàng nghệ , trắng và lục được lựa chọn cho ba dải, lần lượt đại diện cho dũng khí và hy sinh, hòa bình và chân thực, tín nhiệm và thượng võ.","The saffron crocus plant, Crocus sativus."
yearning,noun,khát khao,"It's the part of you that yearns , really, for God.",Đó là phần của chúng ta khát khao Chúa trời,A wistful or melancholy longing.
monogram,verb,chữ viết lồng nhau,"The monogram theme was developed into an Art Deco-style badge on which the letters A and C framed a football rather than the letter F, the whole set within a hexagonal border.","Các kiểu chữ viết lồng nhau được viết theo phong cách Art-Deco, các chữ A và C trên hình vẽ biểu tượng được bố trí theo kiểu cách bóng đá hơn chữ F, tất cả được đặt trong một bộ khung hình lục giác.","(obsolete) A picture drawn in line only, before the colour and/or shading is applied; an outline sketch."
buoy,noun,phao,To the buoy !,Trên cái phao !,"(nautical) A float moored in water to mark a location, warn of danger, or indicate a navigational channel."
obnoxious,adjective,độc,"Sheldon, you remember the first few weeks we were looking for magnetic monopoles and not finding anything and you were acting like an obnoxious , giant dictator?","Sheldon, mày nhớ một số tuần đầu tiên bọn mình đang tìm đơn cực từ và không tìm thấy gì và mày đã hành động giống như thằng độc độc tài?","Very annoying, offensive, odious or contemptible."
sleek,adjective,mượt,"After four months feeding at sea, they are returning sleek and fat.","Sau bốn tháng kiếm ăn trên biển, chúng đang quay lại, bóng mượt và béo tốt.","Having an even, smooth surface; smooth; hence, glossy; as, sleek hair."
